Distance,4.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhoneXR
0.000,Bluetooth,-81
0.003,Bluetooth,-81
0.035,Bluetooth,-75
0.036,Bluetooth,-75
0.069,Bluetooth,-71
0.071,Bluetooth,-70
0.103,Bluetooth,-82
0.104,Bluetooth,-80
0.131,Bluetooth,-81
0.133,Bluetooth,-81
0.164,Bluetooth,-76
0.165,Bluetooth,-76
0.197,Bluetooth,-70
0.200,Bluetooth,-71
0.226,Bluetooth,-81
0.227,Bluetooth,-81
0.257,Bluetooth,-82
0.290,Bluetooth,-76
0.292,Bluetooth,-75
0.321,Bluetooth,-71
0.322,Bluetooth,-71
0.355,Bluetooth,-82
0.356,Bluetooth,-82
0.389,Bluetooth,-75
0.391,Bluetooth,-76
0.451,Bluetooth,-71
0.453,Bluetooth,-71
0.480,Bluetooth,-81
0.482,Bluetooth,-82
0.510,Bluetooth,-76
0.512,Bluetooth,-76
0.575,Bluetooth,-70
0.576,Bluetooth,-71
0.605,Bluetooth,-81
0.606,Bluetooth,-81
0.669,Bluetooth,-71
0.671,Bluetooth,-72
0.731,Bluetooth,-82
0.733,Bluetooth,-81
0.795,Bluetooth,-71
0.797,Bluetooth,-72
0.829,Bluetooth,-81
0.831,Bluetooth,-81
0.858,Bluetooth,-81
0.889,Bluetooth,-76
0.891,Bluetooth,-76
0.949,Bluetooth,-80
0.984,Bluetooth,-76
0.985,Bluetooth,-76
1.014,Bluetooth,-77
1.016,Bluetooth,-76
1.046,Bluetooth,-71
1.048,Bluetooth,-71
1.077,Bluetooth,-80
1.108,Bluetooth,-75
1.109,Bluetooth,-76
1.200,Bluetooth,-83
1.232,Bluetooth,-76
1.234,Bluetooth,-75
1.262,Bluetooth,-72
1.264,Bluetooth,-70
1.296,Bluetooth,-70
1.298,Bluetooth,-71
1.324,Bluetooth,-82
1.325,Bluetooth,-82
1.357,Bluetooth,-77
1.359,Bluetooth,-77
1.391,Bluetooth,-70
1.392,Bluetooth,-70
1.425,Bluetooth,-81
1.426,Bluetooth,-82
1.524,Bluetooth,-70
1.525,Bluetooth,-70
1.553,Bluetooth,-81
1.654,Bluetooth,-70
1.655,Bluetooth,-71
1.683,Bluetooth,-80
1.684,Bluetooth,-81
1.714,Bluetooth,-76
1.716,Bluetooth,-75
1.747,Bluetooth,-71
1.750,Bluetooth,-68
1.810,Bluetooth,-81
1.879,Bluetooth,-70
1.880,Bluetooth,-70
1.907,Bluetooth,-81
1.909,Bluetooth,-81
1.973,Bluetooth,-74
1.974,Bluetooth,-76
2.105,Bluetooth,-69
2.106,Bluetooth,-70
2.170,Bluetooth,-81
2.171,Bluetooth,-81
2.204,Bluetooth,-74
2.238,Bluetooth,-69
2.240,Bluetooth,-70
2.271,Bluetooth,-82
2.273,Bluetooth,-81
2.307,Bluetooth,-74
2.308,Bluetooth,-75
2.374,Bluetooth,-70
2.375,Bluetooth,-70
2.402,Bluetooth,-81
2.404,Bluetooth,-81
2.433,Bluetooth,-75
2.435,Bluetooth,-74
2.469,Bluetooth,-70
2.471,Bluetooth,-70
2.503,Bluetooth,-81
2.504,Bluetooth,-83
2.534,Bluetooth,-81
2.536,Bluetooth,-82
2.567,Bluetooth,-75
2.569,Bluetooth,-75
2.603,Bluetooth,-71
2.604,Bluetooth,-71
2.666,Bluetooth,-76
2.668,Bluetooth,-76
2.757,Bluetooth,-82
2.789,Bluetooth,-78
2.791,Bluetooth,-77
2.857,Bluetooth,-71
2.859,Bluetooth,-70
3.015,Bluetooth,-82
3.017,Bluetooth,-82
3.114,Bluetooth,-83
3.116,Bluetooth,-82
3.144,Bluetooth,-79
3.145,Bluetooth,-79
3.211,Bluetooth,-71
3.213,Bluetooth,-70
3.242,Bluetooth,-82
3.244,Bluetooth,-81
3.275,Bluetooth,-79
3.277,Bluetooth,-80
3.311,Bluetooth,-72
3.313,Bluetooth,-71
3.375,Bluetooth,-83
3.376,Bluetooth,-81
3.415,Bluetooth,-79
3.416,Bluetooth,-80
3.440,Bluetooth,-71
3.441,Bluetooth,-70
3.470,Bluetooth,-81
3.471,Bluetooth,-82
3.533,Bluetooth,-80
3.534,Bluetooth,-79
3.564,Bluetooth,-71
3.566,Bluetooth,-72
3.592,Bluetooth,-82
3.594,Bluetooth,-81
3.628,Bluetooth,-78
3.629,Bluetooth,-78
3.690,Bluetooth,-71
3.691,Bluetooth,-71
3.721,Bluetooth,-81
3.722,Bluetooth,-81
3.756,Bluetooth,-79
3.758,Bluetooth,-79
3.791,Bluetooth,-70
3.793,Bluetooth,-71
3.822,Bluetooth,-81
3.824,Bluetooth,-82
3.856,Bluetooth,-82
3.858,Bluetooth,-82
3.888,Bluetooth,-80
3.889,Bluetooth,-77
3.919,Bluetooth,-71
3.921,Bluetooth,-70
3.947,Bluetooth,-81
3.949,Bluetooth,-82
108.808,Bluetooth,-74
108.809,Bluetooth,-74
108.843,Bluetooth,-79
108.845,Bluetooth,-77
108.874,Bluetooth,-77
108.876,Bluetooth,-78
108.904,Bluetooth,-75
