Distance,10.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-67
0.003,Bluetooth,-68
0.030,Bluetooth,-75
0.031,Bluetooth,-73
0.059,Bluetooth,-75
0.060,Bluetooth,-75
0.090,Bluetooth,-67
0.091,Bluetooth,-66
0.121,Bluetooth,-67
0.122,Bluetooth,-67
0.151,Bluetooth,-75
0.152,Bluetooth,-72
0.180,Bluetooth,-74
0.181,Bluetooth,-75
0.218,Bluetooth,-67
0.219,Bluetooth,-67
0.253,Bluetooth,-74
0.254,Bluetooth,-73
0.318,Bluetooth,-76
0.319,Bluetooth,-74
0.347,Bluetooth,-68
0.348,Bluetooth,-67
0.377,Bluetooth,-72
0.378,Bluetooth,-71
0.409,Bluetooth,-75
0.410,Bluetooth,-75
0.439,Bluetooth,-75
0.440,Bluetooth,-74
0.469,Bluetooth,-66
0.471,Bluetooth,-65
0.503,Bluetooth,-73
0.504,Bluetooth,-73
0.531,Bluetooth,-75
0.532,Bluetooth,-75
0.565,Bluetooth,-68
0.568,Bluetooth,-65
0.597,Bluetooth,-67
0.598,Bluetooth,-68
0.633,Bluetooth,-72
0.635,Bluetooth,-74
0.661,Bluetooth,-75
0.663,Bluetooth,-76
0.694,Bluetooth,-68
0.695,Bluetooth,-67
0.727,Bluetooth,-73
0.729,Bluetooth,-74
0.758,Bluetooth,-73
0.759,Bluetooth,-73
0.788,Bluetooth,-77
0.789,Bluetooth,-76
0.822,Bluetooth,-67
0.822,Bluetooth,-67
0.856,Bluetooth,-73
0.858,Bluetooth,-73
0.887,Bluetooth,-75
0.888,Bluetooth,-74
0.952,Bluetooth,-66
0.952,Bluetooth,-65
0.983,Bluetooth,-73
0.984,Bluetooth,-73
1.015,Bluetooth,-75
1.016,Bluetooth,-74
1.046,Bluetooth,-67
1.046,Bluetooth,-67
1.076,Bluetooth,-67
1.076,Bluetooth,-66
1.107,Bluetooth,-73
1.107,Bluetooth,-72
1.137,Bluetooth,-75
1.138,Bluetooth,-76
1.173,Bluetooth,-67
1.174,Bluetooth,-67
1.208,Bluetooth,-73
1.209,Bluetooth,-72
1.238,Bluetooth,-73
1.239,Bluetooth,-73
1.272,Bluetooth,-76
1.273,Bluetooth,-76
1.301,Bluetooth,-65
1.302,Bluetooth,-66
1.332,Bluetooth,-74
1.332,Bluetooth,-72
1.393,Bluetooth,-75
1.394,Bluetooth,-76
1.425,Bluetooth,-68
1.426,Bluetooth,-67
1.457,Bluetooth,-72
1.457,Bluetooth,-74
1.490,Bluetooth,-75
1.491,Bluetooth,-75
1.520,Bluetooth,-76
1.522,Bluetooth,-76
1.552,Bluetooth,-67
1.555,Bluetooth,-67
1.582,Bluetooth,-74
1.583,Bluetooth,-72
1.611,Bluetooth,-75
1.612,Bluetooth,-76
1.642,Bluetooth,-77
1.643,Bluetooth,-75
1.676,Bluetooth,-68
1.677,Bluetooth,-68
1.709,Bluetooth,-73
1.709,Bluetooth,-72
1.738,Bluetooth,-76
1.740,Bluetooth,-76
1.771,Bluetooth,-67
1.773,Bluetooth,-67
1.804,Bluetooth,127
