Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-56
0.003,Bluetooth,-56
0.032,Bluetooth,-62
0.034,Bluetooth,-62
0.070,Bluetooth,-60
0.073,Bluetooth,-61
0.176,Bluetooth,-61
0.213,Bluetooth,-62
0.216,Bluetooth,-61
0.247,Bluetooth,-60
0.249,Bluetooth,-60
0.386,Bluetooth,-59
0.388,Bluetooth,-60
0.426,Bluetooth,-56
0.428,Bluetooth,-55
0.458,Bluetooth,-63
0.460,Bluetooth,-62
0.499,Bluetooth,-59
0.687,Bluetooth,-59
0.726,Bluetooth,-57
0.728,Bluetooth,-56
0.759,Bluetooth,-56
0.761,Bluetooth,-56
0.795,Bluetooth,-57
0.834,Bluetooth,-57
0.836,Bluetooth,-55
0.872,Bluetooth,-64
0.874,Bluetooth,-64
0.905,Bluetooth,-60
0.906,Bluetooth,-60
0.971,Bluetooth,-62
0.973,Bluetooth,-63
1.010,Bluetooth,-61
1.012,Bluetooth,-60
1.050,Bluetooth,-57
1.052,Bluetooth,-57
1.086,Bluetooth,-69
1.124,Bluetooth,-58
1.126,Bluetooth,-58
1.159,Bluetooth,-68
1.161,Bluetooth,-69
1.256,Bluetooth,-60
1.258,Bluetooth,-61
1.289,Bluetooth,-69
1.291,Bluetooth,-70
1.321,Bluetooth,-60
1.394,Bluetooth,-59
1.460,Bluetooth,-70
1.463,Bluetooth,-70
1.494,Bluetooth,-60
1.496,Bluetooth,-60
1.527,Bluetooth,-57
1.530,Bluetooth,-58
1.565,Bluetooth,-67
1.567,Bluetooth,-67
1.671,Bluetooth,-57
1.708,Bluetooth,-57
1.711,Bluetooth,-57
1.745,Bluetooth,-65
1.747,Bluetooth,-65
1.784,Bluetooth,-61
1.786,Bluetooth,-60
1.823,Bluetooth,-56
1.825,Bluetooth,-57
1.925,Bluetooth,-58
1.928,Bluetooth,-58
1.986,Bluetooth,-66
2.093,Bluetooth,-64
2.095,Bluetooth,-66
2.131,Bluetooth,-59
2.133,Bluetooth,-58
2.173,Bluetooth,-57
2.276,Bluetooth,-58
2.316,Bluetooth,-56
2.317,Bluetooth,-56
2.346,Bluetooth,-65
2.348,Bluetooth,-65
2.385,Bluetooth,-58
