Distance,4.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-61
0.001,Bluetooth,-62
0.061,Bluetooth,-58
0.062,Bluetooth,-58
0.094,Bluetooth,-57
0.096,Bluetooth,-57
0.132,Bluetooth,-61
0.132,Bluetooth,-60
0.159,Bluetooth,-58
0.160,Bluetooth,-58
0.226,Bluetooth,-58
0.227,Bluetooth,-57
0.290,Bluetooth,-63
0.291,Bluetooth,-62
0.321,Bluetooth,-58
0.322,Bluetooth,-58
0.354,Bluetooth,-57
0.355,Bluetooth,-57
0.447,Bluetooth,-58
0.448,Bluetooth,-58
0.477,Bluetooth,-58
0.478,Bluetooth,-56
0.509,Bluetooth,-61
0.510,Bluetooth,-62
0.574,Bluetooth,-59
0.575,Bluetooth,-60
0.603,Bluetooth,-57
0.605,Bluetooth,-57
0.638,Bluetooth,-61
0.640,Bluetooth,-61
0.674,Bluetooth,-57
0.675,Bluetooth,-57
0.739,Bluetooth,-58
0.741,Bluetooth,-56
0.804,Bluetooth,-57
0.806,Bluetooth,-58
0.836,Bluetooth,-56
0.838,Bluetooth,-57
0.931,Bluetooth,-58
0.932,Bluetooth,-58
0.963,Bluetooth,-56
0.964,Bluetooth,-57
0.995,Bluetooth,-63
0.996,Bluetooth,-63
1.057,Bluetooth,-57
1.058,Bluetooth,-58
1.090,Bluetooth,-58
1.091,Bluetooth,-57
1.124,Bluetooth,-61
1.124,Bluetooth,-61
1.151,Bluetooth,-58
1.152,Bluetooth,-58
1.284,Bluetooth,-57
1.284,Bluetooth,-57
1.314,Bluetooth,-56
1.315,Bluetooth,-57
1.379,Bluetooth,-60
1.380,Bluetooth,-60
1.411,Bluetooth,-58
1.412,Bluetooth,-58
1.440,Bluetooth,-58
1.441,Bluetooth,-57
1.473,Bluetooth,-60
1.475,Bluetooth,-61
1.564,Bluetooth,-58
1.566,Bluetooth,-58
1.596,Bluetooth,-58
1.692,Bluetooth,-58
1.693,Bluetooth,-58
1.727,Bluetooth,-59
1.728,Bluetooth,-58
1.762,Bluetooth,-63
1.763,Bluetooth,-62
1.792,Bluetooth,-59
1.794,Bluetooth,-58
1.825,Bluetooth,-59
1.826,Bluetooth,-58
1.857,Bluetooth,-59
1.858,Bluetooth,-59
1.891,Bluetooth,-62
1.892,Bluetooth,-61
1.920,Bluetooth,-58
1.921,Bluetooth,-58
1.981,Bluetooth,-60
1.983,Bluetooth,-59
2.012,Bluetooth,-59
2.014,Bluetooth,-60
2.046,Bluetooth,-58
2.047,Bluetooth,-58
2.076,Bluetooth,-58
2.078,Bluetooth,-58
2.141,Bluetooth,-61
2.142,Bluetooth,-60
2.175,Bluetooth,-59
2.175,Bluetooth,-58
2.204,Bluetooth,-59
2.205,Bluetooth,-58
2.303,Bluetooth,-57
2.305,Bluetooth,-58
2.336,Bluetooth,-59
2.337,Bluetooth,-59
2.371,Bluetooth,-61
2.372,Bluetooth,-61
2.399,Bluetooth,-57
2.400,Bluetooth,-58
2.464,Bluetooth,-61
2.465,Bluetooth,-62
2.494,Bluetooth,-62
2.496,Bluetooth,-62
2.526,Bluetooth,-58
2.527,Bluetooth,-58
2.557,Bluetooth,-61
2.558,Bluetooth,-63
2.621,Bluetooth,-63
2.622,Bluetooth,-64
2.654,Bluetooth,-61
2.655,Bluetooth,-61
2.686,Bluetooth,-61
2.687,Bluetooth,-61
2.717,Bluetooth,-62
2.718,Bluetooth,-63
2.786,Bluetooth,-60
2.787,Bluetooth,-61
2.850,Bluetooth,-61
2.851,Bluetooth,-61
2.885,Bluetooth,-63
2.886,Bluetooth,-63
2.987,Bluetooth,-60
2.987,Bluetooth,-59
3.020,Bluetooth,-64
3.021,Bluetooth,-64
3.049,Bluetooth,-62
3.050,Bluetooth,-62
3.082,Bluetooth,-58
3.083,Bluetooth,-59
3.119,Bluetooth,-62
3.120,Bluetooth,-63
3.177,Bluetooth,-59
3.178,Bluetooth,-61
3.206,Bluetooth,-59
3.207,Bluetooth,-59
3.241,Bluetooth,-61
3.242,Bluetooth,-60
3.304,Bluetooth,-58
3.305,Bluetooth,-58
3.334,Bluetooth,-61
3.335,Bluetooth,-60
3.368,Bluetooth,-60
3.370,Bluetooth,-61
3.400,Bluetooth,-58
3.401,Bluetooth,-59
3.529,Bluetooth,-60
3.530,Bluetooth,-59
3.560,Bluetooth,-61
3.560,Bluetooth,-61
3.656,Bluetooth,-59
3.657,Bluetooth,-59
3.691,Bluetooth,-60
3.692,Bluetooth,-60
3.726,Bluetooth,-60
3.727,Bluetooth,-61
3.758,Bluetooth,-59
3.759,Bluetooth,-60
3.823,Bluetooth,-58
3.824,Bluetooth,-59
3.856,Bluetooth,-60
3.857,Bluetooth,-60
3.885,Bluetooth,-58
3.886,Bluetooth,-59
3.916,Bluetooth,-59
3.917,Bluetooth,-59
28.544,Bluetooth,-63
28.545,Bluetooth,-64
28.580,Bluetooth,-64
28.581,Bluetooth,-64
28.644,Bluetooth,-65
28.645,Bluetooth,-65
28.736,Bluetooth,-62
28.737,Bluetooth,-62
28.771,Bluetooth,-65
28.772,Bluetooth,-64
28.800,Bluetooth,-66
28.801,Bluetooth,-65
28.864,Bluetooth,-61
28.865,Bluetooth,-61
28.896,Bluetooth,-64
28.896,Bluetooth,-65
28.932,Bluetooth,-64
28.933,Bluetooth,-66
28.961,Bluetooth,-61
28.962,Bluetooth,-61
29.053,Bluetooth,-64
29.055,Bluetooth,-65
29.083,Bluetooth,-60
29.083,Bluetooth,-60
29.116,Bluetooth,-64
29.116,Bluetooth,-65
29.182,Bluetooth,-65
29.183,Bluetooth,-64
29.210,Bluetooth,-61
29.211,Bluetooth,-61
29.242,Bluetooth,-66
29.243,Bluetooth,-66
29.275,Bluetooth,-65
29.276,Bluetooth,-65
29.335,Bluetooth,-63
29.336,Bluetooth,-63
29.366,Bluetooth,-65
29.368,Bluetooth,-64
29.400,Bluetooth,-64
29.401,Bluetooth,-65
29.464,Bluetooth,-61
29.465,Bluetooth,-60
29.497,Bluetooth,-63
29.497,Bluetooth,-63
29.528,Bluetooth,-64
29.530,Bluetooth,-64
29.559,Bluetooth,-59
29.560,Bluetooth,-59
29.623,Bluetooth,-63
29.624,Bluetooth,-63
29.655,Bluetooth,-64
29.656,Bluetooth,-63
29.685,Bluetooth,-59
29.686,Bluetooth,-59
29.716,Bluetooth,-59
29.717,Bluetooth,-59
29.753,Bluetooth,-62
29.754,Bluetooth,-63
29.819,Bluetooth,-64
29.820,Bluetooth,-63
29.852,Bluetooth,-60
29.853,Bluetooth,-60
29.883,Bluetooth,-64
29.884,Bluetooth,-64
29.916,Bluetooth,-64
29.917,Bluetooth,-64
30.046,Bluetooth,-65
30.048,Bluetooth,-65
30.176,Bluetooth,-65
30.177,Bluetooth,-66
30.206,Bluetooth,-62
30.207,Bluetooth,-63
30.238,Bluetooth,-65
30.239,Bluetooth,-65
30.297,Bluetooth,-65
30.299,Bluetooth,-67
30.329,Bluetooth,-64
30.330,Bluetooth,-64
30.363,Bluetooth,-65
30.364,Bluetooth,-65
30.398,Bluetooth,-67
30.399,Bluetooth,-66
30.493,Bluetooth,-65
30.558,Bluetooth,-62
30.559,Bluetooth,-61
30.618,Bluetooth,-66
30.619,Bluetooth,-65
30.650,Bluetooth,-65
30.651,Bluetooth,-65
30.682,Bluetooth,-62
30.683,Bluetooth,-63
30.712,Bluetooth,-65
30.713,Bluetooth,-65
30.743,Bluetooth,-65
30.744,Bluetooth,-66
30.841,Bluetooth,-63
30.843,Bluetooth,-65
30.874,Bluetooth,-65
30.875,Bluetooth,-65
30.938,Bluetooth,-61
30.938,Bluetooth,-61
31.001,Bluetooth,-62
31.002,Bluetooth,-62
31.065,Bluetooth,-65
31.066,Bluetooth,-64
31.094,Bluetooth,-61
31.095,Bluetooth,-61
31.128,Bluetooth,-62
31.128,Bluetooth,-63
31.157,Bluetooth,-65
31.158,Bluetooth,-64
31.227,Bluetooth,-61
31.228,Bluetooth,-61
31.382,Bluetooth,-64
31.383,Bluetooth,-64
31.446,Bluetooth,-61
31.447,Bluetooth,-60
31.538,Bluetooth,-63
31.539,Bluetooth,-64
31.571,Bluetooth,-61
31.572,Bluetooth,-62
31.607,Bluetooth,-64
31.608,Bluetooth,-64
31.637,Bluetooth,-63
31.639,Bluetooth,-64
31.704,Bluetooth,-60
31.705,Bluetooth,-61
31.733,Bluetooth,-64
31.734,Bluetooth,-65
31.763,Bluetooth,-65
31.764,Bluetooth,-65
31.822,Bluetooth,-61
31.823,Bluetooth,-61
31.856,Bluetooth,-64
31.857,Bluetooth,-65
31.922,Bluetooth,-62
31.923,Bluetooth,-61
32.017,Bluetooth,-64
