Distance,10.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.000,Bluetooth,-55
0.001,Bluetooth,-55
0.029,Bluetooth,-63
0.065,Bluetooth,-59
0.067,Bluetooth,-60
0.100,Bluetooth,-64
0.102,Bluetooth,-64
0.207,Bluetooth,-69
0.208,Bluetooth,-68
0.244,Bluetooth,-59
0.245,Bluetooth,-59
0.284,Bluetooth,-60
0.285,Bluetooth,-60
0.390,Bluetooth,-60
0.391,Bluetooth,-60
0.428,Bluetooth,-57
0.429,Bluetooth,-56
0.462,Bluetooth,-57
0.463,Bluetooth,-57
0.492,Bluetooth,-57
0.493,Bluetooth,-58
0.567,Bluetooth,-61
0.569,Bluetooth,-61
0.600,Bluetooth,-59
0.601,Bluetooth,-58
0.629,Bluetooth,-61
0.630,Bluetooth,-61
0.660,Bluetooth,-73
0.661,Bluetooth,-72
0.695,Bluetooth,-72
0.696,Bluetooth,-72
0.848,Bluetooth,-59
0.849,Bluetooth,-58
0.875,Bluetooth,-59
0.876,Bluetooth,-60
0.949,Bluetooth,-65
0.950,Bluetooth,-65
1.026,Bluetooth,-65
1.027,Bluetooth,-66
1.092,Bluetooth,-62
1.093,Bluetooth,-61
1.130,Bluetooth,-74
1.131,Bluetooth,-73
1.167,Bluetooth,-63
1.168,Bluetooth,-63
1.243,Bluetooth,-72
1.244,Bluetooth,-72
1.281,Bluetooth,-66
1.281,Bluetooth,-66
1.316,Bluetooth,-66
1.318,Bluetooth,-66
1.355,Bluetooth,-75
1.357,Bluetooth,-74
1.428,Bluetooth,-71
1.430,Bluetooth,-72
1.467,Bluetooth,-73
1.469,Bluetooth,-74
1.564,Bluetooth,-64
1.566,Bluetooth,-63
1.603,Bluetooth,-70
1.604,Bluetooth,-70
1.671,Bluetooth,-72
1.672,Bluetooth,-71
1.706,Bluetooth,-73
1.707,Bluetooth,-74
1.737,Bluetooth,-62
1.738,Bluetooth,-63
1.812,Bluetooth,-65
1.813,Bluetooth,-63
1.863,Bluetooth,-67
1.864,Bluetooth,-68
1.928,Bluetooth,-65
1.929,Bluetooth,-66
2.045,Bluetooth,-69
2.083,Bluetooth,-71
2.085,Bluetooth,-70
2.150,Bluetooth,-65
2.152,Bluetooth,-65
2.190,Bluetooth,-70
2.191,Bluetooth,-70
2.260,Bluetooth,-62
2.261,Bluetooth,-63
2.299,Bluetooth,-71
2.301,Bluetooth,-72
2.339,Bluetooth,-64
2.372,Bluetooth,-63
2.373,Bluetooth,-64
2.409,Bluetooth,-67
2.410,Bluetooth,-67
2.482,Bluetooth,-69
2.483,Bluetooth,-70
2.512,Bluetooth,-63
2.513,Bluetooth,-65
2.548,Bluetooth,-77
2.549,Bluetooth,-78
2.584,Bluetooth,-65
2.586,Bluetooth,-66
2.622,Bluetooth,-62
2.623,Bluetooth,-62
2.662,Bluetooth,-68
2.663,Bluetooth,-70
2.693,Bluetooth,-79
2.760,Bluetooth,-63
2.761,Bluetooth,-62
2.797,Bluetooth,-79
2.798,Bluetooth,-79
2.832,Bluetooth,-62
2.834,Bluetooth,-62
2.896,Bluetooth,-71
2.897,Bluetooth,-71
3.003,Bluetooth,-69
3.004,Bluetooth,-71
3.036,Bluetooth,-67
3.037,Bluetooth,-68
3.075,Bluetooth,-61
3.076,Bluetooth,-61
3.108,Bluetooth,-71
3.110,Bluetooth,-68
3.217,Bluetooth,-66
3.219,Bluetooth,-66
3.247,Bluetooth,-65
3.248,Bluetooth,-66
3.278,Bluetooth,-68
3.279,Bluetooth,-69
3.317,Bluetooth,-61
3.319,Bluetooth,-61
3.353,Bluetooth,-65
3.390,Bluetooth,-66
3.391,Bluetooth,-67
3.421,Bluetooth,-59
3.422,Bluetooth,-61
3.558,Bluetooth,-60
3.559,Bluetooth,-60
3.659,Bluetooth,-60
3.660,Bluetooth,-60
3.691,Bluetooth,-59
3.692,Bluetooth,-60
3.723,Bluetooth,-67
3.724,Bluetooth,-67
3.798,Bluetooth,-59
3.799,Bluetooth,-58
3.837,Bluetooth,-65
3.838,Bluetooth,-66
3.870,Bluetooth,-65
3.903,Bluetooth,-60
3.977,Bluetooth,-66
3.978,Bluetooth,-65
75.658,Bluetooth,-65
75.660,Bluetooth,-65
75.753,Bluetooth,-70
75.754,Bluetooth,-71
75.846,Bluetooth,-76
75.847,Bluetooth,-76
75.882,Bluetooth,-69
75.883,Bluetooth,-70
75.921,Bluetooth,-65
75.990,Bluetooth,-70
76.028,Bluetooth,-65
76.028,Bluetooth,-65
76.059,Bluetooth,-75
76.060,Bluetooth,-76
76.097,Bluetooth,-72
76.098,Bluetooth,-72
76.168,Bluetooth,-64
76.169,Bluetooth,-64
76.277,Bluetooth,-65
76.278,Bluetooth,-66
76.307,Bluetooth,-71
76.308,Bluetooth,-71
76.446,Bluetooth,-71
76.447,Bluetooth,-71
76.478,Bluetooth,-71
76.479,Bluetooth,-71
76.515,Bluetooth,-64
76.516,Bluetooth,-64
76.550,Bluetooth,-71
76.552,Bluetooth,-71
76.626,Bluetooth,-63
76.663,Bluetooth,-71
76.664,Bluetooth,-71
76.697,Bluetooth,-72
76.699,Bluetooth,-71
76.733,Bluetooth,-70
76.735,Bluetooth,-71
76.793,Bluetooth,-71
76.857,Bluetooth,-62
76.859,Bluetooth,-63
76.927,Bluetooth,-73
76.928,Bluetooth,-74
76.965,Bluetooth,-71
76.966,Bluetooth,-71
77.004,Bluetooth,-64
77.034,Bluetooth,-76
77.170,Bluetooth,-76
77.171,Bluetooth,-77
77.248,Bluetooth,-66
77.249,Bluetooth,-64
77.279,Bluetooth,-76
77.280,Bluetooth,-77
77.315,Bluetooth,-70
77.316,Bluetooth,-71
77.348,Bluetooth,-66
77.349,Bluetooth,-66
77.385,Bluetooth,-76
77.386,Bluetooth,-75
77.459,Bluetooth,-64
77.460,Bluetooth,-63
77.496,Bluetooth,-75
77.497,Bluetooth,-76
77.526,Bluetooth,-77
77.527,Bluetooth,-76
77.561,Bluetooth,-70
77.562,Bluetooth,-71
77.593,Bluetooth,-63
77.594,Bluetooth,-63
77.631,Bluetooth,-76
77.632,Bluetooth,-75
77.736,Bluetooth,-75
77.737,Bluetooth,-75
77.808,Bluetooth,-70
77.810,Bluetooth,-70
77.848,Bluetooth,-62
77.849,Bluetooth,-62
77.918,Bluetooth,-69
77.920,Bluetooth,-71
78.058,Bluetooth,-61
78.060,Bluetooth,-61
78.096,Bluetooth,-69
