Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-62
0.001,Bluetooth,-62
0.030,Bluetooth,-63
0.031,Bluetooth,-63
0.065,Bluetooth,-65
0.067,Bluetooth,-66
0.129,Bluetooth,-68
0.130,Bluetooth,-67
0.187,Bluetooth,-67
0.189,Bluetooth,-67
0.222,Bluetooth,-69
0.222,Bluetooth,-70
0.252,Bluetooth,-69
0.253,Bluetooth,-70
0.280,Bluetooth,-72
0.281,Bluetooth,-72
0.341,Bluetooth,-70
0.342,Bluetooth,-69
0.402,Bluetooth,-77
0.403,Bluetooth,-77
0.437,Bluetooth,-74
0.438,Bluetooth,-74
0.471,Bluetooth,-71
0.472,Bluetooth,-70
0.529,Bluetooth,-68
0.559,Bluetooth,-62
0.561,Bluetooth,-62
0.592,Bluetooth,-63
0.593,Bluetooth,-64
0.623,Bluetooth,-88
0.624,Bluetooth,-81
0.687,Bluetooth,-63
0.689,Bluetooth,-63
0.720,Bluetooth,-68
0.722,Bluetooth,-70
0.751,Bluetooth,-61
0.752,Bluetooth,-60
0.787,Bluetooth,-61
0.788,Bluetooth,-61
0.849,Bluetooth,-69
0.849,Bluetooth,-71
0.882,Bluetooth,-62
0.883,Bluetooth,-62
0.913,Bluetooth,-60
0.914,Bluetooth,-61
1.008,Bluetooth,-62
1.009,Bluetooth,-62
1.040,Bluetooth,-64
1.040,Bluetooth,-63
1.073,Bluetooth,-65
1.074,Bluetooth,-64
1.105,Bluetooth,-64
1.106,Bluetooth,-65
1.166,Bluetooth,-65
1.167,Bluetooth,-65
1.203,Bluetooth,-67
1.204,Bluetooth,-67
1.232,Bluetooth,-67
1.233,Bluetooth,-68
1.265,Bluetooth,-64
1.266,Bluetooth,-64
1.357,Bluetooth,-70
1.385,Bluetooth,-64
1.386,Bluetooth,-65
1.420,Bluetooth,-67
1.421,Bluetooth,-68
1.485,Bluetooth,-70
1.486,Bluetooth,-70
1.514,Bluetooth,-65
1.515,Bluetooth,-66
1.546,Bluetooth,-70
1.548,Bluetooth,-70
1.580,Bluetooth,-66
1.581,Bluetooth,-67
1.645,Bluetooth,-68
1.647,Bluetooth,-68
1.679,Bluetooth,-67
1.680,Bluetooth,-67
1.716,Bluetooth,-67
1.717,Bluetooth,-66
1.745,Bluetooth,-68
1.746,Bluetooth,-68
1.806,Bluetooth,-64
1.807,Bluetooth,-63
1.837,Bluetooth,-62
1.838,Bluetooth,-64
