Distance,10.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.000,Bluetooth,-62
0.002,Bluetooth,-62
0.031,Bluetooth,-58
0.032,Bluetooth,-58
0.063,Bluetooth,-56
0.097,Bluetooth,-60
0.097,Bluetooth,-59
0.173,Bluetooth,-56
0.174,Bluetooth,-56
0.205,Bluetooth,-62
0.206,Bluetooth,-62
0.238,Bluetooth,-58
0.239,Bluetooth,-58
0.269,Bluetooth,-56
0.271,Bluetooth,-55
0.308,Bluetooth,-63
0.309,Bluetooth,-63
0.372,Bluetooth,-63
0.410,Bluetooth,-60
0.411,Bluetooth,-60
0.446,Bluetooth,-57
0.447,Bluetooth,-57
0.480,Bluetooth,-63
0.481,Bluetooth,-63
0.606,Bluetooth,-65
0.607,Bluetooth,-65
0.738,Bluetooth,-68
0.738,Bluetooth,-66
0.812,Bluetooth,-55
0.813,Bluetooth,-56
0.843,Bluetooth,-67
0.844,Bluetooth,-66
0.877,Bluetooth,-60
0.878,Bluetooth,-60
0.918,Bluetooth,-56
0.919,Bluetooth,-56
0.958,Bluetooth,-54
0.987,Bluetooth,-55
0.988,Bluetooth,-54
1.024,Bluetooth,-69
1.025,Bluetooth,-67
1.128,Bluetooth,-54
1.128,Bluetooth,-54
1.154,Bluetooth,-66
1.155,Bluetooth,-67
1.189,Bluetooth,-60
1.190,Bluetooth,-61
1.371,Bluetooth,-61
1.372,Bluetooth,-60
1.443,Bluetooth,-53
1.444,Bluetooth,-54
1.483,Bluetooth,-69
1.484,Bluetooth,-69
1.517,Bluetooth,-61
1.518,Bluetooth,-61
1.547,Bluetooth,-62
1.585,Bluetooth,-54
1.586,Bluetooth,-54
1.660,Bluetooth,-60
1.661,Bluetooth,-59
1.829,Bluetooth,-60
1.830,Bluetooth,-60
1.867,Bluetooth,-54
1.902,Bluetooth,-60
1.903,Bluetooth,-60
1.976,Bluetooth,-67
1.977,Bluetooth,-66
2.006,Bluetooth,-60
2.007,Bluetooth,-59
2.085,Bluetooth,-65
2.157,Bluetooth,-65
2.230,Bluetooth,-53
2.231,Bluetooth,-53
2.300,Bluetooth,-60
2.301,Bluetooth,-60
2.338,Bluetooth,-54
2.339,Bluetooth,-54
2.371,Bluetooth,-54
2.372,Bluetooth,-53
2.402,Bluetooth,-66
2.403,Bluetooth,-67
2.434,Bluetooth,-61
2.435,Bluetooth,-61
2.468,Bluetooth,-61
2.499,Bluetooth,-61
2.571,Bluetooth,-68
2.572,Bluetooth,-67
2.607,Bluetooth,-61
2.608,Bluetooth,-62
2.714,Bluetooth,-66
2.715,Bluetooth,-66
2.748,Bluetooth,-54
2.780,Bluetooth,-62
2.781,Bluetooth,-62
2.819,Bluetooth,-54
2.820,Bluetooth,-54
2.883,Bluetooth,-69
2.884,Bluetooth,-69
2.919,Bluetooth,-62
2.920,Bluetooth,-62
2.951,Bluetooth,-55
2.952,Bluetooth,-55
3.049,Bluetooth,-70
3.084,Bluetooth,-61
3.084,Bluetooth,-61
3.128,Bluetooth,-55
3.129,Bluetooth,-55
3.189,Bluetooth,-68
3.190,Bluetooth,-69
3.262,Bluetooth,-56
3.263,Bluetooth,-55
3.335,Bluetooth,-62
3.336,Bluetooth,-62
3.366,Bluetooth,-62
3.404,Bluetooth,-62
3.405,Bluetooth,-61
3.435,Bluetooth,-54
3.436,Bluetooth,-55
3.503,Bluetooth,-62
3.504,Bluetooth,-63
3.607,Bluetooth,-68
3.608,Bluetooth,-67
3.639,Bluetooth,-62
3.640,Bluetooth,-61
3.747,Bluetooth,-55
3.747,Bluetooth,-55
3.816,Bluetooth,-62
3.817,Bluetooth,-62
3.847,Bluetooth,-55
3.848,Bluetooth,-55
3.881,Bluetooth,-68
3.882,Bluetooth,-70
3.951,Bluetooth,-70
