Distance,10.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.115,Bluetooth,-54
0.115,Bluetooth,-55
0.151,Bluetooth,-58
0.152,Bluetooth,-57
0.185,Bluetooth,-58
0.185,Bluetooth,-58
0.223,Bluetooth,-56
0.224,Bluetooth,-54
0.263,Bluetooth,-57
0.264,Bluetooth,-57
0.300,Bluetooth,-59
0.301,Bluetooth,-59
0.335,Bluetooth,-57
0.405,Bluetooth,-56
0.406,Bluetooth,-56
0.440,Bluetooth,-57
0.441,Bluetooth,-56
0.471,Bluetooth,-59
0.472,Bluetooth,-59
0.577,Bluetooth,-55
0.578,Bluetooth,-54
0.614,Bluetooth,-57
0.615,Bluetooth,-58
0.645,Bluetooth,-59
0.718,Bluetooth,-59
0.719,Bluetooth,-59
0.754,Bluetooth,-54
0.755,Bluetooth,-54
0.785,Bluetooth,-58
0.786,Bluetooth,-57
0.821,Bluetooth,-60
0.822,Bluetooth,-60
0.853,Bluetooth,-55
0.854,Bluetooth,-55
0.926,Bluetooth,-55
0.961,Bluetooth,-57
0.961,Bluetooth,-56
0.997,Bluetooth,-60
0.998,Bluetooth,-60
1.123,Bluetooth,-59
1.124,Bluetooth,-59
1.156,Bluetooth,-55
1.157,Bluetooth,-55
1.195,Bluetooth,-58
1.196,Bluetooth,-57
1.229,Bluetooth,-56
1.264,Bluetooth,-58
1.265,Bluetooth,-58
1.303,Bluetooth,-60
1.304,Bluetooth,-59
1.333,Bluetooth,-59
1.334,Bluetooth,-57
1.399,Bluetooth,-59
1.400,Bluetooth,-60
1.438,Bluetooth,-59
1.439,Bluetooth,-61
1.475,Bluetooth,-63
1.476,Bluetooth,-63
1.511,Bluetooth,-59
1.512,Bluetooth,-59
1.547,Bluetooth,-60
1.660,Bluetooth,-57
1.660,Bluetooth,-58
1.700,Bluetooth,-63
1.701,Bluetooth,-63
1.775,Bluetooth,-61
1.776,Bluetooth,-60
1.841,Bluetooth,-63
1.905,Bluetooth,-60
1.906,Bluetooth,-61
2.072,Bluetooth,-58
2.073,Bluetooth,-59
2.171,Bluetooth,-57
2.172,Bluetooth,-57
2.209,Bluetooth,-60
2.210,Bluetooth,-60
2.245,Bluetooth,-61
2.246,Bluetooth,-62
2.278,Bluetooth,-58
2.279,Bluetooth,-58
2.320,Bluetooth,-63
2.321,Bluetooth,-63
2.459,Bluetooth,-60
2.460,Bluetooth,-60
2.503,Bluetooth,-58
