Distance,10.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-77
0.029,Bluetooth,-77
0.031,Bluetooth,-75
0.063,Bluetooth,-75
0.064,Bluetooth,-74
0.092,Bluetooth,-77
0.093,Bluetooth,-76
0.155,Bluetooth,-76
0.156,Bluetooth,-74
0.218,Bluetooth,-77
0.219,Bluetooth,-77
0.251,Bluetooth,128
0.285,Bluetooth,-75
0.286,Bluetooth,-75
0.316,Bluetooth,-75
0.317,Bluetooth,-75
0.348,Bluetooth,-77
0.349,Bluetooth,-77
0.379,Bluetooth,-76
0.382,Bluetooth,-74
0.409,Bluetooth,-76
0.410,Bluetooth,-75
0.443,Bluetooth,-76
0.445,Bluetooth,-74
0.477,Bluetooth,-78
0.478,Bluetooth,-77
0.508,Bluetooth,-77
0.509,Bluetooth,-75
0.540,Bluetooth,-75
0.541,Bluetooth,-77
0.568,Bluetooth,-77
0.569,Bluetooth,-76
0.598,Bluetooth,-76
0.599,Bluetooth,-76
0.629,Bluetooth,-75
0.631,Bluetooth,-74
0.661,Bluetooth,-74
0.662,Bluetooth,-74
0.692,Bluetooth,-78
0.693,Bluetooth,-76
0.760,Bluetooth,-76
0.762,Bluetooth,-73
0.798,Bluetooth,-75
0.799,Bluetooth,-75
0.826,Bluetooth,-78
0.827,Bluetooth,-76
0.858,Bluetooth,-75
0.859,Bluetooth,-75
0.889,Bluetooth,-76
0.891,Bluetooth,-77
0.918,Bluetooth,-75
0.919,Bluetooth,-77
0.952,Bluetooth,-78
0.953,Bluetooth,-78
0.983,Bluetooth,-76
0.984,Bluetooth,-77
1.013,Bluetooth,-76
1.015,Bluetooth,-77
1.043,Bluetooth,-75
1.045,Bluetooth,-75
1.072,Bluetooth,-78
1.073,Bluetooth,-76
1.108,Bluetooth,-76
1.109,Bluetooth,-75
1.143,Bluetooth,-76
1.144,Bluetooth,-76
1.176,Bluetooth,-77
1.177,Bluetooth,-77
1.236,Bluetooth,-76
1.237,Bluetooth,-76
1.271,Bluetooth,-74
1.272,Bluetooth,-76
1.301,Bluetooth,-78
1.302,Bluetooth,-76
1.331,Bluetooth,-77
1.332,Bluetooth,-77
1.368,Bluetooth,-74
1.369,Bluetooth,-73
1.401,Bluetooth,-74
1.402,Bluetooth,-75
1.430,Bluetooth,-76
1.431,Bluetooth,-74
1.464,Bluetooth,-75
1.465,Bluetooth,-78
1.494,Bluetooth,-76
1.496,Bluetooth,-75
1.555,Bluetooth,-76
1.557,Bluetooth,-75
1.589,Bluetooth,-76
1.590,Bluetooth,-75
1.619,Bluetooth,-76
1.620,Bluetooth,-76
1.652,Bluetooth,-75
1.653,Bluetooth,-75
1.682,Bluetooth,-75
1.683,Bluetooth,-75
1.715,Bluetooth,-77
1.716,Bluetooth,-75
1.747,Bluetooth,-77
1.748,Bluetooth,-78
1.780,Bluetooth,-76
1.781,Bluetooth,-75
1.810,Bluetooth,-79
1.812,Bluetooth,-77
1.848,Bluetooth,-78
1.849,Bluetooth,-77
1.878,Bluetooth,-77
1.880,Bluetooth,-77
1.907,Bluetooth,-77
1.908,Bluetooth,-77
1.938,Bluetooth,-76
1.939,Bluetooth,-75
1.968,Bluetooth,-79
1.969,Bluetooth,-79
1.998,Bluetooth,-78
2.000,Bluetooth,-79
2.158,Bluetooth,-75
2.159,Bluetooth,-74
2.190,Bluetooth,-76
2.191,Bluetooth,-73
2.223,Bluetooth,-78
2.224,Bluetooth,-77
2.253,Bluetooth,-76
2.254,Bluetooth,-75
2.285,Bluetooth,-77
2.286,Bluetooth,-75
2.317,Bluetooth,-76
2.318,Bluetooth,-74
2.348,Bluetooth,-79
2.349,Bluetooth,-76
2.376,Bluetooth,-77
2.377,Bluetooth,-75
2.473,Bluetooth,-79
2.474,Bluetooth,-80
2.502,Bluetooth,127
2.634,Bluetooth,-73
2.635,Bluetooth,-75
2.668,Bluetooth,-74
2.669,Bluetooth,-76
2.698,Bluetooth,-83
2.699,Bluetooth,-84
2.732,Bluetooth,-74
2.733,Bluetooth,-75
2.763,Bluetooth,-77
2.764,Bluetooth,-76
2.795,Bluetooth,-75
2.798,Bluetooth,-75
2.826,Bluetooth,-83
2.827,Bluetooth,-82
2.854,Bluetooth,-76
2.855,Bluetooth,-78
2.885,Bluetooth,-76
2.886,Bluetooth,-77
2.917,Bluetooth,-76
2.918,Bluetooth,-76
2.947,Bluetooth,-80
2.948,Bluetooth,-81
2.976,Bluetooth,-77
2.977,Bluetooth,-78
3.008,Bluetooth,-75
3.009,Bluetooth,-75
3.041,Bluetooth,-76
3.042,Bluetooth,-76
3.074,Bluetooth,-80
3.075,Bluetooth,-79
3.103,Bluetooth,-76
3.104,Bluetooth,-76
3.136,Bluetooth,-74
3.137,Bluetooth,-74
3.201,Bluetooth,-79
3.202,Bluetooth,-79
3.234,Bluetooth,-75
3.235,Bluetooth,-75
3.265,Bluetooth,-75
3.266,Bluetooth,-75
3.298,Bluetooth,-80
3.299,Bluetooth,-80
3.330,Bluetooth,-77
3.331,Bluetooth,-76
3.362,Bluetooth,-75
3.365,Bluetooth,-75
3.396,Bluetooth,-75
3.398,Bluetooth,-74
3.426,Bluetooth,127
3.456,Bluetooth,-77
3.457,Bluetooth,-76
3.517,Bluetooth,-75
3.518,Bluetooth,-74
3.549,Bluetooth,-81
3.551,Bluetooth,-81
3.581,Bluetooth,-75
3.583,Bluetooth,-76
3.613,Bluetooth,-76
3.614,Bluetooth,-75
3.644,Bluetooth,-75
3.645,Bluetooth,-75
3.674,Bluetooth,-81
3.675,Bluetooth,-83
3.707,Bluetooth,-76
3.708,Bluetooth,-76
3.739,Bluetooth,-76
3.740,Bluetooth,-76
3.768,Bluetooth,-82
3.769,Bluetooth,-82
3.828,Bluetooth,-76
3.831,Bluetooth,-75
3.859,Bluetooth,-77
3.860,Bluetooth,-77
3.893,Bluetooth,-83
3.894,Bluetooth,-83
3.925,Bluetooth,-84
3.926,Bluetooth,-83
3.954,Bluetooth,-74
3.955,Bluetooth,-74
3.988,Bluetooth,-77
3.989,Bluetooth,-77
27.131,Bluetooth,-72
27.133,Bluetooth,-73
27.161,Bluetooth,-75
27.162,Bluetooth,126
27.197,Bluetooth,-80
27.199,Bluetooth,-79
27.228,Bluetooth,-71
27.229,Bluetooth,-73
27.258,Bluetooth,-76
27.259,Bluetooth,126
27.290,Bluetooth,-77
27.291,Bluetooth,127
27.320,Bluetooth,-81
27.321,Bluetooth,-81
27.355,Bluetooth,-71
27.356,Bluetooth,-73
27.383,Bluetooth,-74
27.385,Bluetooth,128
27.415,Bluetooth,-75
27.416,Bluetooth,127
27.445,Bluetooth,-81
27.449,Bluetooth,-80
27.478,Bluetooth,-73
27.479,Bluetooth,-72
27.511,Bluetooth,-75
27.512,Bluetooth,127
27.541,Bluetooth,-80
27.543,Bluetooth,-81
27.575,Bluetooth,-82
27.575,Bluetooth,127
27.609,Bluetooth,-72
27.610,Bluetooth,-72
27.642,Bluetooth,-75
27.643,Bluetooth,127
27.673,Bluetooth,-79
27.674,Bluetooth,-77
27.705,Bluetooth,-73
27.706,Bluetooth,-74
27.769,Bluetooth,-76
27.770,Bluetooth,128
27.802,Bluetooth,-79
27.803,Bluetooth,-79
27.832,Bluetooth,-72
27.833,Bluetooth,-73
27.864,Bluetooth,-75
27.869,Bluetooth,127
27.892,Bluetooth,-74
27.923,Bluetooth,-81
27.924,Bluetooth,-80
27.956,Bluetooth,-73
27.957,Bluetooth,-74
27.985,Bluetooth,-76
27.986,Bluetooth,127
28.017,Bluetooth,-81
28.018,Bluetooth,-80
28.049,Bluetooth,-82
28.049,Bluetooth,-79
28.081,Bluetooth,-73
28.082,Bluetooth,-73
28.110,Bluetooth,-75
28.111,Bluetooth,127
28.144,Bluetooth,-78
28.144,Bluetooth,-78
28.175,Bluetooth,-78
28.176,Bluetooth,127
28.205,Bluetooth,-72
28.206,Bluetooth,-73
28.237,Bluetooth,-75
28.238,Bluetooth,127
28.271,Bluetooth,-78
28.274,Bluetooth,-79
28.305,Bluetooth,-72
28.306,Bluetooth,-72
28.333,Bluetooth,-73
28.335,Bluetooth,-73
28.363,Bluetooth,-76
28.366,Bluetooth,-75
28.394,Bluetooth,-79
28.394,Bluetooth,-79
28.427,Bluetooth,-73
28.428,Bluetooth,-73
28.486,Bluetooth,-75
28.487,Bluetooth,-75
28.517,Bluetooth,-81
28.518,Bluetooth,-79
28.547,Bluetooth,-73
28.549,Bluetooth,-73
28.579,Bluetooth,-73
28.580,Bluetooth,-75
28.614,Bluetooth,-73
28.617,Bluetooth,128
28.645,Bluetooth,-81
28.646,Bluetooth,-80
28.681,Bluetooth,-75
28.683,Bluetooth,-73
28.714,Bluetooth,-75
28.716,Bluetooth,-76
28.744,Bluetooth,-82
28.745,Bluetooth,-81
28.774,Bluetooth,-82
28.775,Bluetooth,128
28.805,Bluetooth,-73
28.806,Bluetooth,-74
28.835,Bluetooth,-75
28.836,Bluetooth,-75
28.867,Bluetooth,-81
28.868,Bluetooth,127
28.932,Bluetooth,-74
28.934,Bluetooth,-74
28.964,Bluetooth,-76
28.966,Bluetooth,-75
28.999,Bluetooth,-80
29.001,Bluetooth,127
29.032,Bluetooth,-74
29.034,Bluetooth,-74
29.065,Bluetooth,-75
29.066,Bluetooth,-75
29.094,Bluetooth,-75
29.096,Bluetooth,127
29.128,Bluetooth,-78
29.129,Bluetooth,-77
29.164,Bluetooth,-74
29.166,Bluetooth,-74
29.192,Bluetooth,-74
29.193,Bluetooth,-76
29.222,Bluetooth,-78
29.223,Bluetooth,-78
29.254,Bluetooth,-79
29.257,Bluetooth,127
29.286,Bluetooth,-73
29.286,Bluetooth,-74
29.318,Bluetooth,-76
29.319,Bluetooth,-75
29.352,Bluetooth,-79
29.352,Bluetooth,-78
29.384,Bluetooth,-75
29.385,Bluetooth,-75
29.417,Bluetooth,-75
29.418,Bluetooth,-76
29.450,Bluetooth,-74
29.451,Bluetooth,-74
29.483,Bluetooth,-79
29.483,Bluetooth,-78
29.518,Bluetooth,-74
29.519,Bluetooth,-73
29.547,Bluetooth,-75
29.548,Bluetooth,-75
29.582,Bluetooth,-81
29.582,Bluetooth,126
29.646,Bluetooth,-73
29.647,Bluetooth,-74
29.675,Bluetooth,-75
29.675,Bluetooth,-74
29.705,Bluetooth,-79
29.706,Bluetooth,-79
29.740,Bluetooth,127
29.770,Bluetooth,-74
29.770,Bluetooth,-74
29.801,Bluetooth,-75
29.801,Bluetooth,-74
29.835,Bluetooth,-78
29.836,Bluetooth,127
29.866,Bluetooth,-74
29.866,Bluetooth,-73
29.926,Bluetooth,-77
29.926,Bluetooth,-75
29.957,Bluetooth,-81
29.957,Bluetooth,-80
29.990,Bluetooth,-75
29.990,Bluetooth,-74
30.022,Bluetooth,-76
30.023,Bluetooth,-78
30.054,Bluetooth,-77
30.054,Bluetooth,127
30.084,Bluetooth,-85
30.085,Bluetooth,-84
30.114,Bluetooth,-74
30.115,Bluetooth,-75
30.142,Bluetooth,-76
30.143,Bluetooth,-75
30.177,Bluetooth,-82
30.178,Bluetooth,-81
30.207,Bluetooth,-82
30.207,Bluetooth,-82
30.243,Bluetooth,-73
30.244,Bluetooth,-73
30.274,Bluetooth,-77
30.275,Bluetooth,-77
30.305,Bluetooth,-91
30.305,Bluetooth,-91
30.338,Bluetooth,-73
30.339,Bluetooth,-73
30.370,Bluetooth,-74
30.371,Bluetooth,-74
30.403,Bluetooth,-81
30.404,Bluetooth,-80
30.434,Bluetooth,-93
30.436,Bluetooth,127
30.467,Bluetooth,-73
30.468,Bluetooth,-74
30.501,Bluetooth,-80
30.502,Bluetooth,-79
