Distance,15.0
TXDevice,iPhone11_Pro
TXPower,7
RXDevice,iPhoneXR
0.000,Bluetooth,-58
0.001,Bluetooth,-52
0.039,Bluetooth,-49
0.040,Bluetooth,-50
0.077,Bluetooth,-50
0.078,Bluetooth,-50
0.113,Bluetooth,-51
0.114,Bluetooth,-52
0.180,Bluetooth,-55
0.181,Bluetooth,-55
0.212,Bluetooth,-58
0.213,Bluetooth,-58
0.244,Bluetooth,-59
0.245,Bluetooth,-60
0.347,Bluetooth,-59
0.413,Bluetooth,-73
0.415,Bluetooth,-88
0.629,Bluetooth,-57
0.631,Bluetooth,-57
0.703,Bluetooth,-62
0.704,Bluetooth,-62
0.743,Bluetooth,-60
0.744,Bluetooth,-60
0.807,Bluetooth,-57
0.809,Bluetooth,-58
0.843,Bluetooth,-56
0.844,Bluetooth,-56
0.907,Bluetooth,-57
0.909,Bluetooth,-58
0.979,Bluetooth,-65
0.981,Bluetooth,-66
1.087,Bluetooth,-57
1.088,Bluetooth,-56
1.124,Bluetooth,-51
1.126,Bluetooth,-51
1.158,Bluetooth,-62
1.160,Bluetooth,-62
1.190,Bluetooth,-61
1.191,Bluetooth,-61
1.261,Bluetooth,-51
1.263,Bluetooth,-52
1.300,Bluetooth,-63
1.301,Bluetooth,-62
1.337,Bluetooth,-59
1.338,Bluetooth,-59
1.375,Bluetooth,-55
1.376,Bluetooth,-54
1.413,Bluetooth,-63
1.415,Bluetooth,-66
1.446,Bluetooth,-65
1.446,Bluetooth,-65
1.492,Bluetooth,-61
1.494,Bluetooth,-61
1.524,Bluetooth,-57
1.525,Bluetooth,-58
1.597,Bluetooth,-66
1.599,Bluetooth,-70
1.664,Bluetooth,-53
1.666,Bluetooth,-54
1.695,Bluetooth,-53
1.697,Bluetooth,-54
1.737,Bluetooth,-58
1.739,Bluetooth,-57
1.769,Bluetooth,-51
1.771,Bluetooth,-51
1.802,Bluetooth,-53
1.804,Bluetooth,-54
1.842,Bluetooth,-66
1.843,Bluetooth,-66
1.984,Bluetooth,-75
1.986,Bluetooth,-75
2.021,Bluetooth,-49
