Distance,10.0
TXDevice,iPhone11_Pro
TXPower,7
RXDevice,iPhoneXR
0.000,Bluetooth,-49
0.002,Bluetooth,-50
0.032,Bluetooth,-52
0.034,Bluetooth,-52
0.066,Bluetooth,-49
0.068,Bluetooth,-49
0.103,Bluetooth,-49
0.105,Bluetooth,-49
0.206,Bluetooth,-58
0.207,Bluetooth,-57
0.242,Bluetooth,-54
0.244,Bluetooth,-55
0.307,Bluetooth,-53
0.376,Bluetooth,-59
0.378,Bluetooth,-59
0.521,Bluetooth,-63
0.523,Bluetooth,-63
0.583,Bluetooth,-49
0.585,Bluetooth,-50
0.651,Bluetooth,-50
0.653,Bluetooth,-49
0.691,Bluetooth,-48
0.692,Bluetooth,-47
0.737,Bluetooth,-51
0.739,Bluetooth,-52
0.838,Bluetooth,-45
0.840,Bluetooth,-44
0.869,Bluetooth,-51
0.871,Bluetooth,-51
0.973,Bluetooth,-50
0.975,Bluetooth,-49
1.153,Bluetooth,-43
1.155,Bluetooth,-44
1.193,Bluetooth,-44
1.195,Bluetooth,-45
1.237,Bluetooth,-51
1.238,Bluetooth,-51
1.267,Bluetooth,-45
1.270,Bluetooth,-45
1.300,Bluetooth,-45
1.303,Bluetooth,-45
1.334,Bluetooth,-50
1.335,Bluetooth,-50
1.366,Bluetooth,-50
1.369,Bluetooth,-51
1.478,Bluetooth,-53
1.479,Bluetooth,-54
1.506,Bluetooth,-46
1.507,Bluetooth,-46
1.545,Bluetooth,-47
1.546,Bluetooth,-46
1.584,Bluetooth,-52
1.586,Bluetooth,-52
1.618,Bluetooth,-48
1.620,Bluetooth,-47
1.718,Bluetooth,-65
1.720,Bluetooth,-64
1.751,Bluetooth,-50
1.753,Bluetooth,-49
1.828,Bluetooth,-59
1.830,Bluetooth,-58
1.863,Bluetooth,-52
1.865,Bluetooth,-50
1.927,Bluetooth,-55
1.929,Bluetooth,-55
2.049,Bluetooth,-58
2.051,Bluetooth,-59
2.084,Bluetooth,-62
2.086,Bluetooth,-63
2.120,Bluetooth,-53
2.122,Bluetooth,-54
2.156,Bluetooth,-58
2.158,Bluetooth,-59
2.196,Bluetooth,-66
2.199,Bluetooth,-66
2.228,Bluetooth,-53
2.259,Bluetooth,-57
2.261,Bluetooth,-57
2.290,Bluetooth,-60
2.292,Bluetooth,-61
2.321,Bluetooth,-56
2.322,Bluetooth,-57
2.351,Bluetooth,-52
2.352,Bluetooth,-52
2.387,Bluetooth,-51
2.389,Bluetooth,-51
2.419,Bluetooth,-62
2.421,Bluetooth,-62
2.453,Bluetooth,-50
2.455,Bluetooth,-51
2.494,Bluetooth,-57
2.496,Bluetooth,-57
2.529,Bluetooth,-70
2.531,Bluetooth,-66
2.560,Bluetooth,-68
2.562,Bluetooth,-68
2.590,Bluetooth,-52
2.591,Bluetooth,-52
2.626,Bluetooth,-56
2.628,Bluetooth,-56
2.658,Bluetooth,-55
2.660,Bluetooth,-56
2.696,Bluetooth,-47
2.698,Bluetooth,-47
2.737,Bluetooth,-49
2.739,Bluetooth,-49
2.768,Bluetooth,-47
2.769,Bluetooth,-48
2.839,Bluetooth,-51
2.841,Bluetooth,-52
2.879,Bluetooth,-53
2.882,Bluetooth,-55
2.917,Bluetooth,-53
2.919,Bluetooth,-53
2.949,Bluetooth,-51
2.951,Bluetooth,-51
2.985,Bluetooth,-51
2.987,Bluetooth,-52
3.017,Bluetooth,-52
3.019,Bluetooth,-52
3.054,Bluetooth,-49
3.056,Bluetooth,-51
3.192,Bluetooth,-50
3.193,Bluetooth,-50
3.269,Bluetooth,-64
3.271,Bluetooth,-71
3.298,Bluetooth,-54
3.300,Bluetooth,-54
3.330,Bluetooth,-55
3.331,Bluetooth,-55
3.360,Bluetooth,-59
3.362,Bluetooth,-59
3.399,Bluetooth,-67
3.400,Bluetooth,-66
3.431,Bluetooth,-57
3.433,Bluetooth,-56
3.496,Bluetooth,-57
3.535,Bluetooth,-53
3.537,Bluetooth,-52
3.568,Bluetooth,-53
3.634,Bluetooth,-54
3.636,Bluetooth,-54
3.674,Bluetooth,-56
3.675,Bluetooth,-55
3.706,Bluetooth,-55
3.708,Bluetooth,-55
3.736,Bluetooth,-51
3.738,Bluetooth,-51
3.777,Bluetooth,-52
3.778,Bluetooth,-52
3.884,Bluetooth,-49
3.886,Bluetooth,-50
3.915,Bluetooth,-52
3.917,Bluetooth,-52
3.952,Bluetooth,-54
3.954,Bluetooth,-55
78.026,Bluetooth,-67
78.029,Bluetooth,-67
78.062,Bluetooth,-61
78.063,Bluetooth,-62
78.100,Bluetooth,-63
78.101,Bluetooth,-64
78.130,Bluetooth,-63
78.132,Bluetooth,-64
78.167,Bluetooth,-69
78.168,Bluetooth,-69
78.207,Bluetooth,-61
78.209,Bluetooth,-62
78.243,Bluetooth,-63
78.245,Bluetooth,-64
78.284,Bluetooth,-68
78.286,Bluetooth,-67
78.321,Bluetooth,-62
78.322,Bluetooth,-62
78.358,Bluetooth,-63
78.360,Bluetooth,-64
78.389,Bluetooth,-68
78.391,Bluetooth,-68
78.426,Bluetooth,-60
78.428,Bluetooth,-60
78.488,Bluetooth,-64
78.490,Bluetooth,-63
78.519,Bluetooth,-68
78.521,Bluetooth,-68
78.552,Bluetooth,-61
78.554,Bluetooth,-63
78.588,Bluetooth,-63
78.590,Bluetooth,-62
78.625,Bluetooth,-68
78.626,Bluetooth,-68
78.654,Bluetooth,-67
78.656,Bluetooth,-68
78.685,Bluetooth,-61
78.687,Bluetooth,-62
78.723,Bluetooth,-64
78.725,Bluetooth,-63
78.764,Bluetooth,-68
78.765,Bluetooth,-68
78.801,Bluetooth,-62
78.803,Bluetooth,-62
78.838,Bluetooth,-62
78.840,Bluetooth,-62
78.874,Bluetooth,-68
78.876,Bluetooth,-68
78.912,Bluetooth,-61
78.914,Bluetooth,-62
78.944,Bluetooth,-64
78.946,Bluetooth,-63
79.081,Bluetooth,-62
79.083,Bluetooth,-64
79.160,Bluetooth,-60
79.162,Bluetooth,-62
79.194,Bluetooth,-63
79.196,Bluetooth,-62
79.233,Bluetooth,-67
79.235,Bluetooth,-67
79.272,Bluetooth,-60
79.274,Bluetooth,-61
79.341,Bluetooth,-66
79.343,Bluetooth,-67
79.377,Bluetooth,-62
79.379,Bluetooth,-61
79.410,Bluetooth,-64
79.412,Bluetooth,-63
79.479,Bluetooth,-67
79.481,Bluetooth,-66
79.520,Bluetooth,-60
79.521,Bluetooth,-61
79.633,Bluetooth,-60
79.634,Bluetooth,-61
79.667,Bluetooth,-63
79.669,Bluetooth,-63
79.705,Bluetooth,-66
79.707,Bluetooth,-67
79.805,Bluetooth,-63
79.806,Bluetooth,-64
79.835,Bluetooth,-67
79.836,Bluetooth,-67
79.871,Bluetooth,-63
79.872,Bluetooth,-61
79.902,Bluetooth,-63
79.904,Bluetooth,-64
79.944,Bluetooth,-68
79.946,Bluetooth,-67
80.014,Bluetooth,-61
80.016,Bluetooth,-62
80.083,Bluetooth,-67
80.085,Bluetooth,-68
80.116,Bluetooth,-62
80.117,Bluetooth,-62
80.146,Bluetooth,-64
80.148,Bluetooth,-63
80.205,Bluetooth,-67
80.207,Bluetooth,-69
80.241,Bluetooth,-62
80.243,Bluetooth,-63
80.271,Bluetooth,-63
80.272,Bluetooth,-63
80.303,Bluetooth,-67
80.304,Bluetooth,-68
80.341,Bluetooth,-62
80.343,Bluetooth,-62
80.447,Bluetooth,-68
80.448,Bluetooth,-66
80.487,Bluetooth,-63
80.489,Bluetooth,-62
80.526,Bluetooth,-63
80.528,Bluetooth,-63
80.592,Bluetooth,-62
80.595,Bluetooth,-62
80.624,Bluetooth,-63
80.626,Bluetooth,-63
80.769,Bluetooth,-63
80.771,Bluetooth,-64
80.803,Bluetooth,-68
80.805,Bluetooth,-68
80.837,Bluetooth,-62
80.839,Bluetooth,-62
80.874,Bluetooth,-64
80.876,Bluetooth,-63
80.909,Bluetooth,-67
80.911,Bluetooth,-67
80.945,Bluetooth,-62
80.947,Bluetooth,-62
80.980,Bluetooth,-63
80.981,Bluetooth,-64
81.057,Bluetooth,-64
81.059,Bluetooth,-62
81.090,Bluetooth,-63
81.091,Bluetooth,-62
81.166,Bluetooth,-67
81.167,Bluetooth,-69
81.204,Bluetooth,-62
81.205,Bluetooth,-62
81.233,Bluetooth,-62
81.234,Bluetooth,-63
81.306,Bluetooth,-63
81.307,Bluetooth,-62
81.401,Bluetooth,-67
81.403,Bluetooth,-68
81.445,Bluetooth,-63
81.447,Bluetooth,-63
81.481,Bluetooth,-62
81.483,Bluetooth,-63
81.512,Bluetooth,-68
81.514,Bluetooth,-68
81.549,Bluetooth,-63
81.585,Bluetooth,-63
81.586,Bluetooth,-63
81.619,Bluetooth,-67
81.806,Bluetooth,-61
81.808,Bluetooth,-61
81.838,Bluetooth,-62
81.840,Bluetooth,-63
81.877,Bluetooth,-69
81.879,Bluetooth,-66
81.917,Bluetooth,-61
81.919,Bluetooth,-61
81.954,Bluetooth,-62
81.956,Bluetooth,-63
168.902,Bluetooth,-55
168.903,Bluetooth,-56
168.935,Bluetooth,-55
168.936,Bluetooth,-55
168.968,Bluetooth,-51
168.969,Bluetooth,-50
168.997,Bluetooth,-56
168.999,Bluetooth,-55
169.038,Bluetooth,-57
169.041,Bluetooth,-56
169.068,Bluetooth,-58
169.070,Bluetooth,-58
169.143,Bluetooth,-90
169.145,Bluetooth,-88
169.177,Bluetooth,-67
169.179,Bluetooth,-68
169.245,Bluetooth,-56
169.247,Bluetooth,-56
169.285,Bluetooth,-56
169.287,Bluetooth,-56
169.315,Bluetooth,-57
169.316,Bluetooth,-57
169.347,Bluetooth,-58
169.348,Bluetooth,-58
169.409,Bluetooth,-54
169.410,Bluetooth,-55
169.443,Bluetooth,-59
169.445,Bluetooth,-59
169.479,Bluetooth,-52
169.480,Bluetooth,-51
169.519,Bluetooth,-55
169.520,Bluetooth,-55
169.559,Bluetooth,-59
169.561,Bluetooth,-59
169.622,Bluetooth,-52
169.623,Bluetooth,-52
169.655,Bluetooth,-55
169.656,Bluetooth,-55
169.727,Bluetooth,-50
169.728,Bluetooth,-50
169.763,Bluetooth,-59
169.765,Bluetooth,-57
169.803,Bluetooth,-62
