Distance,6.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.038,Bluetooth,-56
0.071,Bluetooth,-64
0.074,Bluetooth,-64
0.135,Bluetooth,-63
0.137,Bluetooth,-63
0.207,Bluetooth,-56
0.210,Bluetooth,-56
0.239,Bluetooth,-63
0.241,Bluetooth,-62
0.277,Bluetooth,-61
0.280,Bluetooth,-61
0.383,Bluetooth,-61
0.420,Bluetooth,-61
0.423,Bluetooth,-61
0.454,Bluetooth,-61
0.456,Bluetooth,-60
0.593,Bluetooth,-59
0.595,Bluetooth,-59
0.633,Bluetooth,-56
0.635,Bluetooth,-55
0.665,Bluetooth,-62
0.667,Bluetooth,-62
0.706,Bluetooth,-60
0.894,Bluetooth,-57
0.933,Bluetooth,-56
0.935,Bluetooth,-56
0.966,Bluetooth,-55
0.968,Bluetooth,-55
1.002,Bluetooth,-56
1.041,Bluetooth,-57
1.043,Bluetooth,-56
1.079,Bluetooth,-64
1.081,Bluetooth,-64
1.112,Bluetooth,-60
1.113,Bluetooth,-61
1.178,Bluetooth,-63
1.180,Bluetooth,-63
1.217,Bluetooth,-60
1.219,Bluetooth,-60
1.257,Bluetooth,-58
1.259,Bluetooth,-59
1.293,Bluetooth,-69
1.331,Bluetooth,-57
1.333,Bluetooth,-58
1.366,Bluetooth,-68
1.368,Bluetooth,-67
1.463,Bluetooth,-60
1.465,Bluetooth,-60
1.496,Bluetooth,-70
1.498,Bluetooth,-71
1.528,Bluetooth,-60
1.601,Bluetooth,-60
1.667,Bluetooth,-70
1.670,Bluetooth,-70
1.701,Bluetooth,-60
1.703,Bluetooth,-60
1.734,Bluetooth,-57
1.737,Bluetooth,-58
1.772,Bluetooth,-67
1.774,Bluetooth,-67
1.878,Bluetooth,-56
1.915,Bluetooth,-57
1.918,Bluetooth,-56
1.952,Bluetooth,-64
1.954,Bluetooth,-65
1.991,Bluetooth,-61
1.993,Bluetooth,-60
2.030,Bluetooth,-56
2.032,Bluetooth,-57
2.132,Bluetooth,-57
2.135,Bluetooth,-58
2.193,Bluetooth,-66
2.300,Bluetooth,-65
2.302,Bluetooth,-64
2.338,Bluetooth,-59
2.340,Bluetooth,-57
2.380,Bluetooth,-57
2.483,Bluetooth,-58
2.523,Bluetooth,-56
2.524,Bluetooth,-56
2.553,Bluetooth,-65
2.555,Bluetooth,-64
2.592,Bluetooth,-58
2.594,Bluetooth,-59
2.629,Bluetooth,-56
2.631,Bluetooth,-56
2.693,Bluetooth,-65
2.695,Bluetooth,-65
2.724,Bluetooth,-59
2.726,Bluetooth,-57
2.832,Bluetooth,-58
2.834,Bluetooth,-57
2.867,Bluetooth,-64
2.869,Bluetooth,-64
2.945,Bluetooth,-57
2.947,Bluetooth,-58
2.975,Bluetooth,-64
2.977,Bluetooth,-64
3.039,Bluetooth,-59
3.041,Bluetooth,-60
3.108,Bluetooth,-58
3.110,Bluetooth,-59
3.213,Bluetooth,-59
3.216,Bluetooth,-60
3.243,Bluetooth,-57
3.245,Bluetooth,-57
3.324,Bluetooth,-65
3.326,Bluetooth,-65
3.351,Bluetooth,-63
3.352,Bluetooth,-62
3.426,Bluetooth,-59
3.428,Bluetooth,-59
3.464,Bluetooth,-57
3.467,Bluetooth,-58
3.564,Bluetooth,-58
3.566,Bluetooth,-58
3.658,Bluetooth,-63
3.697,Bluetooth,-57
3.728,Bluetooth,-59
3.730,Bluetooth,-58
3.765,Bluetooth,-56
3.767,Bluetooth,-57
3.835,Bluetooth,-60
3.874,Bluetooth,-57
3.876,Bluetooth,-58
91.667,Bluetooth,-66
91.669,Bluetooth,-67
91.704,Bluetooth,-67
91.707,Bluetooth,-66
91.779,Bluetooth,-67
91.781,Bluetooth,-67
91.813,Bluetooth,-67
91.815,Bluetooth,-66
91.847,Bluetooth,-67
91.849,Bluetooth,-67
91.881,Bluetooth,-68
91.913,Bluetooth,-70
91.916,Bluetooth,-69
92.065,Bluetooth,-71
92.067,Bluetooth,-71
92.096,Bluetooth,-67
92.098,Bluetooth,-67
92.134,Bluetooth,-74
92.169,Bluetooth,-71
92.171,Bluetooth,-70
92.207,Bluetooth,-72
92.309,Bluetooth,-70
92.311,Bluetooth,-70
92.344,Bluetooth,-67
92.378,Bluetooth,-81
92.380,Bluetooth,-80
92.411,Bluetooth,-67
92.413,Bluetooth,-70
92.452,Bluetooth,-67
92.489,Bluetooth,-67
92.525,Bluetooth,-66
92.563,Bluetooth,-71
92.565,Bluetooth,-71
92.601,Bluetooth,-69
92.603,Bluetooth,-69
92.635,Bluetooth,-69
92.637,Bluetooth,-68
92.700,Bluetooth,-68
92.702,Bluetooth,-68
92.731,Bluetooth,-69
92.733,Bluetooth,-69
92.768,Bluetooth,-70
92.770,Bluetooth,-69
92.802,Bluetooth,-67
92.875,Bluetooth,-68
92.877,Bluetooth,-68
92.904,Bluetooth,-81
92.906,Bluetooth,-80
93.148,Bluetooth,-76
93.150,Bluetooth,-76
93.252,Bluetooth,-78
93.254,Bluetooth,-79
93.303,Bluetooth,-77
93.305,Bluetooth,-78
93.400,Bluetooth,-86
93.435,Bluetooth,-86
93.436,Bluetooth,-87
93.468,Bluetooth,-71
93.470,Bluetooth,-70
93.507,Bluetooth,-80
93.509,Bluetooth,-78
93.548,Bluetooth,-85
93.584,Bluetooth,-69
93.586,Bluetooth,-70
93.624,Bluetooth,-82
93.626,Bluetooth,-83
93.655,Bluetooth,-82
93.656,Bluetooth,-82
93.697,Bluetooth,-71
93.730,Bluetooth,-79
93.731,Bluetooth,-79
93.839,Bluetooth,-79
93.874,Bluetooth,-71
93.876,Bluetooth,-70
93.936,Bluetooth,-87
93.937,Bluetooth,-86
94.011,Bluetooth,-83
94.014,Bluetooth,-83
94.110,Bluetooth,-81
94.112,Bluetooth,-82
94.149,Bluetooth,-82
94.152,Bluetooth,-82
94.183,Bluetooth,-71
94.260,Bluetooth,-77
94.262,Bluetooth,-75
94.296,Bluetooth,-75
94.334,Bluetooth,-74
94.336,Bluetooth,-74
94.368,Bluetooth,-74
94.370,Bluetooth,-73
94.402,Bluetooth,-75
94.403,Bluetooth,-74
94.470,Bluetooth,-86
94.472,Bluetooth,-85
94.503,Bluetooth,-70
94.533,Bluetooth,-73
94.535,Bluetooth,-73
94.565,Bluetooth,-86
94.567,Bluetooth,-86
94.671,Bluetooth,-69
94.672,Bluetooth,-68
94.706,Bluetooth,-72
94.708,Bluetooth,-72
94.735,Bluetooth,-84
94.736,Bluetooth,-84
94.772,Bluetooth,-67
94.774,Bluetooth,-68
94.812,Bluetooth,-72
94.814,Bluetooth,-72
94.918,Bluetooth,-67
94.920,Bluetooth,-68
94.949,Bluetooth,-73
94.962,Bluetooth,-72
94.993,Bluetooth,-82
94.994,Bluetooth,-82
95.018,Bluetooth,-84
95.020,Bluetooth,-84
95.060,Bluetooth,-67
95.062,Bluetooth,-68
95.097,Bluetooth,-73
95.099,Bluetooth,-72
95.207,Bluetooth,-67
95.240,Bluetooth,-68
95.242,Bluetooth,-69
95.276,Bluetooth,-73
95.277,Bluetooth,-73
95.312,Bluetooth,-84
95.313,Bluetooth,-85
95.345,Bluetooth,-68
95.347,Bluetooth,-68
95.457,Bluetooth,-67
95.459,Bluetooth,-67
95.492,Bluetooth,-72
95.552,Bluetooth,-70
95.554,Bluetooth,-71
