Distance,6.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.009,Bluetooth,-61
0.010,Bluetooth,-60
0.077,Bluetooth,-53
0.078,Bluetooth,-55
0.114,Bluetooth,-54
0.149,Bluetooth,-54
0.150,Bluetooth,-54
0.179,Bluetooth,-61
0.180,Bluetooth,-60
0.213,Bluetooth,-62
0.214,Bluetooth,-62
0.274,Bluetooth,-61
0.275,Bluetooth,-61
0.309,Bluetooth,-54
0.310,Bluetooth,-53
0.343,Bluetooth,-59
0.344,Bluetooth,-59
0.419,Bluetooth,-58
0.456,Bluetooth,-60
0.456,Bluetooth,-60
0.496,Bluetooth,-53
0.497,Bluetooth,-52
0.530,Bluetooth,-59
0.531,Bluetooth,-58
0.561,Bluetooth,-61
0.561,Bluetooth,-60
0.594,Bluetooth,-53
0.595,Bluetooth,-52
0.699,Bluetooth,-60
0.736,Bluetooth,-59
0.737,Bluetooth,-59
0.775,Bluetooth,-53
0.776,Bluetooth,-53
1.095,Bluetooth,-54
1.095,Bluetooth,-54
1.131,Bluetooth,-58
1.132,Bluetooth,-57
1.165,Bluetooth,-59
1.165,Bluetooth,-59
1.203,Bluetooth,-55
1.204,Bluetooth,-55
1.243,Bluetooth,-57
1.244,Bluetooth,-57
1.280,Bluetooth,-59
1.281,Bluetooth,-59
1.315,Bluetooth,-57
1.385,Bluetooth,-56
1.386,Bluetooth,-57
1.420,Bluetooth,-57
1.421,Bluetooth,-57
1.451,Bluetooth,-59
1.452,Bluetooth,-59
1.557,Bluetooth,-55
1.558,Bluetooth,-55
1.594,Bluetooth,-57
1.595,Bluetooth,-57
1.625,Bluetooth,-59
1.698,Bluetooth,-59
1.699,Bluetooth,-58
1.734,Bluetooth,-55
1.735,Bluetooth,-54
1.765,Bluetooth,-57
1.766,Bluetooth,-57
1.801,Bluetooth,-59
1.802,Bluetooth,-60
1.833,Bluetooth,-55
1.834,Bluetooth,-55
1.906,Bluetooth,-55
1.941,Bluetooth,-56
1.941,Bluetooth,-56
1.977,Bluetooth,-60
1.978,Bluetooth,-60
2.103,Bluetooth,-59
2.104,Bluetooth,-58
2.136,Bluetooth,-55
2.137,Bluetooth,-54
2.175,Bluetooth,-57
2.176,Bluetooth,-58
2.209,Bluetooth,-57
2.244,Bluetooth,-58
2.245,Bluetooth,-57
2.283,Bluetooth,-60
2.284,Bluetooth,-60
2.313,Bluetooth,-58
2.314,Bluetooth,-57
2.379,Bluetooth,-60
2.380,Bluetooth,-60
2.418,Bluetooth,-59
2.419,Bluetooth,-60
2.455,Bluetooth,-63
2.456,Bluetooth,-63
2.491,Bluetooth,-58
2.492,Bluetooth,-57
2.527,Bluetooth,-61
2.640,Bluetooth,-56
2.640,Bluetooth,-56
2.680,Bluetooth,-63
2.681,Bluetooth,-63
2.755,Bluetooth,-61
2.756,Bluetooth,-61
2.821,Bluetooth,-63
2.885,Bluetooth,-61
2.886,Bluetooth,-61
3.052,Bluetooth,-58
3.053,Bluetooth,-59
3.151,Bluetooth,-57
3.152,Bluetooth,-57
3.189,Bluetooth,-59
3.190,Bluetooth,-60
3.225,Bluetooth,-60
3.226,Bluetooth,-62
3.258,Bluetooth,-59
3.259,Bluetooth,-57
3.300,Bluetooth,-63
3.301,Bluetooth,-62
3.439,Bluetooth,-60
3.440,Bluetooth,-61
3.483,Bluetooth,-58
3.484,Bluetooth,-59
3.513,Bluetooth,-67
3.514,Bluetooth,-67
3.578,Bluetooth,-65
3.578,Bluetooth,-65
3.614,Bluetooth,-58
3.615,Bluetooth,-58
3.654,Bluetooth,-61
3.655,Bluetooth,-60
3.689,Bluetooth,-63
3.690,Bluetooth,-64
3.723,Bluetooth,-60
3.800,Bluetooth,-60
3.802,Bluetooth,-59
3.834,Bluetooth,-61
3.835,Bluetooth,-61
3.862,Bluetooth,-61
3.863,Bluetooth,-60
3.903,Bluetooth,-58
3.904,Bluetooth,-58
