Distance,6.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-59
0.002,Bluetooth,-58
0.031,Bluetooth,-61
0.031,Bluetooth,-61
0.062,Bluetooth,-55
0.063,Bluetooth,-55
0.124,Bluetooth,-58
0.125,Bluetooth,-58
0.157,Bluetooth,-61
0.190,Bluetooth,-55
0.191,Bluetooth,-56
0.225,Bluetooth,-57
0.226,Bluetooth,-58
0.283,Bluetooth,-61
0.285,Bluetooth,-62
0.315,Bluetooth,-56
0.316,Bluetooth,-57
0.350,Bluetooth,-59
0.351,Bluetooth,-59
0.471,Bluetooth,-55
0.472,Bluetooth,-55
0.531,Bluetooth,-59
0.533,Bluetooth,-57
0.562,Bluetooth,-60
0.563,Bluetooth,-60
0.627,Bluetooth,-58
0.694,Bluetooth,-60
0.694,Bluetooth,-60
0.725,Bluetooth,-56
0.726,Bluetooth,-57
0.757,Bluetooth,-58
0.758,Bluetooth,-58
0.790,Bluetooth,-60
0.792,Bluetooth,-60
0.828,Bluetooth,-56
0.829,Bluetooth,-56
0.924,Bluetooth,-60
0.926,Bluetooth,-60
0.956,Bluetooth,-56
0.957,Bluetooth,-56
1.048,Bluetooth,-60
1.049,Bluetooth,-61
1.080,Bluetooth,-56
1.081,Bluetooth,-56
1.115,Bluetooth,-57
1.116,Bluetooth,-58
1.209,Bluetooth,-56
1.210,Bluetooth,-55
1.240,Bluetooth,-57
1.241,Bluetooth,-57
1.270,Bluetooth,-59
1.271,Bluetooth,-61
1.401,Bluetooth,-61
1.402,Bluetooth,-62
1.436,Bluetooth,-56
1.437,Bluetooth,-56
1.467,Bluetooth,-57
1.468,Bluetooth,-57
1.533,Bluetooth,-61
1.534,Bluetooth,-61
1.562,Bluetooth,-57
1.565,Bluetooth,-57
1.593,Bluetooth,-57
1.595,Bluetooth,-57
1.655,Bluetooth,-60
1.656,Bluetooth,-60
1.686,Bluetooth,-56
1.687,Bluetooth,-57
1.719,Bluetooth,-58
1.720,Bluetooth,-57
1.747,Bluetooth,-60
1.749,Bluetooth,-61
1.811,Bluetooth,-55
1.813,Bluetooth,-57
1.847,Bluetooth,-58
1.848,Bluetooth,-57
1.878,Bluetooth,-61
1.879,Bluetooth,-61
1.910,Bluetooth,-56
1.911,Bluetooth,-56
2.031,Bluetooth,-56
2.032,Bluetooth,-56
2.066,Bluetooth,-57
2.067,Bluetooth,-57
2.096,Bluetooth,-57
2.097,Bluetooth,-57
2.127,Bluetooth,-61
2.128,Bluetooth,-62
2.156,Bluetooth,-57
2.157,Bluetooth,-55
2.250,Bluetooth,-61
2.251,Bluetooth,-63
2.282,Bluetooth,-57
2.283,Bluetooth,-56
2.316,Bluetooth,-55
2.317,Bluetooth,-56
2.348,Bluetooth,-61
2.349,Bluetooth,-62
2.452,Bluetooth,-57
2.453,Bluetooth,-58
2.482,Bluetooth,-62
2.483,Bluetooth,-63
2.513,Bluetooth,-56
2.514,Bluetooth,-57
2.545,Bluetooth,-58
2.546,Bluetooth,-57
2.611,Bluetooth,-61
2.613,Bluetooth,-62
2.643,Bluetooth,-57
2.736,Bluetooth,-61
2.737,Bluetooth,-63
2.768,Bluetooth,-56
2.769,Bluetooth,-57
2.799,Bluetooth,-55
2.800,Bluetooth,-56
2.895,Bluetooth,-57
2.896,Bluetooth,-57
2.925,Bluetooth,-56
2.926,Bluetooth,-56
2.985,Bluetooth,-56
2.986,Bluetooth,-58
