Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-68
0.001,Bluetooth,-69
0.119,Bluetooth,-60
0.120,Bluetooth,-61
0.155,Bluetooth,-65
0.156,Bluetooth,-64
0.217,Bluetooth,-59
0.218,Bluetooth,-59
0.247,Bluetooth,-60
0.248,Bluetooth,-61
0.282,Bluetooth,-63
0.283,Bluetooth,-63
0.315,Bluetooth,-59
0.315,Bluetooth,-59
0.443,Bluetooth,-60
0.443,Bluetooth,-60
0.532,Bluetooth,-60
0.533,Bluetooth,-60
0.562,Bluetooth,-64
0.563,Bluetooth,-63
0.601,Bluetooth,-65
0.602,Bluetooth,-67
0.628,Bluetooth,-59
0.629,Bluetooth,-60
0.694,Bluetooth,-63
0.695,Bluetooth,-63
0.719,Bluetooth,-60
0.720,Bluetooth,-60
0.818,Bluetooth,-61
0.819,Bluetooth,-59
0.880,Bluetooth,-64
0.881,Bluetooth,-64
0.982,Bluetooth,-65
0.982,Bluetooth,-64
1.013,Bluetooth,-60
1.014,Bluetooth,-61
1.076,Bluetooth,-65
1.077,Bluetooth,-64
1.139,Bluetooth,-61
1.140,Bluetooth,-61
1.169,Bluetooth,-65
1.171,Bluetooth,-65
1.237,Bluetooth,-61
1.238,Bluetooth,-62
1.268,Bluetooth,-64
1.269,Bluetooth,-66
1.332,Bluetooth,-60
1.333,Bluetooth,-60
1.363,Bluetooth,-65
1.364,Bluetooth,-65
1.458,Bluetooth,-65
1.459,Bluetooth,-65
1.489,Bluetooth,-69
1.490,Bluetooth,-69
1.517,Bluetooth,-61
1.518,Bluetooth,-61
1.547,Bluetooth,-61
1.548,Bluetooth,-61
1.577,Bluetooth,-65
1.578,Bluetooth,-65
1.610,Bluetooth,-61
1.611,Bluetooth,-61
1.672,Bluetooth,-65
1.673,Bluetooth,-65
1.753,Bluetooth,-60
1.860,Bluetooth,-65
1.861,Bluetooth,-65
1.901,Bluetooth,-69
1.979,Bluetooth,-61
1.980,Bluetooth,-62
2.009,Bluetooth,-62
2.010,Bluetooth,-62
2.041,Bluetooth,-62
2.042,Bluetooth,-63
2.074,Bluetooth,-65
2.075,Bluetooth,-66
2.137,Bluetooth,-61
2.138,Bluetooth,-62
2.167,Bluetooth,-65
2.168,Bluetooth,-65
2.196,Bluetooth,-69
2.230,Bluetooth,-62
2.231,Bluetooth,-62
2.263,Bluetooth,-66
2.264,Bluetooth,-65
2.327,Bluetooth,-62
2.328,Bluetooth,-62
2.357,Bluetooth,-65
2.358,Bluetooth,-65
2.421,Bluetooth,-62
2.422,Bluetooth,-62
2.452,Bluetooth,-66
2.453,Bluetooth,-65
2.516,Bluetooth,-62
2.517,Bluetooth,-62
2.578,Bluetooth,-65
2.579,Bluetooth,-64
2.612,Bluetooth,-62
2.613,Bluetooth,-62
2.744,Bluetooth,-63
2.745,Bluetooth,-64
2.775,Bluetooth,-64
2.777,Bluetooth,-65
2.811,Bluetooth,-62
2.811,Bluetooth,-62
2.840,Bluetooth,-61
2.841,Bluetooth,-62
2.874,Bluetooth,-65
2.875,Bluetooth,-65
2.943,Bluetooth,-62
2.943,Bluetooth,-61
2.970,Bluetooth,-65
2.971,Bluetooth,-65
3.029,Bluetooth,-62
3.030,Bluetooth,-62
3.065,Bluetooth,-65
3.066,Bluetooth,-65
3.128,Bluetooth,-62
3.129,Bluetooth,-62
3.158,Bluetooth,-65
3.159,Bluetooth,-65
3.249,Bluetooth,-61
3.250,Bluetooth,-62
3.282,Bluetooth,-65
3.284,Bluetooth,-64
3.317,Bluetooth,-62
3.318,Bluetooth,-62
3.413,Bluetooth,-62
3.474,Bluetooth,-65
3.476,Bluetooth,-65
3.539,Bluetooth,-62
3.540,Bluetooth,-63
3.569,Bluetooth,-65
3.570,Bluetooth,-65
3.636,Bluetooth,-61
3.637,Bluetooth,-62
3.667,Bluetooth,-65
3.668,Bluetooth,-65
3.730,Bluetooth,-62
3.731,Bluetooth,-62
3.760,Bluetooth,-65
3.761,Bluetooth,-65
3.827,Bluetooth,-62
3.828,Bluetooth,-62
3.857,Bluetooth,-65
3.858,Bluetooth,-65
3.901,Bluetooth,-70
3.923,Bluetooth,-62
3.924,Bluetooth,-62
3.955,Bluetooth,-66
3.956,Bluetooth,-65
3.985,Bluetooth,-65
3.987,Bluetooth,-64
30.318,Bluetooth,-82
30.319,Bluetooth,-82
30.382,Bluetooth,-84
30.383,Bluetooth,-83
30.412,Bluetooth,-82
30.413,Bluetooth,-81
30.442,Bluetooth,-81
30.443,Bluetooth,-81
30.475,Bluetooth,-82
30.476,Bluetooth,-83
30.538,Bluetooth,-82
30.539,Bluetooth,-81
30.570,Bluetooth,-82
30.571,Bluetooth,-82
30.634,Bluetooth,-81
30.724,Bluetooth,-81
30.725,Bluetooth,-81
30.758,Bluetooth,-81
30.759,Bluetooth,-81
30.818,Bluetooth,-81
30.819,Bluetooth,-80
30.850,Bluetooth,-81
30.851,Bluetooth,-81
30.915,Bluetooth,-79
30.916,Bluetooth,-80
30.978,Bluetooth,-81
30.980,Bluetooth,-81
31.075,Bluetooth,-81
31.077,Bluetooth,-81
31.143,Bluetooth,-79
31.143,Bluetooth,-79
31.172,Bluetooth,-79
31.173,Bluetooth,-81
31.237,Bluetooth,-80
31.238,Bluetooth,-79
31.268,Bluetooth,-80
31.270,Bluetooth,-80
31.332,Bluetooth,-79
31.333,Bluetooth,-79
31.428,Bluetooth,-78
31.429,Bluetooth,-78
31.463,Bluetooth,-80
31.464,Bluetooth,-79
31.500,Bluetooth,-70
31.502,Bluetooth,-70
31.527,Bluetooth,-78
31.528,Bluetooth,-78
31.558,Bluetooth,-80
31.560,Bluetooth,-79
31.624,Bluetooth,-78
31.625,Bluetooth,-78
31.656,Bluetooth,-78
31.657,Bluetooth,-78
31.719,Bluetooth,-78
31.720,Bluetooth,-78
31.776,Bluetooth,-78
31.778,Bluetooth,-77
31.839,Bluetooth,-78
31.840,Bluetooth,-78
31.875,Bluetooth,-78
31.876,Bluetooth,-77
31.942,Bluetooth,-78
31.942,Bluetooth,-78
31.977,Bluetooth,-78
31.978,Bluetooth,-79
32.039,Bluetooth,-78
32.040,Bluetooth,-78
32.073,Bluetooth,-78
32.074,Bluetooth,-78
32.136,Bluetooth,-74
32.137,Bluetooth,-74
32.234,Bluetooth,-78
32.235,Bluetooth,-78
32.266,Bluetooth,-77
32.267,Bluetooth,-79
32.331,Bluetooth,-78
32.332,Bluetooth,-77
32.365,Bluetooth,-78
32.366,Bluetooth,-78
32.459,Bluetooth,-78
32.460,Bluetooth,-77
32.500,Bluetooth,-69
32.501,Bluetooth,-70
32.522,Bluetooth,-78
32.523,Bluetooth,-78
32.556,Bluetooth,-78
32.557,Bluetooth,-77
32.650,Bluetooth,-78
32.650,Bluetooth,-78
32.682,Bluetooth,-78
