Distance,4.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.000,Bluetooth,-63
0.001,Bluetooth,-63
0.039,Bluetooth,-72
0.041,Bluetooth,-72
0.079,Bluetooth,-63
0.112,Bluetooth,-63
0.113,Bluetooth,-64
0.149,Bluetooth,-67
0.150,Bluetooth,-66
0.222,Bluetooth,-70
0.223,Bluetooth,-71
0.252,Bluetooth,-63
0.253,Bluetooth,-64
0.288,Bluetooth,-77
0.289,Bluetooth,-78
0.324,Bluetooth,-66
0.326,Bluetooth,-65
0.362,Bluetooth,-62
0.363,Bluetooth,-62
0.402,Bluetooth,-70
0.403,Bluetooth,-70
0.433,Bluetooth,-79
0.500,Bluetooth,-63
0.501,Bluetooth,-62
0.537,Bluetooth,-79
0.538,Bluetooth,-78
0.572,Bluetooth,-62
0.574,Bluetooth,-62
0.636,Bluetooth,-70
0.637,Bluetooth,-71
0.743,Bluetooth,-69
0.744,Bluetooth,-71
0.776,Bluetooth,-67
0.777,Bluetooth,-67
0.815,Bluetooth,-62
0.816,Bluetooth,-62
0.848,Bluetooth,-70
0.850,Bluetooth,-67
0.957,Bluetooth,-66
0.959,Bluetooth,-66
0.987,Bluetooth,-65
0.988,Bluetooth,-66
1.018,Bluetooth,-68
1.019,Bluetooth,-69
1.057,Bluetooth,-61
1.059,Bluetooth,-61
1.093,Bluetooth,-65
1.130,Bluetooth,-66
1.131,Bluetooth,-67
1.161,Bluetooth,-61
1.162,Bluetooth,-60
1.298,Bluetooth,-60
1.299,Bluetooth,-61
1.399,Bluetooth,-60
1.400,Bluetooth,-59
1.431,Bluetooth,-60
1.432,Bluetooth,-61
1.463,Bluetooth,-67
1.464,Bluetooth,-68
1.538,Bluetooth,-59
1.539,Bluetooth,-58
1.577,Bluetooth,-65
1.578,Bluetooth,-65
1.610,Bluetooth,-65
1.643,Bluetooth,-60
1.717,Bluetooth,-66
1.718,Bluetooth,-65
1.791,Bluetooth,-62
1.793,Bluetooth,-61
1.821,Bluetooth,-67
1.822,Bluetooth,-66
1.853,Bluetooth,-66
1.854,Bluetooth,-66
1.892,Bluetooth,-60
1.894,Bluetooth,-61
1.930,Bluetooth,-65
1.931,Bluetooth,-64
1.960,Bluetooth,-66
1.962,Bluetooth,-67
1.992,Bluetooth,-67
1.994,Bluetooth,-66
2.023,Bluetooth,-61
2.024,Bluetooth,-60
2.095,Bluetooth,-65
2.096,Bluetooth,-65
2.125,Bluetooth,-63
2.126,Bluetooth,-62
2.155,Bluetooth,-63
2.156,Bluetooth,-64
2.190,Bluetooth,-65
2.191,Bluetooth,-66
2.295,Bluetooth,-66
2.296,Bluetooth,-66
2.336,Bluetooth,-64
2.337,Bluetooth,-64
2.372,Bluetooth,-65
2.373,Bluetooth,-65
2.409,Bluetooth,-66
2.410,Bluetooth,-66
2.478,Bluetooth,-64
2.479,Bluetooth,-65
2.514,Bluetooth,-65
2.515,Bluetooth,-65
2.693,Bluetooth,-67
2.694,Bluetooth,-68
2.724,Bluetooth,-63
2.725,Bluetooth,-63
2.758,Bluetooth,-66
2.759,Bluetooth,-67
2.798,Bluetooth,-66
2.799,Bluetooth,-66
2.838,Bluetooth,-62
2.839,Bluetooth,-62
2.869,Bluetooth,-60
2.870,Bluetooth,-62
2.900,Bluetooth,-64
