Distance,10.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.000,Bluetooth,-48
0.000,Bluetooth,-48
0.072,Bluetooth,-47
0.073,Bluetooth,-48
0.106,Bluetooth,-47
0.106,Bluetooth,-47
0.145,Bluetooth,-48
0.147,Bluetooth,-47
0.185,Bluetooth,-48
0.186,Bluetooth,-48
0.225,Bluetooth,-47
0.226,Bluetooth,-47
0.433,Bluetooth,-48
0.434,Bluetooth,-48
0.469,Bluetooth,-49
0.470,Bluetooth,-49
0.502,Bluetooth,-47
0.503,Bluetooth,-48
0.541,Bluetooth,-46
0.654,Bluetooth,-47
0.656,Bluetooth,-49
0.692,Bluetooth,-48
0.693,Bluetooth,-48
0.723,Bluetooth,-48
0.724,Bluetooth,-49
0.792,Bluetooth,-47
0.792,Bluetooth,-48
0.972,Bluetooth,-48
0.973,Bluetooth,-49
1.006,Bluetooth,-48
1.006,Bluetooth,-48
1.041,Bluetooth,-48
1.042,Bluetooth,-48
1.082,Bluetooth,-48
1.084,Bluetooth,-49
1.119,Bluetooth,-49
1.121,Bluetooth,-48
1.153,Bluetooth,-48
1.227,Bluetooth,-48
1.228,Bluetooth,-48
1.262,Bluetooth,-48
1.263,Bluetooth,-48
1.293,Bluetooth,-48
1.330,Bluetooth,-49
1.331,Bluetooth,-48
1.370,Bluetooth,-48
1.371,Bluetooth,-48
1.409,Bluetooth,-48
1.409,Bluetooth,-47
1.445,Bluetooth,-48
1.476,Bluetooth,-48
1.477,Bluetooth,-48
1.514,Bluetooth,-48
1.515,Bluetooth,-48
1.592,Bluetooth,-48
1.592,Bluetooth,-47
1.621,Bluetooth,-49
1.623,Bluetooth,-48
1.661,Bluetooth,-47
1.662,Bluetooth,-48
1.690,Bluetooth,-48
1.691,Bluetooth,-48
1.721,Bluetooth,-48
1.722,Bluetooth,-49
1.903,Bluetooth,-48
1.904,Bluetooth,-47
1.969,Bluetooth,-48
1.969,Bluetooth,-48
1.999,Bluetooth,-49
2.000,Bluetooth,-48
2.029,Bluetooth,-49
2.205,Bluetooth,-47
2.206,Bluetooth,-48
2.235,Bluetooth,-48
2.235,Bluetooth,-48
2.278,Bluetooth,-50
2.279,Bluetooth,-48
2.414,Bluetooth,-48
2.415,Bluetooth,-49
2.449,Bluetooth,-49
2.450,Bluetooth,-49
2.478,Bluetooth,-49
2.479,Bluetooth,-48
2.615,Bluetooth,-49
2.617,Bluetooth,-50
2.651,Bluetooth,-49
2.686,Bluetooth,-49
2.688,Bluetooth,-49
2.764,Bluetooth,-49
2.765,Bluetooth,-50
2.795,Bluetooth,-49
2.796,Bluetooth,-50
2.833,Bluetooth,-50
2.835,Bluetooth,-48
2.868,Bluetooth,-49
2.868,Bluetooth,-49
2.902,Bluetooth,-50
2.903,Bluetooth,-50
2.942,Bluetooth,-49
2.973,Bluetooth,-49
3.013,Bluetooth,-49
3.015,Bluetooth,-49
3.048,Bluetooth,-50
3.049,Bluetooth,-49
3.184,Bluetooth,-48
3.185,Bluetooth,-49
3.215,Bluetooth,-48
3.216,Bluetooth,-49
3.253,Bluetooth,-48
3.357,Bluetooth,-49
3.358,Bluetooth,-48
3.386,Bluetooth,-49
3.388,Bluetooth,-49
3.422,Bluetooth,-49
3.527,Bluetooth,-49
3.528,Bluetooth,-48
3.529,Bluetooth,-49
3.564,Bluetooth,-48
3.565,Bluetooth,-49
3.601,Bluetooth,-50
3.602,Bluetooth,-49
3.667,Bluetooth,-49
3.667,Bluetooth,-49
3.697,Bluetooth,-49
3.698,Bluetooth,-49
3.734,Bluetooth,-49
3.736,Bluetooth,-50
3.771,Bluetooth,-50
3.771,Bluetooth,-49
3.806,Bluetooth,-49
3.808,Bluetooth,-49
3.841,Bluetooth,-49
3.872,Bluetooth,-49
3.874,Bluetooth,-49
3.908,Bluetooth,-50
3.909,Bluetooth,-49
92.927,Bluetooth,-51
92.964,Bluetooth,-48
92.965,Bluetooth,-49
93.028,Bluetooth,-51
93.029,Bluetooth,-51
93.096,Bluetooth,-50
93.097,Bluetooth,-50
93.132,Bluetooth,-52
93.133,Bluetooth,-52
93.173,Bluetooth,-51
93.174,Bluetooth,-51
93.270,Bluetooth,-52
93.271,Bluetooth,-52
93.302,Bluetooth,-53
93.303,Bluetooth,-54
93.408,Bluetooth,-50
93.409,Bluetooth,-50
93.443,Bluetooth,-51
93.443,Bluetooth,-51
93.517,Bluetooth,-51
93.518,Bluetooth,-51
93.555,Bluetooth,-50
93.622,Bluetooth,-50
93.662,Bluetooth,-48
93.663,Bluetooth,-48
93.727,Bluetooth,-49
93.728,Bluetooth,-50
93.900,Bluetooth,-51
93.901,Bluetooth,-51
93.942,Bluetooth,-51
93.943,Bluetooth,-51
94.011,Bluetooth,-49
94.011,Bluetooth,-50
94.119,Bluetooth,-50
94.120,Bluetooth,-51
94.285,Bluetooth,-50
94.285,Bluetooth,-51
94.350,Bluetooth,-49
94.351,Bluetooth,-49
94.388,Bluetooth,-49
94.389,Bluetooth,-49
94.418,Bluetooth,-49
94.418,Bluetooth,-49
94.453,Bluetooth,-50
94.521,Bluetooth,-50
94.522,Bluetooth,-50
94.589,Bluetooth,-50
94.590,Bluetooth,-48
94.660,Bluetooth,-49
94.661,Bluetooth,-49
94.692,Bluetooth,-49
94.693,Bluetooth,-49
94.826,Bluetooth,-49
94.827,Bluetooth,-49
94.863,Bluetooth,-50
94.864,Bluetooth,-49
94.899,Bluetooth,-49
94.900,Bluetooth,-49
94.930,Bluetooth,-49
94.931,Bluetooth,-49
94.960,Bluetooth,-50
94.962,Bluetooth,-49
94.990,Bluetooth,-49
94.991,Bluetooth,-48
95.053,Bluetooth,-49
95.120,Bluetooth,-49
95.121,Bluetooth,-49
95.154,Bluetooth,-50
95.155,Bluetooth,-50
95.332,Bluetooth,-48
95.401,Bluetooth,-47
95.403,Bluetooth,-48
95.508,Bluetooth,-48
95.508,Bluetooth,-49
95.571,Bluetooth,-48
95.572,Bluetooth,-49
95.639,Bluetooth,-49
95.676,Bluetooth,-48
95.677,Bluetooth,-49
95.708,Bluetooth,-50
95.709,Bluetooth,-49
95.748,Bluetooth,-48
95.749,Bluetooth,-48
95.854,Bluetooth,-50
95.855,Bluetooth,-50
95.923,Bluetooth,-49
95.924,Bluetooth,-48
95.993,Bluetooth,-49
95.994,Bluetooth,-49
96.070,Bluetooth,-50
96.070,Bluetooth,-49
96.097,Bluetooth,-50
96.169,Bluetooth,-49
96.170,Bluetooth,-49
96.204,Bluetooth,-49
96.204,Bluetooth,-49
96.236,Bluetooth,-49
96.304,Bluetooth,-50
96.305,Bluetooth,-50
96.339,Bluetooth,-49
96.340,Bluetooth,-49
96.403,Bluetooth,-50
96.404,Bluetooth,-50
96.442,Bluetooth,-50
96.443,Bluetooth,-50
96.476,Bluetooth,-48
96.477,Bluetooth,-48
96.542,Bluetooth,-50
96.576,Bluetooth,-51
96.577,Bluetooth,-51
96.652,Bluetooth,-50
96.652,Bluetooth,-49
96.686,Bluetooth,-50
96.687,Bluetooth,-49
96.722,Bluetooth,-50
96.724,Bluetooth,-51
96.762,Bluetooth,-50
96.762,Bluetooth,-50
96.835,Bluetooth,-50
96.875,Bluetooth,-51
96.876,Bluetooth,-51
96.909,Bluetooth,-51
96.910,Bluetooth,-51
182.635,Bluetooth,-61
182.669,Bluetooth,-60
182.670,Bluetooth,-59
182.814,Bluetooth,-62
182.815,Bluetooth,-62
182.882,Bluetooth,-55
182.883,Bluetooth,-54
182.919,Bluetooth,-59
182.919,Bluetooth,-59
182.954,Bluetooth,-51
182.993,Bluetooth,-59
182.994,Bluetooth,-59
183.110,Bluetooth,-60
183.111,Bluetooth,-59
183.147,Bluetooth,-52
183.183,Bluetooth,-54
183.184,Bluetooth,-54
183.245,Bluetooth,-56
183.279,Bluetooth,-59
183.280,Bluetooth,-59
183.309,Bluetooth,-50
183.310,Bluetooth,-51
183.346,Bluetooth,-55
183.348,Bluetooth,-55
183.485,Bluetooth,-54
183.486,Bluetooth,-53
183.733,Bluetooth,-59
183.734,Bluetooth,-58
183.765,Bluetooth,-52
183.766,Bluetooth,-51
183.796,Bluetooth,-52
183.797,Bluetooth,-52
183.835,Bluetooth,-52
183.908,Bluetooth,-52
183.908,Bluetooth,-52
183.944,Bluetooth,-59
183.945,Bluetooth,-60
184.171,Bluetooth,-50
184.172,Bluetooth,-52
184.212,Bluetooth,-54
184.213,Bluetooth,-53
184.247,Bluetooth,-59
184.248,Bluetooth,-59
184.287,Bluetooth,-51
184.288,Bluetooth,-51
184.319,Bluetooth,-52
184.320,Bluetooth,-53
184.430,Bluetooth,-58
184.566,Bluetooth,-58
184.567,Bluetooth,-56
184.599,Bluetooth,-52
184.599,Bluetooth,-51
184.668,Bluetooth,-55
184.705,Bluetooth,-51
184.707,Bluetooth,-51
184.739,Bluetooth,-52
184.769,Bluetooth,-54
184.771,Bluetooth,-51
184.810,Bluetooth,-55
184.811,Bluetooth,-55
184.845,Bluetooth,-54
184.846,Bluetooth,-55
184.913,Bluetooth,-52
184.914,Bluetooth,-52
184.949,Bluetooth,-56
184.950,Bluetooth,-56
