Distance,15.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.000,Bluetooth,-62
0.001,Bluetooth,-63
0.033,Bluetooth,-58
0.034,Bluetooth,-58
0.075,Bluetooth,-62
0.076,Bluetooth,-64
0.214,Bluetooth,-60
0.215,Bluetooth,-60
0.258,Bluetooth,-58
0.259,Bluetooth,-58
0.288,Bluetooth,-67
0.289,Bluetooth,-67
0.353,Bluetooth,-64
0.353,Bluetooth,-64
0.389,Bluetooth,-59
0.390,Bluetooth,-58
0.429,Bluetooth,-61
0.430,Bluetooth,-62
0.464,Bluetooth,-63
0.465,Bluetooth,-62
0.498,Bluetooth,-59
0.575,Bluetooth,-60
0.577,Bluetooth,-60
0.609,Bluetooth,-61
0.610,Bluetooth,-61
0.637,Bluetooth,-61
0.638,Bluetooth,-60
0.678,Bluetooth,-59
0.679,Bluetooth,-59
0.747,Bluetooth,-61
0.748,Bluetooth,-61
0.789,Bluetooth,-60
0.826,Bluetooth,-61
0.827,Bluetooth,-61
0.895,Bluetooth,-54
0.896,Bluetooth,-54
0.935,Bluetooth,-60
0.935,Bluetooth,-60
0.965,Bluetooth,-58
0.966,Bluetooth,-58
0.996,Bluetooth,-54
0.997,Bluetooth,-54
1.102,Bluetooth,-60
1.136,Bluetooth,-59
1.137,Bluetooth,-60
1.177,Bluetooth,-57
1.178,Bluetooth,-58
1.241,Bluetooth,-61
1.242,Bluetooth,-61
1.349,Bluetooth,-60
1.350,Bluetooth,-61
1.380,Bluetooth,-57
1.457,Bluetooth,-56
1.458,Bluetooth,-57
1.495,Bluetooth,-58
1.496,Bluetooth,-58
1.533,Bluetooth,-62
1.534,Bluetooth,-62
1.679,Bluetooth,-57
1.711,Bluetooth,-60
1.712,Bluetooth,-60
1.776,Bluetooth,-54
1.777,Bluetooth,-55
1.839,Bluetooth,-60
1.840,Bluetooth,-61
1.869,Bluetooth,-54
1.870,Bluetooth,-55
1.973,Bluetooth,-61
2.009,Bluetooth,-61
2.010,Bluetooth,-61
2.048,Bluetooth,-55
2.049,Bluetooth,-55
2.121,Bluetooth,-56
2.122,Bluetooth,-56
2.292,Bluetooth,-56
2.329,Bluetooth,-62
2.329,Bluetooth,-61
2.366,Bluetooth,-55
2.367,Bluetooth,-54
2.405,Bluetooth,-57
2.406,Bluetooth,-57
2.439,Bluetooth,-62
2.440,Bluetooth,-61
2.474,Bluetooth,-55
2.475,Bluetooth,-54
2.578,Bluetooth,-57
2.612,Bluetooth,-61
2.691,Bluetooth,-58
2.693,Bluetooth,-58
2.824,Bluetooth,-58
2.825,Bluetooth,-58
2.862,Bluetooth,-61
2.863,Bluetooth,-61
2.891,Bluetooth,-60
2.923,Bluetooth,-61
2.924,Bluetooth,-61
2.999,Bluetooth,-58
3.000,Bluetooth,-58
3.028,Bluetooth,-61
3.029,Bluetooth,-62
3.201,Bluetooth,-54
3.271,Bluetooth,-57
3.271,Bluetooth,-54
3.301,Bluetooth,-58
3.301,Bluetooth,-58
3.374,Bluetooth,-55
3.375,Bluetooth,-55
3.439,Bluetooth,-57
3.440,Bluetooth,-57
3.500,Bluetooth,-56
3.534,Bluetooth,-63
3.535,Bluetooth,-62
3.602,Bluetooth,-62
3.603,Bluetooth,-62
3.636,Bluetooth,-63
3.637,Bluetooth,-63
3.677,Bluetooth,-55
3.678,Bluetooth,-55
3.785,Bluetooth,-63
3.823,Bluetooth,-56
3.824,Bluetooth,-55
3.892,Bluetooth,-64
3.893,Bluetooth,-64
3.932,Bluetooth,-56
3.933,Bluetooth,-55
72.890,Bluetooth,-53
72.891,Bluetooth,-53
72.957,Bluetooth,-55
72.957,Bluetooth,-55
73.065,Bluetooth,-57
73.066,Bluetooth,-57
73.105,Bluetooth,-54
73.167,Bluetooth,-57
73.168,Bluetooth,-58
73.201,Bluetooth,-56
73.202,Bluetooth,-56
73.238,Bluetooth,-57
73.239,Bluetooth,-57
73.271,Bluetooth,-62
73.272,Bluetooth,-61
73.309,Bluetooth,-57
73.310,Bluetooth,-57
73.374,Bluetooth,-59
73.447,Bluetooth,-63
73.448,Bluetooth,-63
73.519,Bluetooth,-57
73.520,Bluetooth,-57
73.619,Bluetooth,-57
73.619,Bluetooth,-58
73.686,Bluetooth,-54
73.755,Bluetooth,-55
73.756,Bluetooth,-55
73.793,Bluetooth,-55
73.794,Bluetooth,-55
73.962,Bluetooth,-61
73.963,Bluetooth,-61
73.995,Bluetooth,-62
74.027,Bluetooth,-63
74.030,Bluetooth,-64
74.063,Bluetooth,-60
74.064,Bluetooth,-61
74.097,Bluetooth,-57
74.098,Bluetooth,-58
74.135,Bluetooth,-57
74.136,Bluetooth,-57
74.171,Bluetooth,-59
74.171,Bluetooth,-59
74.208,Bluetooth,-61
74.209,Bluetooth,-61
74.271,Bluetooth,-53
74.272,Bluetooth,-52
74.311,Bluetooth,-53
74.313,Bluetooth,-52
74.410,Bluetooth,-55
74.411,Bluetooth,-56
74.485,Bluetooth,-54
74.485,Bluetooth,-54
74.521,Bluetooth,-55
74.521,Bluetooth,-55
74.560,Bluetooth,-53
74.561,Bluetooth,-54
74.600,Bluetooth,-55
74.632,Bluetooth,-55
74.633,Bluetooth,-55
74.699,Bluetooth,-54
74.699,Bluetooth,-55
74.732,Bluetooth,-55
74.733,Bluetooth,-55
74.768,Bluetooth,-54
74.769,Bluetooth,-54
74.798,Bluetooth,-54
74.799,Bluetooth,-54
74.830,Bluetooth,-54
74.830,Bluetooth,-55
74.864,Bluetooth,-55
74.865,Bluetooth,-55
74.895,Bluetooth,-56
74.934,Bluetooth,-57
74.935,Bluetooth,-56
74.976,Bluetooth,-54
74.977,Bluetooth,-54
75.007,Bluetooth,-55
75.008,Bluetooth,-54
75.110,Bluetooth,-55
75.111,Bluetooth,-55
75.179,Bluetooth,-55
75.211,Bluetooth,-57
75.212,Bluetooth,-57
75.319,Bluetooth,-62
75.320,Bluetooth,-62
75.357,Bluetooth,-61
75.358,Bluetooth,-61
75.432,Bluetooth,-59
75.433,Bluetooth,-60
75.513,Bluetooth,-56
75.514,Bluetooth,-55
75.553,Bluetooth,-60
75.554,Bluetooth,-61
75.593,Bluetooth,-51
