Distance,4.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.122,Bluetooth,-64
0.125,Bluetooth,-64
0.156,Bluetooth,-61
0.157,Bluetooth,-62
0.229,Bluetooth,-64
0.232,Bluetooth,-63
0.261,Bluetooth,-63
0.292,Bluetooth,-64
0.294,Bluetooth,-64
0.325,Bluetooth,-61
0.327,Bluetooth,-63
0.365,Bluetooth,-67
0.367,Bluetooth,-67
0.428,Bluetooth,-64
0.430,Bluetooth,-64
0.468,Bluetooth,-66
0.469,Bluetooth,-65
0.576,Bluetooth,-61
0.606,Bluetooth,-62
0.608,Bluetooth,-62
0.640,Bluetooth,-63
0.680,Bluetooth,-70
0.682,Bluetooth,-70
0.710,Bluetooth,-64
0.712,Bluetooth,-64
0.747,Bluetooth,-64
0.749,Bluetooth,-64
0.782,Bluetooth,-68
0.784,Bluetooth,-68
0.814,Bluetooth,-67
0.816,Bluetooth,-66
0.850,Bluetooth,-63
0.887,Bluetooth,-66
0.927,Bluetooth,-61
0.929,Bluetooth,-64
1.032,Bluetooth,-65
1.034,Bluetooth,-66
1.067,Bluetooth,-63
1.069,Bluetooth,-64
1.104,Bluetooth,-62
1.106,Bluetooth,-63
1.249,Bluetooth,-72
1.251,Bluetooth,-72
1.279,Bluetooth,-68
1.280,Bluetooth,-68
1.312,Bluetooth,-62
1.314,Bluetooth,-62
1.346,Bluetooth,-62
1.348,Bluetooth,-62
1.427,Bluetooth,-62
1.429,Bluetooth,-62
1.455,Bluetooth,-72
1.492,Bluetooth,-65
1.494,Bluetooth,-64
1.525,Bluetooth,-63
1.527,Bluetooth,-64
1.661,Bluetooth,-72
1.663,Bluetooth,-72
1.738,Bluetooth,-63
1.770,Bluetooth,-64
1.801,Bluetooth,-66
1.803,Bluetooth,-68
1.832,Bluetooth,-74
1.834,Bluetooth,-75
1.867,Bluetooth,-75
1.870,Bluetooth,-74
1.901,Bluetooth,-69
1.903,Bluetooth,-70
2.087,Bluetooth,-67
