Distance,4.0
TXDevice,iPhone11_Pro
TXPower,7
RXDevice,iPhoneXR
0.000,Bluetooth,-65
0.002,Bluetooth,-64
0.074,Bluetooth,-57
0.075,Bluetooth,-57
0.109,Bluetooth,-61
0.111,Bluetooth,-62
0.147,Bluetooth,-58
0.148,Bluetooth,-59
0.175,Bluetooth,-60
0.176,Bluetooth,-60
0.255,Bluetooth,-59
0.256,Bluetooth,-58
0.324,Bluetooth,-69
0.326,Bluetooth,-70
0.425,Bluetooth,-72
0.426,Bluetooth,-74
0.457,Bluetooth,-70
0.458,Bluetooth,-70
0.495,Bluetooth,-68
0.497,Bluetooth,-69
0.531,Bluetooth,-84
0.533,Bluetooth,-83
0.572,Bluetooth,-69
0.573,Bluetooth,-70
0.602,Bluetooth,-67
0.604,Bluetooth,-69
0.636,Bluetooth,-69
0.637,Bluetooth,-69
0.709,Bluetooth,-74
0.711,Bluetooth,-75
0.747,Bluetooth,-62
0.748,Bluetooth,-62
0.776,Bluetooth,-67
0.778,Bluetooth,-67
0.807,Bluetooth,-75
0.808,Bluetooth,-75
0.844,Bluetooth,-63
0.846,Bluetooth,-63
0.876,Bluetooth,-71
0.878,Bluetooth,-71
0.908,Bluetooth,-69
0.908,Bluetooth,-69
1.027,Bluetooth,-69
1.030,Bluetooth,-69
1.064,Bluetooth,-69
1.066,Bluetooth,-69
1.097,Bluetooth,-57
1.098,Bluetooth,-58
1.129,Bluetooth,-69
1.131,Bluetooth,-69
1.167,Bluetooth,-67
1.169,Bluetooth,-67
1.206,Bluetooth,-61
1.208,Bluetooth,-61
1.245,Bluetooth,-68
1.247,Bluetooth,-66
1.276,Bluetooth,-69
1.277,Bluetooth,-68
1.309,Bluetooth,-72
1.310,Bluetooth,-71
1.349,Bluetooth,-62
1.350,Bluetooth,-63
1.419,Bluetooth,-65
1.421,Bluetooth,-63
1.460,Bluetooth,-60
1.462,Bluetooth,-58
1.488,Bluetooth,-62
1.490,Bluetooth,-62
1.564,Bluetooth,-59
1.565,Bluetooth,-59
1.596,Bluetooth,-61
1.598,Bluetooth,-61
1.637,Bluetooth,-64
1.638,Bluetooth,-65
1.667,Bluetooth,-67
1.668,Bluetooth,-67
1.703,Bluetooth,-62
1.704,Bluetooth,-61
1.742,Bluetooth,-71
1.743,Bluetooth,-71
1.774,Bluetooth,-72
1.776,Bluetooth,-72
1.809,Bluetooth,-64
1.839,Bluetooth,-77
1.947,Bluetooth,-68
1.949,Bluetooth,-68
1.981,Bluetooth,-61
1.983,Bluetooth,-62
2.013,Bluetooth,-59
2.015,Bluetooth,-58
2.054,Bluetooth,-76
2.055,Bluetooth,-77
2.088,Bluetooth,-62
2.090,Bluetooth,-65
2.119,Bluetooth,-67
2.121,Bluetooth,-67
2.193,Bluetooth,-67
2.195,Bluetooth,-67
2.231,Bluetooth,-64
2.232,Bluetooth,-63
2.268,Bluetooth,-61
2.269,Bluetooth,-62
2.300,Bluetooth,-71
2.300,Bluetooth,-71
2.328,Bluetooth,-92
2.360,Bluetooth,-66
2.362,Bluetooth,-67
2.398,Bluetooth,-72
2.400,Bluetooth,-72
2.436,Bluetooth,-81
2.437,Bluetooth,-81
2.479,Bluetooth,-70
2.481,Bluetooth,-69
2.629,Bluetooth,-73
2.630,Bluetooth,-72
2.659,Bluetooth,-72
2.660,Bluetooth,-71
2.690,Bluetooth,-69
2.691,Bluetooth,-67
2.730,Bluetooth,-81
2.731,Bluetooth,-82
2.764,Bluetooth,-73
2.834,Bluetooth,-68
2.836,Bluetooth,-69
2.864,Bluetooth,-75
2.867,Bluetooth,-74
2.933,Bluetooth,-67
2.934,Bluetooth,-67
2.964,Bluetooth,-65
2.966,Bluetooth,-65
3.061,Bluetooth,-59
3.062,Bluetooth,-59
3.098,Bluetooth,-60
3.100,Bluetooth,-59
3.131,Bluetooth,-57
3.133,Bluetooth,-58
3.303,Bluetooth,-59
3.304,Bluetooth,-59
3.337,Bluetooth,-63
3.339,Bluetooth,-62
3.367,Bluetooth,-58
3.369,Bluetooth,-57
3.401,Bluetooth,-60
3.402,Bluetooth,-60
3.435,Bluetooth,-61
3.546,Bluetooth,-59
3.547,Bluetooth,-59
3.580,Bluetooth,-63
3.582,Bluetooth,-62
3.611,Bluetooth,-55
3.613,Bluetooth,-55
3.642,Bluetooth,-59
3.643,Bluetooth,-59
3.680,Bluetooth,-63
3.682,Bluetooth,-62
3.747,Bluetooth,-66
3.749,Bluetooth,-68
3.785,Bluetooth,-64
3.787,Bluetooth,-64
3.864,Bluetooth,-66
3.868,Bluetooth,-63
3.899,Bluetooth,-61
3.900,Bluetooth,-61
3.972,Bluetooth,-59
3.974,Bluetooth,-59
49.044,Bluetooth,-74
49.046,Bluetooth,-74
49.080,Bluetooth,-68
49.112,Bluetooth,-68
49.144,Bluetooth,-75
49.146,Bluetooth,-74
49.251,Bluetooth,-69
49.253,Bluetooth,-68
49.285,Bluetooth,-73
49.286,Bluetooth,-73
49.322,Bluetooth,-70
49.399,Bluetooth,-73
49.401,Bluetooth,-74
49.436,Bluetooth,-69
49.476,Bluetooth,-68
49.478,Bluetooth,-67
49.517,Bluetooth,-74
49.518,Bluetooth,-72
49.552,Bluetooth,-69
49.554,Bluetooth,-69
49.591,Bluetooth,-66
49.592,Bluetooth,-67
49.631,Bluetooth,-72
49.632,Bluetooth,-73
49.703,Bluetooth,-69
49.705,Bluetooth,-69
49.733,Bluetooth,-67
49.735,Bluetooth,-68
49.770,Bluetooth,-73
49.772,Bluetooth,-74
49.802,Bluetooth,-68
49.804,Bluetooth,-70
49.841,Bluetooth,-68
49.842,Bluetooth,-68
49.880,Bluetooth,-72
49.881,Bluetooth,-72
49.990,Bluetooth,-73
49.992,Bluetooth,-73
50.125,Bluetooth,-73
50.128,Bluetooth,-73
50.161,Bluetooth,-68
50.163,Bluetooth,-68
50.199,Bluetooth,-68
50.201,Bluetooth,-68
50.230,Bluetooth,-72
50.232,Bluetooth,-73
50.265,Bluetooth,-68
50.267,Bluetooth,-68
50.295,Bluetooth,-68
50.297,Bluetooth,-68
50.329,Bluetooth,-68
50.452,Bluetooth,-69
50.453,Bluetooth,-70
50.483,Bluetooth,-72
50.485,Bluetooth,-72
50.592,Bluetooth,-72
50.594,Bluetooth,-72
50.695,Bluetooth,-70
50.696,Bluetooth,-69
50.729,Bluetooth,-72
50.730,Bluetooth,-72
50.765,Bluetooth,-67
50.766,Bluetooth,-68
50.804,Bluetooth,-69
50.806,Bluetooth,-68
50.841,Bluetooth,-72
50.843,Bluetooth,-72
50.866,Bluetooth,-67
50.868,Bluetooth,-68
51.008,Bluetooth,-71
51.010,Bluetooth,-71
51.047,Bluetooth,-68
51.048,Bluetooth,-69
51.080,Bluetooth,-73
51.082,Bluetooth,-73
51.111,Bluetooth,-68
51.113,Bluetooth,-67
51.148,Bluetooth,-68
51.150,Bluetooth,-68
51.225,Bluetooth,-68
51.227,Bluetooth,-69
51.257,Bluetooth,-68
51.259,Bluetooth,-69
51.323,Bluetooth,-75
51.324,Bluetooth,-74
51.431,Bluetooth,-73
51.433,Bluetooth,-75
51.469,Bluetooth,-68
51.470,Bluetooth,-68
51.503,Bluetooth,-68
51.504,Bluetooth,-69
51.535,Bluetooth,-68
51.537,Bluetooth,-68
51.571,Bluetooth,-74
51.573,Bluetooth,-74
51.635,Bluetooth,-68
51.637,Bluetooth,-68
51.666,Bluetooth,-74
51.668,Bluetooth,-73
51.702,Bluetooth,-68
51.704,Bluetooth,-69
51.737,Bluetooth,-68
51.739,Bluetooth,-69
51.772,Bluetooth,-68
51.774,Bluetooth,-67
51.804,Bluetooth,-75
51.805,Bluetooth,-74
51.844,Bluetooth,-69
51.845,Bluetooth,-69
51.871,Bluetooth,-68
51.873,Bluetooth,-67
51.908,Bluetooth,-75
51.913,Bluetooth,-75
51.977,Bluetooth,-69
51.977,Bluetooth,-70
52.012,Bluetooth,-68
52.013,Bluetooth,-68
52.082,Bluetooth,-68
52.083,Bluetooth,-68
52.117,Bluetooth,-68
52.118,Bluetooth,-69
52.188,Bluetooth,-68
52.190,Bluetooth,-68
52.249,Bluetooth,-69
52.250,Bluetooth,-70
52.282,Bluetooth,-79
52.283,Bluetooth,-79
52.320,Bluetooth,-69
52.321,Bluetooth,-68
52.353,Bluetooth,-67
52.354,Bluetooth,-69
52.391,Bluetooth,-75
52.392,Bluetooth,-76
52.421,Bluetooth,-68
52.422,Bluetooth,-69
52.462,Bluetooth,-68
52.464,Bluetooth,-68
52.495,Bluetooth,-67
52.496,Bluetooth,-67
52.674,Bluetooth,-70
52.675,Bluetooth,-68
52.704,Bluetooth,-69
52.706,Bluetooth,-68
