Distance,6.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-75
0.002,Bluetooth,-74
0.035,Bluetooth,-75
0.037,Bluetooth,-76
0.066,Bluetooth,-75
0.067,Bluetooth,-75
0.096,Bluetooth,-73
0.097,Bluetooth,-73
0.126,Bluetooth,-72
0.127,Bluetooth,-74
0.157,Bluetooth,-74
0.158,Bluetooth,-74
0.188,Bluetooth,-76
0.189,Bluetooth,-75
0.223,Bluetooth,-73
0.224,Bluetooth,-73
0.257,Bluetooth,-73
0.257,Bluetooth,-73
0.291,Bluetooth,-75
0.293,Bluetooth,-75
0.451,Bluetooth,-76
0.453,Bluetooth,-76
0.484,Bluetooth,-72
0.485,Bluetooth,-74
0.546,Bluetooth,-75
0.547,Bluetooth,-75
0.640,Bluetooth,-75
0.641,Bluetooth,-74
0.670,Bluetooth,-74
0.671,Bluetooth,-76
0.705,Bluetooth,-73
0.707,Bluetooth,-73
0.737,Bluetooth,-75
0.738,Bluetooth,-75
0.771,Bluetooth,-74
0.772,Bluetooth,-75
0.801,Bluetooth,-75
0.803,Bluetooth,-75
0.832,Bluetooth,-72
0.833,Bluetooth,-73
0.867,Bluetooth,-75
0.871,Bluetooth,-73
0.898,Bluetooth,-74
0.899,Bluetooth,-75
0.928,Bluetooth,-75
0.928,Bluetooth,-74
0.959,Bluetooth,-73
0.960,Bluetooth,-73
0.990,Bluetooth,-74
0.991,Bluetooth,-75
1.021,Bluetooth,-76
1.022,Bluetooth,-77
1.051,Bluetooth,-76
1.053,Bluetooth,-76
1.082,Bluetooth,-72
1.083,Bluetooth,-72
1.114,Bluetooth,-74
1.115,Bluetooth,-75
1.144,Bluetooth,-77
1.146,Bluetooth,-77
1.177,Bluetooth,-71
1.177,Bluetooth,-73
1.207,Bluetooth,-74
1.208,Bluetooth,-75
1.238,Bluetooth,-75
1.240,Bluetooth,-76
1.269,Bluetooth,-77
1.271,Bluetooth,-77
1.300,Bluetooth,-73
1.301,Bluetooth,-73
1.335,Bluetooth,-76
1.337,Bluetooth,-76
1.367,Bluetooth,-74
1.369,Bluetooth,-75
1.395,Bluetooth,-75
1.396,Bluetooth,-77
1.429,Bluetooth,-72
1.430,Bluetooth,-74
1.465,Bluetooth,-74
1.466,Bluetooth,-75
1.526,Bluetooth,-77
1.527,Bluetooth,-77
1.559,Bluetooth,-76
1.560,Bluetooth,-73
1.591,Bluetooth,-74
1.593,Bluetooth,-74
1.623,Bluetooth,-77
1.624,Bluetooth,-77
1.656,Bluetooth,-73
1.657,Bluetooth,-73
1.686,Bluetooth,-73
1.687,Bluetooth,-73
1.717,Bluetooth,-76
1.719,Bluetooth,-76
1.749,Bluetooth,-79
1.750,Bluetooth,-78
1.779,Bluetooth,-74
1.780,Bluetooth,-73
1.812,Bluetooth,-75
1.813,Bluetooth,-75
1.847,Bluetooth,-76
1.848,Bluetooth,-78
1.876,Bluetooth,-80
1.877,Bluetooth,-78
1.907,Bluetooth,-75
1.909,Bluetooth,-73
1.938,Bluetooth,-77
1.940,Bluetooth,-78
1.971,Bluetooth,-77
1.972,Bluetooth,-77
1.999,Bluetooth,-78
2.000,Bluetooth,-77
2.030,Bluetooth,-76
2.031,Bluetooth,-74
2.061,Bluetooth,-76
2.062,Bluetooth,-77
2.123,Bluetooth,-79
2.124,Bluetooth,-80
2.158,Bluetooth,-76
2.159,Bluetooth,-76
2.188,Bluetooth,-77
2.188,Bluetooth,-78
2.218,Bluetooth,-80
2.219,Bluetooth,-79
2.248,Bluetooth,-80
2.249,Bluetooth,-80
2.282,Bluetooth,-77
2.283,Bluetooth,-77
2.316,Bluetooth,-76
2.318,Bluetooth,-76
2.345,Bluetooth,-79
2.346,Bluetooth,-82
2.377,Bluetooth,-78
2.378,Bluetooth,-77
2.408,Bluetooth,-78
2.443,Bluetooth,-78
2.443,Bluetooth,-79
2.476,Bluetooth,-80
2.477,Bluetooth,-80
2.508,Bluetooth,-75
2.509,Bluetooth,-75
2.541,Bluetooth,-78
2.542,Bluetooth,-78
2.571,Bluetooth,-80
2.572,Bluetooth,-79
2.601,Bluetooth,-79
2.603,Bluetooth,-80
2.632,Bluetooth,-76
2.634,Bluetooth,-77
2.667,Bluetooth,-78
2.669,Bluetooth,-79
2.696,Bluetooth,-79
2.697,Bluetooth,-79
2.729,Bluetooth,-79
2.731,Bluetooth,-78
2.762,Bluetooth,-77
2.763,Bluetooth,-76
2.798,Bluetooth,-77
2.799,Bluetooth,-77
2.827,Bluetooth,-78
2.828,Bluetooth,-79
2.858,Bluetooth,-76
2.859,Bluetooth,-75
2.891,Bluetooth,-75
2.892,Bluetooth,-74
2.921,Bluetooth,-75
2.923,Bluetooth,-75
2.952,Bluetooth,-79
2.954,Bluetooth,-78
2.983,Bluetooth,-74
2.984,Bluetooth,-74
3.013,Bluetooth,-74
3.014,Bluetooth,-74
3.043,Bluetooth,-76
3.044,Bluetooth,-76
3.072,Bluetooth,-77
3.073,Bluetooth,-78
