Distance,6.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.000,Bluetooth,-47
0.001,Bluetooth,-48
0.072,Bluetooth,-48
0.072,Bluetooth,-47
0.109,Bluetooth,-49
0.111,Bluetooth,-48
0.216,Bluetooth,-48
0.217,Bluetooth,-48
0.247,Bluetooth,-49
0.248,Bluetooth,-48
0.323,Bluetooth,-48
0.323,Bluetooth,-48
0.395,Bluetooth,-48
0.396,Bluetooth,-47
0.429,Bluetooth,-48
0.429,Bluetooth,-48
0.468,Bluetooth,-49
0.470,Bluetooth,-47
0.508,Bluetooth,-48
0.509,Bluetooth,-48
0.548,Bluetooth,-47
0.549,Bluetooth,-47
0.756,Bluetooth,-48
0.757,Bluetooth,-48
0.792,Bluetooth,-48
0.793,Bluetooth,-48
0.825,Bluetooth,-47
0.826,Bluetooth,-48
0.864,Bluetooth,-47
0.977,Bluetooth,-48
0.979,Bluetooth,-48
1.015,Bluetooth,-48
1.016,Bluetooth,-48
1.046,Bluetooth,-48
1.047,Bluetooth,-48
1.115,Bluetooth,-48
1.115,Bluetooth,-47
1.295,Bluetooth,-49
1.296,Bluetooth,-48
1.329,Bluetooth,-48
1.329,Bluetooth,-47
1.364,Bluetooth,-48
1.365,Bluetooth,-48
1.405,Bluetooth,-48
1.407,Bluetooth,-49
1.442,Bluetooth,-47
1.444,Bluetooth,-47
1.476,Bluetooth,-49
1.550,Bluetooth,-47
1.551,Bluetooth,-48
1.585,Bluetooth,-48
1.586,Bluetooth,-49
1.616,Bluetooth,-49
1.653,Bluetooth,-49
1.654,Bluetooth,-48
1.693,Bluetooth,-48
1.694,Bluetooth,-48
1.732,Bluetooth,-47
1.732,Bluetooth,-48
1.768,Bluetooth,-49
1.799,Bluetooth,-48
1.800,Bluetooth,-47
1.837,Bluetooth,-47
1.838,Bluetooth,-48
1.915,Bluetooth,-48
1.915,Bluetooth,-48
1.944,Bluetooth,-48
1.946,Bluetooth,-48
1.984,Bluetooth,-48
1.985,Bluetooth,-48
2.013,Bluetooth,-48
2.014,Bluetooth,-47
2.044,Bluetooth,-49
2.045,Bluetooth,-48
2.226,Bluetooth,-48
2.227,Bluetooth,-47
2.292,Bluetooth,-48
2.292,Bluetooth,-48
2.322,Bluetooth,-49
2.323,Bluetooth,-49
2.352,Bluetooth,-48
2.528,Bluetooth,-47
2.529,Bluetooth,-49
2.558,Bluetooth,-48
2.558,Bluetooth,-48
2.601,Bluetooth,-48
2.602,Bluetooth,-47
2.737,Bluetooth,-48
2.738,Bluetooth,-50
2.772,Bluetooth,-49
2.773,Bluetooth,-50
2.801,Bluetooth,-49
2.802,Bluetooth,-48
2.938,Bluetooth,-48
2.940,Bluetooth,-50
2.974,Bluetooth,-49
3.009,Bluetooth,-49
3.011,Bluetooth,-49
3.087,Bluetooth,-49
3.088,Bluetooth,-49
3.118,Bluetooth,-49
3.119,Bluetooth,-49
3.156,Bluetooth,-49
3.158,Bluetooth,-49
3.191,Bluetooth,-49
3.191,Bluetooth,-50
3.225,Bluetooth,-48
3.226,Bluetooth,-49
3.265,Bluetooth,-49
3.296,Bluetooth,-49
3.336,Bluetooth,-49
3.338,Bluetooth,-49
3.371,Bluetooth,-50
3.372,Bluetooth,-49
3.507,Bluetooth,-49
3.508,Bluetooth,-49
3.538,Bluetooth,-49
3.539,Bluetooth,-49
3.576,Bluetooth,-49
3.680,Bluetooth,-49
3.681,Bluetooth,-49
3.709,Bluetooth,-48
3.711,Bluetooth,-49
3.745,Bluetooth,-49
3.850,Bluetooth,-49
3.851,Bluetooth,-49
3.852,Bluetooth,-49
3.887,Bluetooth,-49
3.888,Bluetooth,-48
3.924,Bluetooth,-49
3.925,Bluetooth,-48
95.149,Bluetooth,-50
95.150,Bluetooth,-49
95.186,Bluetooth,-49
95.187,Bluetooth,-50
95.222,Bluetooth,-49
95.223,Bluetooth,-49
95.253,Bluetooth,-49
95.254,Bluetooth,-48
95.283,Bluetooth,-49
95.285,Bluetooth,-49
95.313,Bluetooth,-49
95.314,Bluetooth,-50
95.376,Bluetooth,-50
95.443,Bluetooth,-49
95.444,Bluetooth,-49
95.477,Bluetooth,-51
95.478,Bluetooth,-49
95.655,Bluetooth,-48
95.724,Bluetooth,-49
95.726,Bluetooth,-48
95.831,Bluetooth,-48
95.831,Bluetooth,-48
95.894,Bluetooth,-49
95.895,Bluetooth,-50
95.962,Bluetooth,-49
95.999,Bluetooth,-48
96.000,Bluetooth,-49
96.031,Bluetooth,-51
96.032,Bluetooth,-51
96.071,Bluetooth,-48
96.072,Bluetooth,-48
96.177,Bluetooth,-50
96.178,Bluetooth,-49
96.246,Bluetooth,-49
96.247,Bluetooth,-48
96.316,Bluetooth,-50
96.317,Bluetooth,-49
96.393,Bluetooth,-49
96.393,Bluetooth,-49
96.420,Bluetooth,-50
96.492,Bluetooth,-48
96.493,Bluetooth,-50
96.527,Bluetooth,-49
96.527,Bluetooth,-50
96.559,Bluetooth,-49
96.627,Bluetooth,-50
96.628,Bluetooth,-50
96.662,Bluetooth,-49
96.663,Bluetooth,-49
96.726,Bluetooth,-49
96.727,Bluetooth,-50
96.765,Bluetooth,-50
96.766,Bluetooth,-49
96.799,Bluetooth,-49
96.800,Bluetooth,-49
96.865,Bluetooth,-51
96.899,Bluetooth,-52
96.900,Bluetooth,-50
96.975,Bluetooth,-49
96.975,Bluetooth,-50
97.009,Bluetooth,-50
97.010,Bluetooth,-49
97.045,Bluetooth,-50
97.047,Bluetooth,-51
