Distance,4.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.029,Bluetooth,-64
0.030,Bluetooth,-63
0.062,Bluetooth,-72
0.098,Bluetooth,-61
0.099,Bluetooth,-60
0.161,Bluetooth,-65
0.162,Bluetooth,-63
0.235,Bluetooth,-59
0.236,Bluetooth,-60
0.370,Bluetooth,-61
0.372,Bluetooth,-61
0.403,Bluetooth,-64
0.404,Bluetooth,-65
0.436,Bluetooth,-71
0.436,Bluetooth,-70
0.468,Bluetooth,-61
0.470,Bluetooth,-61
0.508,Bluetooth,-65
0.508,Bluetooth,-65
0.531,Bluetooth,-65
0.532,Bluetooth,-65
0.568,Bluetooth,-70
0.603,Bluetooth,-60
0.604,Bluetooth,-60
0.639,Bluetooth,-65
0.640,Bluetooth,-65
0.679,Bluetooth,-70
0.680,Bluetooth,-69
0.715,Bluetooth,-60
0.716,Bluetooth,-60
0.749,Bluetooth,-65
0.751,Bluetooth,-64
0.779,Bluetooth,-69
0.780,Bluetooth,-69
0.811,Bluetooth,-70
0.811,Bluetooth,-68
0.842,Bluetooth,-60
0.843,Bluetooth,-60
0.876,Bluetooth,-65
0.877,Bluetooth,-64
0.907,Bluetooth,-69
0.908,Bluetooth,-69
0.942,Bluetooth,-60
0.943,Bluetooth,-60
0.972,Bluetooth,-59
0.974,Bluetooth,-61
1.161,Bluetooth,-68
1.162,Bluetooth,-67
1.195,Bluetooth,-61
1.196,Bluetooth,-61
1.265,Bluetooth,-68
1.266,Bluetooth,-68
1.438,Bluetooth,-61
1.439,Bluetooth,-61
1.479,Bluetooth,-66
1.480,Bluetooth,-66
1.515,Bluetooth,-67
1.516,Bluetooth,-67
1.550,Bluetooth,-60
1.551,Bluetooth,-59
1.585,Bluetooth,-65
1.586,Bluetooth,-67
1.616,Bluetooth,-66
1.617,Bluetooth,-67
1.687,Bluetooth,-61
1.688,Bluetooth,-61
1.799,Bluetooth,-62
1.800,Bluetooth,-62
1.838,Bluetooth,-80
1.839,Bluetooth,-78
1.871,Bluetooth,-66
1.872,Bluetooth,-64
1.940,Bluetooth,-78
1.970,Bluetooth,-81
2.075,Bluetooth,-76
2.076,Bluetooth,-76
2.109,Bluetooth,-61
2.111,Bluetooth,-62
2.138,Bluetooth,-60
2.139,Bluetooth,-60
2.173,Bluetooth,-60
2.174,Bluetooth,-59
2.204,Bluetooth,-73
2.205,Bluetooth,-72
2.242,Bluetooth,-65
2.271,Bluetooth,-64
2.273,Bluetooth,-63
2.307,Bluetooth,-86
2.308,Bluetooth,-86
2.345,Bluetooth,-69
2.346,Bluetooth,-68
2.381,Bluetooth,-59
2.382,Bluetooth,-60
2.456,Bluetooth,-72
2.491,Bluetooth,-70
2.493,Bluetooth,-71
2.525,Bluetooth,-62
2.526,Bluetooth,-60
2.556,Bluetooth,-69
2.557,Bluetooth,-68
2.594,Bluetooth,-69
2.595,Bluetooth,-68
2.624,Bluetooth,-63
2.625,Bluetooth,-63
2.691,Bluetooth,-62
2.692,Bluetooth,-62
2.722,Bluetooth,-64
2.723,Bluetooth,-64
2.759,Bluetooth,-61
2.760,Bluetooth,-61
2.793,Bluetooth,-61
2.794,Bluetooth,-61
2.833,Bluetooth,-61
2.834,Bluetooth,-62
2.864,Bluetooth,-61
2.897,Bluetooth,-61
2.898,Bluetooth,-60
2.973,Bluetooth,-60
