Distance,6.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhoneXR
0.000,Bluetooth,-67
0.002,Bluetooth,-67
0.022,Bluetooth,-64
0.024,Bluetooth,-64
0.169,Bluetooth,-66
0.170,Bluetooth,-65
0.193,Bluetooth,-63
0.196,Bluetooth,-65
0.280,Bluetooth,-65
0.281,Bluetooth,-64
0.304,Bluetooth,-65
0.306,Bluetooth,-65
0.324,Bluetooth,-65
0.326,Bluetooth,-67
0.517,Bluetooth,-66
0.519,Bluetooth,-65
0.643,Bluetooth,-65
0.645,Bluetooth,-65
0.667,Bluetooth,-64
0.668,Bluetooth,-64
0.833,Bluetooth,-69
0.834,Bluetooth,-70
0.922,Bluetooth,-65
0.923,Bluetooth,-65
1.121,Bluetooth,-65
1.122,Bluetooth,-65
1.281,Bluetooth,-66
1.282,Bluetooth,-65
1.305,Bluetooth,-72
1.306,Bluetooth,-71
1.478,Bluetooth,-64
1.502,Bluetooth,-66
1.503,Bluetooth,-66
1.668,Bluetooth,-71
1.669,Bluetooth,-70
1.808,Bluetooth,-71
1.809,Bluetooth,-71
1.826,Bluetooth,-65
1.928,Bluetooth,-70
1.929,Bluetooth,-72
1.950,Bluetooth,-65
1.951,Bluetooth,-65
2.283,Bluetooth,-68
2.284,Bluetooth,-68
2.306,Bluetooth,-64
2.308,Bluetooth,-64
2.326,Bluetooth,-63
2.328,Bluetooth,-63
2.468,Bluetooth,-65
2.470,Bluetooth,-66
2.492,Bluetooth,-65
2.494,Bluetooth,-65
2.602,Bluetooth,-64
2.604,Bluetooth,-65
2.642,Bluetooth,-70
2.644,Bluetooth,-70
2.801,Bluetooth,-63
2.803,Bluetooth,-65
2.832,Bluetooth,-63
2.833,Bluetooth,-64
3.073,Bluetooth,-64
3.075,Bluetooth,-63
3.169,Bluetooth,-65
3.170,Bluetooth,-65
3.282,Bluetooth,-65
3.284,Bluetooth,-65
3.308,Bluetooth,-64
3.310,Bluetooth,-64
3.327,Bluetooth,-63
3.329,Bluetooth,-62
3.478,Bluetooth,-69
3.479,Bluetooth,-69
3.501,Bluetooth,-64
3.503,Bluetooth,-64
3.539,Bluetooth,-63
3.541,Bluetooth,-63
3.559,Bluetooth,-64
3.561,Bluetooth,-62
3.680,Bluetooth,-63
3.682,Bluetooth,-62
3.705,Bluetooth,-69
3.811,Bluetooth,-66
3.812,Bluetooth,-65
3.835,Bluetooth,-69
3.836,Bluetooth,-69
3.910,Bluetooth,-62
3.911,Bluetooth,-62
3.926,Bluetooth,-65
3.927,Bluetooth,-65
90.583,Bluetooth,-73
90.585,Bluetooth,-73
90.745,Bluetooth,-65
90.747,Bluetooth,-67
90.808,Bluetooth,-73
90.809,Bluetooth,-73
90.827,Bluetooth,-73
90.829,Bluetooth,-72
90.902,Bluetooth,-76
90.903,Bluetooth,-77
91.100,Bluetooth,-66
91.103,Bluetooth,-66
91.123,Bluetooth,-77
91.125,Bluetooth,-77
91.287,Bluetooth,-71
91.289,Bluetooth,-72
91.377,Bluetooth,-79
91.378,Bluetooth,-79
91.397,Bluetooth,-68
91.399,Bluetooth,-68
91.478,Bluetooth,-74
91.479,Bluetooth,-75
91.501,Bluetooth,-74
91.503,Bluetooth,-74
91.522,Bluetooth,-71
91.524,Bluetooth,-71
91.613,Bluetooth,-71
91.614,Bluetooth,-72
91.637,Bluetooth,-67
91.638,Bluetooth,-67
91.780,Bluetooth,-68
91.781,Bluetooth,-67
91.804,Bluetooth,-64
91.806,Bluetooth,-63
91.825,Bluetooth,-63
91.827,Bluetooth,-63
91.928,Bluetooth,-63
91.929,Bluetooth,-63
92.099,Bluetooth,-73
92.101,Bluetooth,-72
92.223,Bluetooth,-72
92.225,Bluetooth,-72
92.403,Bluetooth,-62
92.405,Bluetooth,-62
92.424,Bluetooth,-62
92.426,Bluetooth,-62
92.607,Bluetooth,-68
92.609,Bluetooth,-68
92.627,Bluetooth,-69
92.629,Bluetooth,-68
92.812,Bluetooth,-75
92.813,Bluetooth,-75
92.851,Bluetooth,-67
92.904,Bluetooth,-63
92.906,Bluetooth,-62
92.926,Bluetooth,-78
92.928,Bluetooth,-77
93.049,Bluetooth,-78
93.050,Bluetooth,-78
93.195,Bluetooth,-69
93.196,Bluetooth,-68
93.287,Bluetooth,-72
93.288,Bluetooth,-73
93.305,Bluetooth,-71
93.307,Bluetooth,-70
93.379,Bluetooth,-63
93.381,Bluetooth,-60
93.503,Bluetooth,-61
93.505,Bluetooth,-63
93.521,Bluetooth,-67
93.523,Bluetooth,-68
93.658,Bluetooth,-68
93.659,Bluetooth,-66
93.682,Bluetooth,-64
93.684,Bluetooth,-65
93.800,Bluetooth,-62
93.801,Bluetooth,-64
93.824,Bluetooth,-63
93.825,Bluetooth,-65
93.905,Bluetooth,-66
93.907,Bluetooth,-66
93.929,Bluetooth,-63
93.930,Bluetooth,-64
94.095,Bluetooth,-65
94.096,Bluetooth,-64
