Distance,6.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-77
0.001,Bluetooth,-76
0.029,Bluetooth,-77
0.031,Bluetooth,-79
0.060,Bluetooth,-68
0.062,Bluetooth,-66
0.093,Bluetooth,127
0.124,Bluetooth,-78
0.125,Bluetooth,-76
0.156,Bluetooth,-78
0.158,Bluetooth,-78
0.186,Bluetooth,126
0.218,Bluetooth,-76
0.220,Bluetooth,-75
0.248,Bluetooth,128
0.278,Bluetooth,-78
0.279,Bluetooth,-78
0.309,Bluetooth,-68
0.311,Bluetooth,-68
0.342,Bluetooth,-76
0.343,Bluetooth,-76
0.370,Bluetooth,-76
0.371,Bluetooth,-76
0.465,Bluetooth,-75
0.466,Bluetooth,-75
0.497,Bluetooth,-76
0.498,Bluetooth,-77
0.558,Bluetooth,-67
0.560,Bluetooth,-66
0.621,Bluetooth,-74
0.624,Bluetooth,-74
0.651,Bluetooth,127
0.683,Bluetooth,-64
0.684,Bluetooth,-66
0.717,Bluetooth,127
0.747,Bluetooth,-75
0.749,Bluetooth,-74
0.779,Bluetooth,127
0.811,Bluetooth,-66
0.812,Bluetooth,-64
0.845,Bluetooth,126
0.874,Bluetooth,-75
0.876,Bluetooth,-74
0.906,Bluetooth,127
0.940,Bluetooth,-74
0.942,Bluetooth,-74
0.969,Bluetooth,127
1.002,Bluetooth,-74
1.002,Bluetooth,-74
1.037,Bluetooth,126
1.068,Bluetooth,-74
1.068,Bluetooth,-75
1.100,Bluetooth,128
1.131,Bluetooth,-74
1.132,Bluetooth,-74
1.166,Bluetooth,-66
1.167,Bluetooth,-64
1.200,Bluetooth,-75
1.201,Bluetooth,-75
1.232,Bluetooth,-75
1.233,Bluetooth,-76
1.265,Bluetooth,-65
1.266,Bluetooth,-67
1.300,Bluetooth,-74
1.302,Bluetooth,-74
1.331,Bluetooth,-74
1.332,Bluetooth,-74
1.362,Bluetooth,-75
1.363,Bluetooth,-73
1.398,Bluetooth,-66
1.399,Bluetooth,-67
1.428,Bluetooth,-75
1.429,Bluetooth,-74
1.457,Bluetooth,-76
1.459,Bluetooth,-75
1.490,Bluetooth,-76
1.491,Bluetooth,-74
1.524,Bluetooth,-66
1.525,Bluetooth,-68
1.558,Bluetooth,-75
1.559,Bluetooth,-74
1.589,Bluetooth,-75
1.591,Bluetooth,-75
1.622,Bluetooth,-67
1.624,Bluetooth,-67
1.652,Bluetooth,-67
1.653,Bluetooth,-68
1.685,Bluetooth,-77
1.686,Bluetooth,-75
1.714,Bluetooth,-75
1.715,Bluetooth,-75
1.749,Bluetooth,-65
1.750,Bluetooth,-65
1.780,Bluetooth,-82
1.781,Bluetooth,-81
1.811,Bluetooth,-79
1.812,Bluetooth,-78
1.844,Bluetooth,-71
1.844,Bluetooth,-71
1.875,Bluetooth,-63
1.877,Bluetooth,-63
1.907,Bluetooth,-73
1.907,Bluetooth,-73
1.936,Bluetooth,-73
1.937,Bluetooth,-73
1.999,Bluetooth,-70
2.000,Bluetooth,-69
2.030,Bluetooth,-73
2.031,Bluetooth,-73
2.061,Bluetooth,-84
2.062,Bluetooth,-85
2.092,Bluetooth,-89
2.094,Bluetooth,-87
2.124,Bluetooth,-74
2.125,Bluetooth,-73
