Distance,10.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhoneXR
0.000,Bluetooth,-47
0.001,Bluetooth,-47
0.063,Bluetooth,-46
0.065,Bluetooth,-48
0.096,Bluetooth,-49
0.098,Bluetooth,-49
0.125,Bluetooth,-45
0.126,Bluetooth,-46
0.158,Bluetooth,-48
0.160,Bluetooth,-48
0.225,Bluetooth,-51
0.227,Bluetooth,-50
0.257,Bluetooth,-45
0.258,Bluetooth,-46
0.287,Bluetooth,-48
0.289,Bluetooth,-49
0.323,Bluetooth,-51
0.324,Bluetooth,-50
0.381,Bluetooth,-47
0.383,Bluetooth,-47
0.416,Bluetooth,-49
0.417,Bluetooth,-48
0.450,Bluetooth,-52
0.452,Bluetooth,-54
0.481,Bluetooth,-46
0.482,Bluetooth,-48
0.583,Bluetooth,-52
0.584,Bluetooth,-53
0.612,Bluetooth,-46
0.614,Bluetooth,-47
0.643,Bluetooth,-48
0.644,Bluetooth,-48
0.705,Bluetooth,-51
0.706,Bluetooth,-51
0.733,Bluetooth,-46
0.734,Bluetooth,-45
0.764,Bluetooth,-48
0.766,Bluetooth,-48
0.796,Bluetooth,-51
0.798,Bluetooth,-50
0.828,Bluetooth,-51
0.829,Bluetooth,-50
0.860,Bluetooth,-47
0.861,Bluetooth,-46
0.892,Bluetooth,-47
0.894,Bluetooth,-49
0.923,Bluetooth,-51
0.924,Bluetooth,-51
0.956,Bluetooth,-46
0.958,Bluetooth,-46
0.988,Bluetooth,-46
0.989,Bluetooth,-46
1.024,Bluetooth,-48
1.025,Bluetooth,-46
1.054,Bluetooth,-51
1.056,Bluetooth,-49
1.082,Bluetooth,-42
1.146,Bluetooth,-47
1.243,Bluetooth,-47
1.245,Bluetooth,-47
1.305,Bluetooth,-51
1.307,Bluetooth,-50
1.336,Bluetooth,-46
1.338,Bluetooth,-47
1.367,Bluetooth,-48
1.368,Bluetooth,-49
1.397,Bluetooth,-49
1.399,Bluetooth,-51
1.429,Bluetooth,-49
1.430,Bluetooth,-50
1.461,Bluetooth,-46
1.463,Bluetooth,-45
1.492,Bluetooth,-47
1.494,Bluetooth,-46
1.584,Bluetooth,-45
1.586,Bluetooth,-45
1.614,Bluetooth,-48
1.616,Bluetooth,-47
1.679,Bluetooth,-46
1.680,Bluetooth,-46
1.743,Bluetooth,-46
1.774,Bluetooth,-50
1.775,Bluetooth,-49
1.803,Bluetooth,-46
1.804,Bluetooth,-47
1.832,Bluetooth,-45
1.834,Bluetooth,-45
1.864,Bluetooth,-48
1.866,Bluetooth,-48
2.024,Bluetooth,-50
2.026,Bluetooth,-50
2.053,Bluetooth,-46
2.055,Bluetooth,-47
2.087,Bluetooth,-48
2.089,Bluetooth,-49
2.119,Bluetooth,-49
2.122,Bluetooth,-50
2.181,Bluetooth,-46
2.183,Bluetooth,-46
2.248,Bluetooth,-49
2.249,Bluetooth,-48
2.281,Bluetooth,-46
2.282,Bluetooth,-46
2.311,Bluetooth,-45
2.313,Bluetooth,-45
2.347,Bluetooth,-47
2.348,Bluetooth,-47
2.377,Bluetooth,-50
2.379,Bluetooth,-49
2.408,Bluetooth,-45
2.409,Bluetooth,-46
2.443,Bluetooth,-48
2.445,Bluetooth,-47
2.619,Bluetooth,-49
2.621,Bluetooth,-49
2.649,Bluetooth,-46
2.650,Bluetooth,-46
2.682,Bluetooth,-47
2.684,Bluetooth,-48
2.716,Bluetooth,-49
2.718,Bluetooth,-49
2.782,Bluetooth,-46
2.783,Bluetooth,-45
2.817,Bluetooth,-50
2.819,Bluetooth,-48
2.850,Bluetooth,-49
2.852,Bluetooth,-49
2.877,Bluetooth,-47
2.879,Bluetooth,-47
2.947,Bluetooth,-47
2.948,Bluetooth,-47
2.983,Bluetooth,-48
2.985,Bluetooth,-49
3.010,Bluetooth,-47
3.012,Bluetooth,-46
3.043,Bluetooth,-47
3.045,Bluetooth,-46
3.072,Bluetooth,-47
3.074,Bluetooth,-47
3.106,Bluetooth,-50
3.108,Bluetooth,-51
3.134,Bluetooth,-46
3.136,Bluetooth,-46
3.168,Bluetooth,-48
3.170,Bluetooth,-46
3.199,Bluetooth,-49
3.200,Bluetooth,-49
3.263,Bluetooth,-46
3.264,Bluetooth,-47
3.296,Bluetooth,-48
3.297,Bluetooth,-47
3.326,Bluetooth,-49
3.328,Bluetooth,-49
3.358,Bluetooth,-46
3.359,Bluetooth,-47
3.388,Bluetooth,-46
3.390,Bluetooth,-47
3.419,Bluetooth,-49
3.420,Bluetooth,-48
3.449,Bluetooth,-49
3.450,Bluetooth,-48
3.484,Bluetooth,-46
3.486,Bluetooth,-45
3.508,Bluetooth,-46
3.509,Bluetooth,-47
3.539,Bluetooth,-46
3.540,Bluetooth,-46
3.599,Bluetooth,-46
3.600,Bluetooth,-46
3.630,Bluetooth,-46
3.631,Bluetooth,-46
3.662,Bluetooth,-47
3.664,Bluetooth,-47
3.695,Bluetooth,-49
3.696,Bluetooth,-49
3.723,Bluetooth,-46
3.724,Bluetooth,-45
3.819,Bluetooth,-49
3.822,Bluetooth,-48
3.849,Bluetooth,-47
3.850,Bluetooth,-46
3.879,Bluetooth,-47
3.881,Bluetooth,-47
3.945,Bluetooth,-48
3.947,Bluetooth,-49
3.983,Bluetooth,-45
3.985,Bluetooth,-47
126.552,Bluetooth,-52
126.581,Bluetooth,-57
126.583,Bluetooth,-56
126.676,Bluetooth,-54
126.678,Bluetooth,-54
126.707,Bluetooth,-59
126.709,Bluetooth,-60
126.738,Bluetooth,-57
126.740,Bluetooth,-56
126.804,Bluetooth,-59
126.805,Bluetooth,-61
126.834,Bluetooth,-57
126.835,Bluetooth,-56
126.866,Bluetooth,-53
126.867,Bluetooth,-54
126.897,Bluetooth,-57
