Distance,10.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-74
0.001,Bluetooth,-73
0.029,Bluetooth,127
0.060,Bluetooth,-76
0.061,Bluetooth,-76
0.095,Bluetooth,-76
0.096,Bluetooth,-77
0.132,Bluetooth,-73
0.133,Bluetooth,-75
0.160,Bluetooth,128
0.190,Bluetooth,-76
0.190,Bluetooth,-74
0.220,Bluetooth,127
0.252,Bluetooth,-72
0.253,Bluetooth,-73
0.282,Bluetooth,127
0.342,Bluetooth,127
0.405,Bluetooth,-76
0.406,Bluetooth,-76
0.468,Bluetooth,-76
0.469,Bluetooth,-76
0.501,Bluetooth,127
0.535,Bluetooth,127
0.567,Bluetooth,-76
0.568,Bluetooth,-75
0.597,Bluetooth,128
0.628,Bluetooth,127
0.659,Bluetooth,128
0.687,Bluetooth,-77
0.688,Bluetooth,-77
0.722,Bluetooth,-74
0.723,Bluetooth,-74
0.756,Bluetooth,-76
0.757,Bluetooth,-76
0.788,Bluetooth,-76
0.790,Bluetooth,-75
0.819,Bluetooth,-76
0.820,Bluetooth,-76
0.853,Bluetooth,-73
0.856,Bluetooth,-74
0.886,Bluetooth,-78
0.888,Bluetooth,-77
0.916,Bluetooth,-76
0.918,Bluetooth,-78
0.950,Bluetooth,-76
0.951,Bluetooth,-77
0.982,Bluetooth,-75
0.983,Bluetooth,-75
1.016,Bluetooth,-76
1.017,Bluetooth,-77
1.050,Bluetooth,-76
1.051,Bluetooth,-76
1.080,Bluetooth,-75
1.081,Bluetooth,-75
1.147,Bluetooth,-77
1.149,Bluetooth,-75
1.179,Bluetooth,-76
1.181,Bluetooth,-77
1.249,Bluetooth,-76
1.249,Bluetooth,-76
1.279,Bluetooth,-77
1.279,Bluetooth,-77
1.343,Bluetooth,-75
1.344,Bluetooth,-76
1.375,Bluetooth,-77
1.375,Bluetooth,-76
1.409,Bluetooth,-76
1.409,Bluetooth,-76
1.441,Bluetooth,-75
1.442,Bluetooth,-76
1.474,Bluetooth,-76
1.474,Bluetooth,-77
1.507,Bluetooth,-76
1.508,Bluetooth,-76
1.540,Bluetooth,-77
1.540,Bluetooth,-76
1.573,Bluetooth,-74
1.574,Bluetooth,-74
1.606,Bluetooth,-76
1.606,Bluetooth,-75
1.636,Bluetooth,-76
1.637,Bluetooth,-75
1.667,Bluetooth,-75
1.668,Bluetooth,-76
1.701,Bluetooth,-76
1.701,Bluetooth,-75
1.731,Bluetooth,-76
1.732,Bluetooth,-76
1.764,Bluetooth,-74
1.764,Bluetooth,-74
1.796,Bluetooth,-74
1.797,Bluetooth,-74
1.825,Bluetooth,-74
1.825,Bluetooth,-75
1.858,Bluetooth,-75
1.858,Bluetooth,-74
1.890,Bluetooth,-73
1.891,Bluetooth,-77
1.922,Bluetooth,-74
1.923,Bluetooth,-72
1.955,Bluetooth,-77
1.956,Bluetooth,-76
1.985,Bluetooth,-76
1.986,Bluetooth,-76
2.014,Bluetooth,-74
2.015,Bluetooth,-74
2.045,Bluetooth,-73
2.045,Bluetooth,-74
2.074,Bluetooth,127
2.111,Bluetooth,-75
2.112,Bluetooth,-74
2.139,Bluetooth,-75
2.140,Bluetooth,-76
2.202,Bluetooth,-75
2.203,Bluetooth,-74
2.264,Bluetooth,-75
2.266,Bluetooth,-75
2.294,Bluetooth,-74
2.295,Bluetooth,-73
2.325,Bluetooth,-75
2.326,Bluetooth,-76
2.389,Bluetooth,-75
2.391,Bluetooth,-75
2.419,Bluetooth,-75
2.420,Bluetooth,-75
2.454,Bluetooth,-75
2.455,Bluetooth,-75
2.483,Bluetooth,-74
2.484,Bluetooth,-75
2.513,Bluetooth,-75
2.515,Bluetooth,-76
2.576,Bluetooth,-75
2.577,Bluetooth,-75
2.608,Bluetooth,-75
2.610,Bluetooth,-76
2.766,Bluetooth,-74
2.769,Bluetooth,-73
2.860,Bluetooth,-76
2.861,Bluetooth,-76
2.959,Bluetooth,-76
2.960,Bluetooth,-77
3.083,Bluetooth,-76
3.084,Bluetooth,-76
3.181,Bluetooth,-74
3.183,Bluetooth,-76
3.211,Bluetooth,-78
3.212,Bluetooth,-78
3.246,Bluetooth,-75
3.248,Bluetooth,-74
3.276,Bluetooth,-75
3.277,Bluetooth,-73
3.306,Bluetooth,-75
3.307,Bluetooth,-73
3.335,Bluetooth,-77
3.335,Bluetooth,-76
3.369,Bluetooth,-76
3.370,Bluetooth,-75
3.406,Bluetooth,-74
3.407,Bluetooth,-74
3.436,Bluetooth,-77
3.437,Bluetooth,-77
3.466,Bluetooth,-78
3.468,Bluetooth,-78
3.497,Bluetooth,-76
3.499,Bluetooth,-74
3.531,Bluetooth,-75
3.532,Bluetooth,-74
3.560,Bluetooth,-77
3.561,Bluetooth,-76
3.623,Bluetooth,-75
3.624,Bluetooth,-74
3.686,Bluetooth,-78
3.687,Bluetooth,-77
3.719,Bluetooth,127
3.753,Bluetooth,-75
3.754,Bluetooth,-75
3.784,Bluetooth,-75
3.785,Bluetooth,-73
3.816,Bluetooth,-77
3.817,Bluetooth,-75
3.847,Bluetooth,-77
3.850,Bluetooth,-75
3.877,Bluetooth,-75
3.878,Bluetooth,-75
3.911,Bluetooth,-76
3.913,Bluetooth,-75
3.945,Bluetooth,-78
3.946,Bluetooth,-76
3.976,Bluetooth,-75
3.977,Bluetooth,-74
15.282,Bluetooth,-79
15.283,Bluetooth,-81
15.345,Bluetooth,-96
15.346,Bluetooth,-95
15.381,Bluetooth,-94
15.383,Bluetooth,-94
15.445,Bluetooth,-94
15.446,Bluetooth,-95
15.570,Bluetooth,-89
15.571,Bluetooth,-87
15.600,Bluetooth,-91
15.601,Bluetooth,128
15.633,Bluetooth,-88
15.634,Bluetooth,-88
15.734,Bluetooth,-92
15.737,Bluetooth,-90
15.764,Bluetooth,-83
15.767,Bluetooth,-83
15.831,Bluetooth,-85
15.833,Bluetooth,-86
15.862,Bluetooth,-87
15.863,Bluetooth,-87
15.898,Bluetooth,-83
15.900,Bluetooth,-83
15.927,Bluetooth,-87
15.928,Bluetooth,-86
15.959,Bluetooth,-87
15.960,Bluetooth,-86
15.993,Bluetooth,-87
15.995,Bluetooth,-87
16.024,Bluetooth,-85
16.025,Bluetooth,-83
16.056,Bluetooth,-87
16.056,Bluetooth,-86
16.092,Bluetooth,-87
16.093,Bluetooth,-86
16.122,Bluetooth,-83
16.124,Bluetooth,-83
16.154,Bluetooth,-83
16.155,Bluetooth,-84
16.183,Bluetooth,-90
16.184,Bluetooth,-89
16.217,Bluetooth,-87
16.219,Bluetooth,-86
16.252,Bluetooth,-83
16.253,Bluetooth,-84
16.280,Bluetooth,-89
16.282,Bluetooth,-87
16.314,Bluetooth,-77
16.349,Bluetooth,-86
16.350,Bluetooth,-85
16.383,Bluetooth,-85
16.384,Bluetooth,-84
16.414,Bluetooth,-86
16.416,Bluetooth,-85
16.447,Bluetooth,-86
16.449,Bluetooth,-85
16.477,Bluetooth,-86
16.478,Bluetooth,-85
16.510,Bluetooth,-77
16.511,Bluetooth,-78
16.542,Bluetooth,-86
16.543,Bluetooth,-85
16.578,Bluetooth,-86
