Distance,15.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-72
0.001,Bluetooth,-74
0.031,Bluetooth,-73
0.032,Bluetooth,-73
0.065,Bluetooth,-73
0.066,Bluetooth,-73
0.095,Bluetooth,-75
0.096,Bluetooth,-75
0.127,Bluetooth,-75
0.129,Bluetooth,-74
0.160,Bluetooth,-73
0.162,Bluetooth,-74
0.226,Bluetooth,-74
0.230,Bluetooth,-75
0.256,Bluetooth,-72
0.258,Bluetooth,-73
0.288,Bluetooth,-75
0.289,Bluetooth,-74
0.317,Bluetooth,-75
0.318,Bluetooth,-74
0.349,Bluetooth,-74
0.350,Bluetooth,-74
0.380,Bluetooth,-72
0.381,Bluetooth,-74
0.411,Bluetooth,-74
0.412,Bluetooth,-74
0.443,Bluetooth,-75
0.444,Bluetooth,-75
0.479,Bluetooth,-73
0.480,Bluetooth,-75
0.509,Bluetooth,-73
0.511,Bluetooth,-74
0.542,Bluetooth,-74
0.544,Bluetooth,-74
0.576,Bluetooth,-75
0.577,Bluetooth,-75
0.606,Bluetooth,-73
0.608,Bluetooth,-72
0.637,Bluetooth,-74
0.638,Bluetooth,-74
0.670,Bluetooth,-73
0.671,Bluetooth,-72
0.699,Bluetooth,-75
0.701,Bluetooth,-75
0.731,Bluetooth,-74
0.732,Bluetooth,-75
0.762,Bluetooth,126
0.792,Bluetooth,-73
0.794,Bluetooth,-73
0.825,Bluetooth,128
0.858,Bluetooth,-71
0.860,Bluetooth,-72
0.887,Bluetooth,-74
0.888,Bluetooth,-73
0.917,Bluetooth,127
0.947,Bluetooth,-75
0.948,Bluetooth,-74
0.982,Bluetooth,126
1.012,Bluetooth,-73
1.013,Bluetooth,-74
1.042,Bluetooth,127
1.075,Bluetooth,126
1.108,Bluetooth,-73
1.109,Bluetooth,-74
1.142,Bluetooth,-75
1.143,Bluetooth,-75
1.170,Bluetooth,-74
1.171,Bluetooth,-76
1.206,Bluetooth,-73
1.207,Bluetooth,-74
1.237,Bluetooth,-75
1.238,Bluetooth,-75
1.272,Bluetooth,-73
1.273,Bluetooth,-73
1.301,Bluetooth,-75
1.301,Bluetooth,-75
1.331,Bluetooth,-74
1.332,Bluetooth,-74
1.366,Bluetooth,-76
1.367,Bluetooth,-75
1.426,Bluetooth,-75
1.427,Bluetooth,-75
1.456,Bluetooth,-73
1.458,Bluetooth,-73
1.490,Bluetooth,-74
1.491,Bluetooth,-75
1.521,Bluetooth,-75
1.521,Bluetooth,-74
1.554,Bluetooth,-74
1.555,Bluetooth,-74
1.586,Bluetooth,-73
1.587,Bluetooth,-73
1.618,Bluetooth,-76
1.618,Bluetooth,-76
1.650,Bluetooth,-75
1.651,Bluetooth,-75
1.680,Bluetooth,-74
1.681,Bluetooth,-73
1.710,Bluetooth,-75
1.711,Bluetooth,-75
1.744,Bluetooth,-76
1.745,Bluetooth,-76
1.778,Bluetooth,-76
1.780,Bluetooth,-76
1.806,Bluetooth,-74
1.808,Bluetooth,-75
1.841,Bluetooth,-77
1.843,Bluetooth,-76
1.905,Bluetooth,-73
1.906,Bluetooth,-75
1.940,Bluetooth,-73
1.942,Bluetooth,-74
1.975,Bluetooth,-76
1.977,Bluetooth,-77
2.006,Bluetooth,-75
2.007,Bluetooth,-75
2.036,Bluetooth,-74
2.037,Bluetooth,-73
2.066,Bluetooth,-74
2.067,Bluetooth,-74
2.097,Bluetooth,-75
2.098,Bluetooth,-75
2.128,Bluetooth,-75
2.129,Bluetooth,-74
2.163,Bluetooth,-73
2.164,Bluetooth,-74
2.197,Bluetooth,-74
2.197,Bluetooth,-74
2.231,Bluetooth,-75
2.233,Bluetooth,-75
2.391,Bluetooth,-75
2.393,Bluetooth,-77
2.424,Bluetooth,-73
2.425,Bluetooth,-74
2.486,Bluetooth,-75
2.487,Bluetooth,-75
2.580,Bluetooth,-74
2.581,Bluetooth,-75
2.610,Bluetooth,-74
2.611,Bluetooth,-75
2.645,Bluetooth,-73
2.647,Bluetooth,-74
2.677,Bluetooth,-74
2.678,Bluetooth,-74
2.711,Bluetooth,-74
2.712,Bluetooth,-75
2.741,Bluetooth,-75
2.743,Bluetooth,-75
2.772,Bluetooth,-72
2.773,Bluetooth,-73
2.807,Bluetooth,-73
2.811,Bluetooth,-74
2.838,Bluetooth,-75
2.839,Bluetooth,-76
2.868,Bluetooth,-75
2.868,Bluetooth,-75
2.899,Bluetooth,-73
2.900,Bluetooth,-73
2.930,Bluetooth,-76
2.931,Bluetooth,-75
2.961,Bluetooth,-75
2.962,Bluetooth,-76
2.991,Bluetooth,-76
2.993,Bluetooth,-77
3.022,Bluetooth,-71
3.023,Bluetooth,-72
3.054,Bluetooth,-75
3.055,Bluetooth,-75
3.084,Bluetooth,-77
3.086,Bluetooth,-77
3.117,Bluetooth,-71
3.117,Bluetooth,-72
3.147,Bluetooth,-73
3.148,Bluetooth,-74
3.178,Bluetooth,-75
3.180,Bluetooth,-75
3.209,Bluetooth,-77
3.211,Bluetooth,-77
3.240,Bluetooth,-74
3.241,Bluetooth,-74
3.275,Bluetooth,-75
3.277,Bluetooth,-76
3.307,Bluetooth,-75
3.309,Bluetooth,-75
3.335,Bluetooth,-76
3.336,Bluetooth,-78
3.369,Bluetooth,-73
3.370,Bluetooth,-74
3.405,Bluetooth,-75
3.406,Bluetooth,-74
3.466,Bluetooth,-77
3.467,Bluetooth,-76
3.499,Bluetooth,-75
3.500,Bluetooth,-74
3.531,Bluetooth,-74
3.533,Bluetooth,-75
3.563,Bluetooth,-77
3.564,Bluetooth,-77
3.596,Bluetooth,-72
3.597,Bluetooth,-73
3.626,Bluetooth,-73
3.627,Bluetooth,-74
3.657,Bluetooth,-77
3.659,Bluetooth,-77
3.689,Bluetooth,-79
3.690,Bluetooth,-78
3.719,Bluetooth,-75
3.720,Bluetooth,-72
3.752,Bluetooth,-75
3.753,Bluetooth,-75
3.787,Bluetooth,-77
3.788,Bluetooth,-78
3.816,Bluetooth,-79
3.817,Bluetooth,-80
3.847,Bluetooth,-74
3.849,Bluetooth,-74
3.878,Bluetooth,-79
3.880,Bluetooth,-78
3.911,Bluetooth,-77
3.912,Bluetooth,-77
3.939,Bluetooth,-79
3.940,Bluetooth,-78
3.970,Bluetooth,-75
20.262,Bluetooth,-85
20.265,Bluetooth,-84
20.294,Bluetooth,-74
20.295,Bluetooth,-75
20.329,Bluetooth,-71
20.330,Bluetooth,-72
20.357,Bluetooth,-74
20.358,Bluetooth,-72
20.385,Bluetooth,-85
20.386,Bluetooth,-86
20.417,Bluetooth,-74
20.418,Bluetooth,-74
20.451,Bluetooth,-73
20.452,Bluetooth,-73
20.484,Bluetooth,-85
20.485,Bluetooth,-85
20.517,Bluetooth,-86
20.518,Bluetooth,-86
20.548,Bluetooth,-75
20.549,Bluetooth,-74
20.581,Bluetooth,-72
20.582,Bluetooth,-73
20.610,Bluetooth,-86
20.612,Bluetooth,-85
20.644,Bluetooth,-76
20.646,Bluetooth,-74
20.679,Bluetooth,-74
20.680,Bluetooth,-75
20.711,Bluetooth,-74
20.712,Bluetooth,-75
20.739,Bluetooth,-84
20.741,Bluetooth,-85
20.772,Bluetooth,-74
20.773,Bluetooth,-76
20.804,Bluetooth,-74
20.805,Bluetooth,-74
20.833,Bluetooth,-74
20.834,Bluetooth,-73
20.865,Bluetooth,-86
20.866,Bluetooth,-86
20.896,Bluetooth,-75
20.898,Bluetooth,-75
20.927,Bluetooth,-73
20.929,Bluetooth,-75
20.988,Bluetooth,-86
20.989,Bluetooth,-86
21.021,Bluetooth,-76
21.021,Bluetooth,-75
21.056,Bluetooth,-75
21.057,Bluetooth,-74
21.086,Bluetooth,-84
21.087,Bluetooth,-86
21.149,Bluetooth,-75
21.150,Bluetooth,-74
21.180,Bluetooth,-74
21.181,Bluetooth,-74
21.208,Bluetooth,-84
21.210,Bluetooth,-84
21.241,Bluetooth,-74
21.243,Bluetooth,-74
21.271,Bluetooth,-75
21.272,Bluetooth,-77
21.306,Bluetooth,-74
21.307,Bluetooth,-74
21.334,Bluetooth,-86
21.336,Bluetooth,-85
21.369,Bluetooth,-75
21.370,Bluetooth,-74
21.433,Bluetooth,-74
21.434,Bluetooth,-74
21.462,Bluetooth,-84
21.463,Bluetooth,-85
21.493,Bluetooth,-76
21.495,Bluetooth,-74
21.528,Bluetooth,-74
21.530,Bluetooth,-75
21.561,Bluetooth,-85
21.562,Bluetooth,-85
21.591,Bluetooth,-86
21.592,Bluetooth,-85
21.621,Bluetooth,-76
21.623,Bluetooth,-77
21.657,Bluetooth,-75
21.658,Bluetooth,-73
21.686,Bluetooth,-87
21.687,Bluetooth,-86
21.751,Bluetooth,-77
21.753,Bluetooth,-76
21.786,Bluetooth,-74
21.787,Bluetooth,-74
21.819,Bluetooth,-86
21.821,Bluetooth,-86
21.853,Bluetooth,-76
21.854,Bluetooth,-75
21.887,Bluetooth,-74
21.888,Bluetooth,-74
21.951,Bluetooth,-85
21.952,Bluetooth,-85
21.984,Bluetooth,-75
21.985,Bluetooth,-75
22.017,Bluetooth,-74
22.018,Bluetooth,-74
22.046,Bluetooth,-85
22.047,Bluetooth,-87
22.109,Bluetooth,-75
22.111,Bluetooth,-76
22.139,Bluetooth,-74
22.140,Bluetooth,-75
22.168,Bluetooth,-86
22.168,Bluetooth,-86
22.200,Bluetooth,-76
22.201,Bluetooth,-76
22.231,Bluetooth,-76
22.232,Bluetooth,-76
22.266,Bluetooth,-74
22.267,Bluetooth,-75
22.298,Bluetooth,-86
