Distance,4.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.000,Bluetooth,-64
0.029,Bluetooth,-66
0.096,Bluetooth,-62
0.097,Bluetooth,-62
0.131,Bluetooth,-59
0.132,Bluetooth,-59
0.163,Bluetooth,-65
0.164,Bluetooth,-65
0.232,Bluetooth,-59
0.233,Bluetooth,-60
0.308,Bluetooth,-60
0.341,Bluetooth,-65
0.342,Bluetooth,-64
0.374,Bluetooth,-61
0.375,Bluetooth,-61
0.481,Bluetooth,-64
0.481,Bluetooth,-64
0.511,Bluetooth,-60
0.512,Bluetooth,-60
0.547,Bluetooth,-59
0.548,Bluetooth,-59
0.583,Bluetooth,-64
0.584,Bluetooth,-63
0.621,Bluetooth,-59
0.655,Bluetooth,-63
0.656,Bluetooth,-64
0.689,Bluetooth,-60
0.834,Bluetooth,-61
0.834,Bluetooth,-60
0.865,Bluetooth,-58
0.866,Bluetooth,-58
0.907,Bluetooth,-63
1.042,Bluetooth,-60
1.043,Bluetooth,-58
1.112,Bluetooth,-59
1.112,Bluetooth,-59
1.185,Bluetooth,-60
1.186,Bluetooth,-62
1.227,Bluetooth,-61
1.259,Bluetooth,-61
1.260,Bluetooth,-61
1.332,Bluetooth,-60
1.333,Bluetooth,-60
1.372,Bluetooth,-62
1.373,Bluetooth,-62
1.404,Bluetooth,-60
1.405,Bluetooth,-60
1.442,Bluetooth,-59
1.443,Bluetooth,-60
1.472,Bluetooth,-63
1.473,Bluetooth,-63
1.511,Bluetooth,-58
1.550,Bluetooth,-63
1.551,Bluetooth,-63
1.589,Bluetooth,-60
1.590,Bluetooth,-59
1.624,Bluetooth,-60
1.625,Bluetooth,-59
1.694,Bluetooth,-59
1.695,Bluetooth,-58
1.761,Bluetooth,-59
1.762,Bluetooth,-60
1.939,Bluetooth,-61
1.940,Bluetooth,-61
1.979,Bluetooth,-65
1.980,Bluetooth,-65
2.055,Bluetooth,-59
2.057,Bluetooth,-60
2.126,Bluetooth,-59
2.162,Bluetooth,-63
2.163,Bluetooth,-63
2.238,Bluetooth,-59
2.239,Bluetooth,-59
2.339,Bluetooth,-60
2.340,Bluetooth,-59
2.376,Bluetooth,-63
2.412,Bluetooth,-59
2.451,Bluetooth,-63
2.451,Bluetooth,-63
2.490,Bluetooth,-59
2.491,Bluetooth,-60
2.518,Bluetooth,-59
2.520,Bluetooth,-60
2.556,Bluetooth,-63
2.557,Bluetooth,-63
2.622,Bluetooth,-59
2.623,Bluetooth,-60
2.659,Bluetooth,-60
2.660,Bluetooth,-59
2.733,Bluetooth,-64
2.733,Bluetooth,-63
2.796,Bluetooth,-58
2.797,Bluetooth,-61
2.828,Bluetooth,-60
2.829,Bluetooth,-59
2.945,Bluetooth,-59
2.983,Bluetooth,-64
