Distance,10.0
TXDevice,iPhone11_Pro
TXPower,7
RXDevice,iPhoneXR
0.000,Bluetooth,-67
0.001,Bluetooth,-65
0.032,Bluetooth,-57
0.034,Bluetooth,-57
0.097,Bluetooth,-56
0.136,Bluetooth,-54
0.138,Bluetooth,-52
0.169,Bluetooth,-52
0.235,Bluetooth,-54
0.237,Bluetooth,-53
0.275,Bluetooth,-56
0.276,Bluetooth,-56
0.307,Bluetooth,-55
0.309,Bluetooth,-55
0.337,Bluetooth,-51
0.339,Bluetooth,-51
0.378,Bluetooth,-52
0.379,Bluetooth,-53
0.485,Bluetooth,-50
0.487,Bluetooth,-51
0.516,Bluetooth,-52
0.518,Bluetooth,-51
0.553,Bluetooth,-53
0.555,Bluetooth,-54
0.589,Bluetooth,-50
0.591,Bluetooth,-50
0.624,Bluetooth,-55
0.626,Bluetooth,-54
0.653,Bluetooth,-57
0.655,Bluetooth,-57
0.685,Bluetooth,-56
0.687,Bluetooth,-57
0.716,Bluetooth,-55
0.718,Bluetooth,-54
0.755,Bluetooth,-54
0.758,Bluetooth,-54
0.786,Bluetooth,-58
0.788,Bluetooth,-58
0.827,Bluetooth,-53
0.830,Bluetooth,-54
0.860,Bluetooth,-55
0.863,Bluetooth,-54
0.934,Bluetooth,-52
0.935,Bluetooth,-53
0.974,Bluetooth,-51
0.976,Bluetooth,-55
1.069,Bluetooth,-51
1.071,Bluetooth,-51
1.104,Bluetooth,-52
1.106,Bluetooth,-52
1.139,Bluetooth,-54
1.140,Bluetooth,-53
1.173,Bluetooth,-54
1.175,Bluetooth,-53
1.211,Bluetooth,-51
1.214,Bluetooth,-53
1.248,Bluetooth,-56
1.250,Bluetooth,-56
1.280,Bluetooth,-58
1.283,Bluetooth,-59
1.349,Bluetooth,-52
1.351,Bluetooth,-52
1.426,Bluetooth,-53
1.428,Bluetooth,-54
1.466,Bluetooth,-50
1.468,Bluetooth,-50
1.505,Bluetooth,-59
1.507,Bluetooth,-58
1.538,Bluetooth,-56
1.540,Bluetooth,-56
1.570,Bluetooth,-48
1.572,Bluetooth,-48
1.607,Bluetooth,-56
1.609,Bluetooth,-57
1.637,Bluetooth,-56
1.639,Bluetooth,-56
1.671,Bluetooth,-54
1.673,Bluetooth,-55
1.706,Bluetooth,-47
1.708,Bluetooth,-49
1.738,Bluetooth,-54
1.740,Bluetooth,-55
1.769,Bluetooth,-54
1.771,Bluetooth,-55
1.917,Bluetooth,-55
1.918,Bluetooth,-55
1.983,Bluetooth,-56
1.985,Bluetooth,-57
2.187,Bluetooth,-48
2.189,Bluetooth,-48
2.217,Bluetooth,-57
2.218,Bluetooth,-56
2.298,Bluetooth,-50
2.300,Bluetooth,-49
2.332,Bluetooth,-56
2.333,Bluetooth,-54
2.400,Bluetooth,-54
2.402,Bluetooth,-55
2.430,Bluetooth,-48
2.432,Bluetooth,-49
2.460,Bluetooth,-53
2.463,Bluetooth,-53
2.495,Bluetooth,-54
2.497,Bluetooth,-53
2.535,Bluetooth,-49
2.537,Bluetooth,-49
2.680,Bluetooth,-49
2.683,Bluetooth,-48
2.707,Bluetooth,-54
2.709,Bluetooth,-54
2.748,Bluetooth,-53
2.750,Bluetooth,-55
2.819,Bluetooth,-53
2.947,Bluetooth,-55
2.950,Bluetooth,-54
2.980,Bluetooth,-53
2.982,Bluetooth,-53
3.010,Bluetooth,-49
3.012,Bluetooth,-49
3.049,Bluetooth,-56
3.051,Bluetooth,-56
3.086,Bluetooth,-54
3.088,Bluetooth,-52
3.155,Bluetooth,-51
3.157,Bluetooth,-53
3.187,Bluetooth,-54
3.189,Bluetooth,-55
3.224,Bluetooth,-52
3.226,Bluetooth,-53
3.256,Bluetooth,-53
3.258,Bluetooth,-52
3.293,Bluetooth,-57
3.367,Bluetooth,-51
3.369,Bluetooth,-52
3.397,Bluetooth,-52
3.399,Bluetooth,-51
3.434,Bluetooth,-56
3.436,Bluetooth,-57
3.507,Bluetooth,-52
3.509,Bluetooth,-52
3.537,Bluetooth,-57
3.539,Bluetooth,-56
3.571,Bluetooth,-61
3.572,Bluetooth,-61
3.668,Bluetooth,-51
3.709,Bluetooth,-52
3.711,Bluetooth,-52
3.895,Bluetooth,-49
3.897,Bluetooth,-49
3.929,Bluetooth,-50
3.930,Bluetooth,-50
168.081,Bluetooth,-57
168.083,Bluetooth,-58
168.119,Bluetooth,-53
168.120,Bluetooth,-53
168.223,Bluetooth,-57
168.225,Bluetooth,-58
168.261,Bluetooth,-55
168.263,Bluetooth,-55
168.293,Bluetooth,-57
168.294,Bluetooth,-57
168.443,Bluetooth,-56
168.445,Bluetooth,-58
168.481,Bluetooth,-52
168.483,Bluetooth,-52
168.514,Bluetooth,-58
168.516,Bluetooth,-59
168.545,Bluetooth,-64
168.546,Bluetooth,-72
168.576,Bluetooth,-61
168.577,Bluetooth,-61
168.608,Bluetooth,-56
168.610,Bluetooth,-56
168.646,Bluetooth,-57
168.647,Bluetooth,-56
168.677,Bluetooth,-69
168.678,Bluetooth,-69
168.787,Bluetooth,-54
168.788,Bluetooth,-53
168.823,Bluetooth,-74
168.825,Bluetooth,-76
168.875,Bluetooth,-58
168.877,Bluetooth,-57
168.908,Bluetooth,-54
168.909,Bluetooth,-53
168.940,Bluetooth,-62
168.942,Bluetooth,-61
169.010,Bluetooth,-55
169.011,Bluetooth,-55
169.044,Bluetooth,-58
169.046,Bluetooth,-59
169.077,Bluetooth,-51
169.078,Bluetooth,-51
169.114,Bluetooth,-57
169.116,Bluetooth,-56
169.147,Bluetooth,-56
169.148,Bluetooth,-56
169.179,Bluetooth,-55
169.180,Bluetooth,-54
169.322,Bluetooth,-56
169.324,Bluetooth,-56
169.361,Bluetooth,-59
169.363,Bluetooth,-60
169.400,Bluetooth,-61
169.402,Bluetooth,-62
169.464,Bluetooth,-72
169.465,Bluetooth,-74
169.498,Bluetooth,-63
169.499,Bluetooth,-63
169.528,Bluetooth,-63
169.530,Bluetooth,-62
169.598,Bluetooth,-55
169.600,Bluetooth,-55
169.639,Bluetooth,-54
169.640,Bluetooth,-54
169.831,Bluetooth,-56
169.832,Bluetooth,-56
169.904,Bluetooth,-57
169.905,Bluetooth,-58
169.941,Bluetooth,-56
169.943,Bluetooth,-55
169.981,Bluetooth,-57
169.983,Bluetooth,-56
170.014,Bluetooth,-57
170.015,Bluetooth,-58
170.046,Bluetooth,-53
170.047,Bluetooth,-54
170.081,Bluetooth,-55
170.083,Bluetooth,-55
170.115,Bluetooth,-53
170.117,Bluetooth,-54
170.154,Bluetooth,-52
170.156,Bluetooth,-51
170.195,Bluetooth,-55
170.197,Bluetooth,-56
170.266,Bluetooth,-51
170.268,Bluetooth,-51
170.335,Bluetooth,-61
170.336,Bluetooth,-61
170.369,Bluetooth,-54
170.370,Bluetooth,-52
170.402,Bluetooth,-55
170.403,Bluetooth,-55
170.435,Bluetooth,-57
170.436,Bluetooth,-56
170.469,Bluetooth,-56
170.470,Bluetooth,-55
170.507,Bluetooth,-54
170.508,Bluetooth,-54
170.546,Bluetooth,-57
170.547,Bluetooth,-57
170.581,Bluetooth,-69
170.583,Bluetooth,-69
170.648,Bluetooth,-60
170.650,Bluetooth,-60
170.685,Bluetooth,-64
170.687,Bluetooth,-63
170.716,Bluetooth,-57
170.718,Bluetooth,-56
170.749,Bluetooth,-54
170.750,Bluetooth,-54
170.782,Bluetooth,-52
170.784,Bluetooth,-54
170.818,Bluetooth,-55
170.819,Bluetooth,-54
170.851,Bluetooth,-50
170.853,Bluetooth,-50
170.890,Bluetooth,-55
170.893,Bluetooth,-55
170.921,Bluetooth,-54
170.922,Bluetooth,-53
170.992,Bluetooth,-63
170.993,Bluetooth,-62
171.028,Bluetooth,-63
171.030,Bluetooth,-62
171.061,Bluetooth,-58
171.062,Bluetooth,-57
171.097,Bluetooth,-50
171.099,Bluetooth,-49
171.136,Bluetooth,-50
171.137,Bluetooth,-50
171.169,Bluetooth,-59
171.171,Bluetooth,-59
171.199,Bluetooth,-52
171.200,Bluetooth,-51
171.241,Bluetooth,-48
171.243,Bluetooth,-48
171.277,Bluetooth,-58
171.278,Bluetooth,-58
171.354,Bluetooth,-48
171.355,Bluetooth,-50
171.389,Bluetooth,-49
171.391,Bluetooth,-49
171.464,Bluetooth,-49
171.465,Bluetooth,-50
171.497,Bluetooth,-48
171.498,Bluetooth,-49
171.531,Bluetooth,-59
171.533,Bluetooth,-58
171.610,Bluetooth,-48
171.611,Bluetooth,-49
171.644,Bluetooth,-59
171.646,Bluetooth,-59
171.678,Bluetooth,-50
171.680,Bluetooth,-48
171.716,Bluetooth,-49
171.717,Bluetooth,-49
171.749,Bluetooth,-50
171.751,Bluetooth,-49
171.819,Bluetooth,-51
171.820,Bluetooth,-50
171.927,Bluetooth,-51
171.929,Bluetooth,-50
171.961,Bluetooth,-48
171.962,Bluetooth,-49
171.999,Bluetooth,-67
172.000,Bluetooth,-68
172.063,Bluetooth,-50
172.064,Bluetooth,-49
307.744,Bluetooth,-50
307.746,Bluetooth,-51
307.773,Bluetooth,-51
307.774,Bluetooth,-51
307.808,Bluetooth,-55
307.809,Bluetooth,-55
307.842,Bluetooth,-50
307.843,Bluetooth,-49
307.881,Bluetooth,-53
307.882,Bluetooth,-53
