Distance,6.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.010,Bluetooth,-57
0.011,Bluetooth,-58
0.083,Bluetooth,-57
0.084,Bluetooth,-58
0.199,Bluetooth,-62
0.200,Bluetooth,-61
0.227,Bluetooth,-52
0.228,Bluetooth,-52
0.268,Bluetooth,-55
0.302,Bluetooth,-57
0.303,Bluetooth,-57
0.364,Bluetooth,-48
0.365,Bluetooth,-49
0.403,Bluetooth,-54
0.405,Bluetooth,-54
0.475,Bluetooth,-52
0.546,Bluetooth,-58
0.547,Bluetooth,-58
0.579,Bluetooth,-50
0.580,Bluetooth,-50
0.619,Bluetooth,-53
0.620,Bluetooth,-54
0.656,Bluetooth,-60
0.657,Bluetooth,-60
0.760,Bluetooth,-51
0.761,Bluetooth,-52
0.801,Bluetooth,-59
0.802,Bluetooth,-60
0.839,Bluetooth,-50
0.840,Bluetooth,-50
0.919,Bluetooth,-60
0.920,Bluetooth,-58
0.951,Bluetooth,-50
0.952,Bluetooth,-49
0.989,Bluetooth,-52
0.990,Bluetooth,-51
1.026,Bluetooth,-59
1.028,Bluetooth,-59
1.090,Bluetooth,-53
1.091,Bluetooth,-53
1.132,Bluetooth,-59
1.133,Bluetooth,-59
1.279,Bluetooth,-59
1.280,Bluetooth,-59
1.344,Bluetooth,-51
1.345,Bluetooth,-51
1.383,Bluetooth,-58
1.384,Bluetooth,-59
1.452,Bluetooth,-52
1.453,Bluetooth,-53
1.492,Bluetooth,-58
1.493,Bluetooth,-59
1.527,Bluetooth,-59
1.528,Bluetooth,-58
1.561,Bluetooth,-49
1.562,Bluetooth,-49
1.638,Bluetooth,-58
1.639,Bluetooth,-60
1.666,Bluetooth,-49
1.667,Bluetooth,-49
1.703,Bluetooth,-52
1.704,Bluetooth,-52
1.771,Bluetooth,-49
1.772,Bluetooth,-50
1.802,Bluetooth,-51
1.803,Bluetooth,-49
1.840,Bluetooth,-51
1.841,Bluetooth,-53
1.907,Bluetooth,-49
1.908,Bluetooth,-50
1.982,Bluetooth,-60
1.983,Bluetooth,-60
2.013,Bluetooth,-49
2.014,Bluetooth,-49
2.045,Bluetooth,-49
2.046,Bluetooth,-49
2.080,Bluetooth,-52
2.081,Bluetooth,-53
2.181,Bluetooth,-51
2.182,Bluetooth,-53
2.254,Bluetooth,-49
2.255,Bluetooth,-50
2.282,Bluetooth,-49
2.283,Bluetooth,-49
2.321,Bluetooth,-52
2.323,Bluetooth,-53
2.352,Bluetooth,-61
2.353,Bluetooth,-59
2.391,Bluetooth,-49
2.392,Bluetooth,-50
2.425,Bluetooth,-53
2.426,Bluetooth,-53
2.463,Bluetooth,-59
2.464,Bluetooth,-61
2.539,Bluetooth,-52
2.540,Bluetooth,-53
2.570,Bluetooth,-59
2.571,Bluetooth,-59
2.605,Bluetooth,-59
2.606,Bluetooth,-59
2.672,Bluetooth,-52
2.673,Bluetooth,-53
2.739,Bluetooth,-50
2.740,Bluetooth,-49
2.773,Bluetooth,-52
2.774,Bluetooth,-53
2.876,Bluetooth,-50
2.917,Bluetooth,-53
2.952,Bluetooth,-60
2.953,Bluetooth,-61
2.981,Bluetooth,-50
2.982,Bluetooth,-50
3.019,Bluetooth,-54
3.020,Bluetooth,-52
3.058,Bluetooth,-58
3.059,Bluetooth,-59
3.161,Bluetooth,-51
3.162,Bluetooth,-52
3.270,Bluetooth,-52
3.271,Bluetooth,-52
3.307,Bluetooth,-60
3.308,Bluetooth,-59
3.342,Bluetooth,-50
3.344,Bluetooth,-50
3.380,Bluetooth,-52
3.381,Bluetooth,-53
3.414,Bluetooth,-59
3.415,Bluetooth,-59
3.481,Bluetooth,-50
3.483,Bluetooth,-50
3.559,Bluetooth,-58
3.560,Bluetooth,-58
3.590,Bluetooth,-49
3.591,Bluetooth,-49
3.620,Bluetooth,-52
3.621,Bluetooth,-53
3.653,Bluetooth,-59
3.654,Bluetooth,-58
3.804,Bluetooth,-60
3.805,Bluetooth,-61
3.834,Bluetooth,-50
3.835,Bluetooth,-51
3.871,Bluetooth,-54
3.872,Bluetooth,-54
3.903,Bluetooth,-61
3.904,Bluetooth,-61
3.964,Bluetooth,-53
3.965,Bluetooth,-52
111.054,Bluetooth,-58
111.055,Bluetooth,-58
111.135,Bluetooth,-60
111.136,Bluetooth,-61
111.197,Bluetooth,-56
111.199,Bluetooth,-57
111.233,Bluetooth,-59
111.234,Bluetooth,-59
111.264,Bluetooth,-61
111.265,Bluetooth,-61
111.341,Bluetooth,-58
111.342,Bluetooth,-58
111.374,Bluetooth,-62
111.375,Bluetooth,-60
111.448,Bluetooth,-58
111.450,Bluetooth,-58
111.591,Bluetooth,-58
111.592,Bluetooth,-58
111.629,Bluetooth,-62
111.630,Bluetooth,-61
111.662,Bluetooth,-58
111.663,Bluetooth,-58
111.694,Bluetooth,-57
111.695,Bluetooth,-58
111.796,Bluetooth,-58
111.797,Bluetooth,-59
111.830,Bluetooth,-58
111.831,Bluetooth,-57
111.907,Bluetooth,-58
111.945,Bluetooth,-57
111.946,Bluetooth,-58
111.985,Bluetooth,-61
111.986,Bluetooth,-61
112.018,Bluetooth,-56
112.019,Bluetooth,-58
112.094,Bluetooth,-61
112.096,Bluetooth,-61
112.124,Bluetooth,-61
112.125,Bluetooth,-61
112.157,Bluetooth,-56
112.158,Bluetooth,-57
112.267,Bluetooth,-58
112.268,Bluetooth,-58
112.308,Bluetooth,-59
112.309,Bluetooth,-59
112.348,Bluetooth,-61
112.350,Bluetooth,-60
112.380,Bluetooth,-57
112.381,Bluetooth,-57
112.459,Bluetooth,-61
112.461,Bluetooth,-61
112.534,Bluetooth,-59
112.535,Bluetooth,-60
112.640,Bluetooth,-56
112.641,Bluetooth,-57
112.704,Bluetooth,-61
112.705,Bluetooth,-62
112.734,Bluetooth,-56
112.736,Bluetooth,-57
112.768,Bluetooth,-57
112.808,Bluetooth,-59
112.903,Bluetooth,-59
112.905,Bluetooth,-60
112.935,Bluetooth,-62
112.936,Bluetooth,-62
112.999,Bluetooth,-58
113.000,Bluetooth,-57
113.031,Bluetooth,-57
113.032,Bluetooth,-59
113.072,Bluetooth,-62
113.073,Bluetooth,-62
113.104,Bluetooth,-58
113.105,Bluetooth,-57
113.136,Bluetooth,-58
113.137,Bluetooth,-59
113.177,Bluetooth,-61
113.178,Bluetooth,-62
113.223,Bluetooth,-57
113.224,Bluetooth,-57
113.250,Bluetooth,-58
113.251,Bluetooth,-58
113.286,Bluetooth,-59
113.287,Bluetooth,-59
113.323,Bluetooth,-63
113.324,Bluetooth,-62
113.351,Bluetooth,-57
113.352,Bluetooth,-58
113.384,Bluetooth,-60
113.385,Bluetooth,-59
113.415,Bluetooth,-61
113.416,Bluetooth,-62
113.451,Bluetooth,-58
113.453,Bluetooth,-57
113.521,Bluetooth,-59
113.522,Bluetooth,-58
113.554,Bluetooth,-60
113.556,Bluetooth,-61
113.590,Bluetooth,-57
113.591,Bluetooth,-57
113.625,Bluetooth,-59
113.626,Bluetooth,-59
113.692,Bluetooth,-58
113.693,Bluetooth,-57
113.730,Bluetooth,-59
113.732,Bluetooth,-58
113.768,Bluetooth,-59
113.844,Bluetooth,-57
113.845,Bluetooth,-57
113.878,Bluetooth,-59
113.879,Bluetooth,-59
113.909,Bluetooth,-62
113.910,Bluetooth,-62
114.041,Bluetooth,-63
114.042,Bluetooth,-63
114.078,Bluetooth,-57
114.079,Bluetooth,-57
114.108,Bluetooth,-59
114.109,Bluetooth,-59
114.148,Bluetooth,-62
114.149,Bluetooth,-63
114.180,Bluetooth,-57
114.182,Bluetooth,-57
114.313,Bluetooth,-57
114.315,Bluetooth,-57
114.347,Bluetooth,-58
114.349,Bluetooth,-57
114.387,Bluetooth,-62
114.389,Bluetooth,-62
114.422,Bluetooth,-61
114.423,Bluetooth,-60
114.452,Bluetooth,-57
114.454,Bluetooth,-58
114.482,Bluetooth,-57
114.483,Bluetooth,-57
114.515,Bluetooth,-62
114.516,Bluetooth,-61
114.551,Bluetooth,-55
114.552,Bluetooth,-56
114.623,Bluetooth,-61
114.624,Bluetooth,-61
114.654,Bluetooth,-56
114.655,Bluetooth,-55
114.687,Bluetooth,-55
114.688,Bluetooth,-56
114.722,Bluetooth,-57
114.723,Bluetooth,-57
114.755,Bluetooth,-61
114.756,Bluetooth,-61
114.793,Bluetooth,-56
114.794,Bluetooth,-56
114.827,Bluetooth,-58
114.828,Bluetooth,-57
114.861,Bluetooth,-61
114.862,Bluetooth,-60
219.690,Bluetooth,-53
219.691,Bluetooth,-52
219.720,Bluetooth,-52
219.721,Bluetooth,-53
219.755,Bluetooth,-68
219.757,Bluetooth,-69
219.874,Bluetooth,-70
219.875,Bluetooth,-70
219.935,Bluetooth,-54
219.936,Bluetooth,-54
219.973,Bluetooth,-64
219.974,Bluetooth,-64
220.006,Bluetooth,-65
220.007,Bluetooth,-63
220.038,Bluetooth,-54
220.039,Bluetooth,-54
220.076,Bluetooth,-52
220.077,Bluetooth,-54
220.142,Bluetooth,-53
220.143,Bluetooth,-53
220.176,Bluetooth,-54
220.177,Bluetooth,-54
220.236,Bluetooth,-59
220.237,Bluetooth,-61
220.306,Bluetooth,-54
220.307,Bluetooth,-54
220.341,Bluetooth,-59
220.342,Bluetooth,-59
220.373,Bluetooth,-52
220.374,Bluetooth,-52
220.410,Bluetooth,-55
220.411,Bluetooth,-53
220.551,Bluetooth,-53
220.552,Bluetooth,-53
220.587,Bluetooth,-57
220.588,Bluetooth,-57
220.622,Bluetooth,-54
220.623,Bluetooth,-52
220.650,Bluetooth,-54
220.651,Bluetooth,-54
220.681,Bluetooth,-53
220.682,Bluetooth,-54
220.713,Bluetooth,-57
220.714,Bluetooth,-58
220.783,Bluetooth,-53
220.785,Bluetooth,-54
220.812,Bluetooth,-59
220.814,Bluetooth,-59
220.849,Bluetooth,-53
220.851,Bluetooth,-53
220.888,Bluetooth,-54
220.889,Bluetooth,-54
220.998,Bluetooth,-53
220.999,Bluetooth,-53
221.033,Bluetooth,-54
221.034,Bluetooth,-54
221.068,Bluetooth,-62
221.069,Bluetooth,-62
221.109,Bluetooth,-54
221.110,Bluetooth,-53
221.146,Bluetooth,-53
221.147,Bluetooth,-53
221.205,Bluetooth,-65
221.206,Bluetooth,-67
221.344,Bluetooth,-55
221.346,Bluetooth,-55
221.384,Bluetooth,-53
221.385,Bluetooth,-52
221.421,Bluetooth,-68
221.422,Bluetooth,-69
221.451,Bluetooth,-58
221.452,Bluetooth,-59
221.484,Bluetooth,-58
221.485,Bluetooth,-58
221.516,Bluetooth,-53
221.517,Bluetooth,-53
221.553,Bluetooth,-63
221.554,Bluetooth,-63
221.584,Bluetooth,-60
221.586,Bluetooth,-60
221.623,Bluetooth,-53
221.651,Bluetooth,-62
221.652,Bluetooth,-61
221.722,Bluetooth,-64
221.858,Bluetooth,-55
221.860,Bluetooth,-56
221.961,Bluetooth,-73
221.962,Bluetooth,-72
221.994,Bluetooth,-54
221.995,Bluetooth,-54
222.022,Bluetooth,-57
222.023,Bluetooth,-56
222.056,Bluetooth,-66
222.057,Bluetooth,-66
222.091,Bluetooth,-54
222.092,Bluetooth,-53
222.126,Bluetooth,-53
222.127,Bluetooth,-54
222.154,Bluetooth,-59
222.156,Bluetooth,-59
222.227,Bluetooth,-52
222.228,Bluetooth,-53
222.260,Bluetooth,-60
222.261,Bluetooth,-59
222.336,Bluetooth,-52
222.338,Bluetooth,-52
222.376,Bluetooth,-60
222.377,Bluetooth,-60
222.407,Bluetooth,-63
222.408,Bluetooth,-63
222.440,Bluetooth,-61
222.441,Bluetooth,-62
222.477,Bluetooth,-52
222.478,Bluetooth,-53
222.516,Bluetooth,-62
222.517,Bluetooth,-60
222.546,Bluetooth,-61
222.547,Bluetooth,-60
222.586,Bluetooth,-52
222.588,Bluetooth,-52
222.624,Bluetooth,-61
222.625,Bluetooth,-61
222.660,Bluetooth,-62
222.661,Bluetooth,-61
222.734,Bluetooth,-59
222.736,Bluetooth,-60
222.806,Bluetooth,-63
222.807,Bluetooth,-63
222.837,Bluetooth,-51
222.838,Bluetooth,-51
222.902,Bluetooth,-62
222.903,Bluetooth,-63
222.977,Bluetooth,-59
