Distance,4.0
TXDevice,iPhone11_Pro
TXPower,7
RXDevice,iPhoneXR
0.000,Bluetooth,-65
0.001,Bluetooth,-65
0.036,Bluetooth,-72
0.038,Bluetooth,-72
0.104,Bluetooth,-70
0.105,Bluetooth,-69
0.180,Bluetooth,-80
0.182,Bluetooth,-81
0.216,Bluetooth,-61
0.217,Bluetooth,-60
0.250,Bluetooth,-63
0.252,Bluetooth,-63
0.290,Bluetooth,-69
0.292,Bluetooth,-69
0.334,Bluetooth,-61
0.335,Bluetooth,-62
0.398,Bluetooth,-72
0.400,Bluetooth,-71
0.463,Bluetooth,-58
0.465,Bluetooth,-57
0.498,Bluetooth,-61
0.499,Bluetooth,-61
0.537,Bluetooth,-71
0.538,Bluetooth,-73
0.575,Bluetooth,-58
0.576,Bluetooth,-59
0.681,Bluetooth,-58
0.683,Bluetooth,-58
0.713,Bluetooth,-60
0.714,Bluetooth,-60
0.754,Bluetooth,-67
0.755,Bluetooth,-66
0.785,Bluetooth,-67
0.786,Bluetooth,-67
0.815,Bluetooth,-58
0.816,Bluetooth,-59
0.850,Bluetooth,-65
0.852,Bluetooth,-66
0.890,Bluetooth,-71
0.892,Bluetooth,-71
0.920,Bluetooth,-59
0.921,Bluetooth,-60
0.954,Bluetooth,-66
0.955,Bluetooth,-67
0.992,Bluetooth,-76
0.993,Bluetooth,-76
1.025,Bluetooth,-74
1.026,Bluetooth,-73
1.100,Bluetooth,-68
1.102,Bluetooth,-68
1.135,Bluetooth,-71
1.137,Bluetooth,-69
1.171,Bluetooth,-71
1.172,Bluetooth,-71
1.211,Bluetooth,-65
1.213,Bluetooth,-65
1.247,Bluetooth,-70
1.249,Bluetooth,-70
1.325,Bluetooth,-70
1.327,Bluetooth,-71
1.363,Bluetooth,-69
1.365,Bluetooth,-69
1.398,Bluetooth,-73
1.400,Bluetooth,-74
1.436,Bluetooth,-72
1.436,Bluetooth,-71
1.539,Bluetooth,-70
1.541,Bluetooth,-71
1.574,Bluetooth,-69
1.606,Bluetooth,-72
1.607,Bluetooth,-72
1.637,Bluetooth,-71
1.639,Bluetooth,-71
1.676,Bluetooth,-63
1.678,Bluetooth,-64
1.706,Bluetooth,-64
1.708,Bluetooth,-65
1.744,Bluetooth,-75
1.746,Bluetooth,-76
1.775,Bluetooth,-63
1.776,Bluetooth,-62
1.809,Bluetooth,-59
1.811,Bluetooth,-60
1.842,Bluetooth,-67
1.843,Bluetooth,-68
1.880,Bluetooth,-56
1.882,Bluetooth,-57
1.917,Bluetooth,-56
1.919,Bluetooth,-56
1.958,Bluetooth,-61
1.959,Bluetooth,-61
2.137,Bluetooth,-68
2.138,Bluetooth,-67
2.173,Bluetooth,-61
2.209,Bluetooth,-60
2.211,Bluetooth,-60
2.242,Bluetooth,-75
2.283,Bluetooth,-61
2.324,Bluetooth,-60
2.325,Bluetooth,-60
2.359,Bluetooth,-64
2.400,Bluetooth,-62
2.401,Bluetooth,-62
2.433,Bluetooth,-55
2.434,Bluetooth,-55
2.466,Bluetooth,-56
2.467,Bluetooth,-55
2.535,Bluetooth,-66
2.536,Bluetooth,-66
2.567,Bluetooth,-58
2.568,Bluetooth,-58
2.599,Bluetooth,-62
2.601,Bluetooth,-62
2.635,Bluetooth,-60
2.636,Bluetooth,-60
2.703,Bluetooth,-60
2.704,Bluetooth,-60
2.740,Bluetooth,-60
2.742,Bluetooth,-61
2.777,Bluetooth,-58
2.779,Bluetooth,-58
2.808,Bluetooth,-58
2.809,Bluetooth,-59
2.841,Bluetooth,-59
2.843,Bluetooth,-58
2.914,Bluetooth,-60
2.916,Bluetooth,-59
2.984,Bluetooth,-59
2.986,Bluetooth,-58
3.024,Bluetooth,-57
3.025,Bluetooth,-58
3.061,Bluetooth,-60
3.062,Bluetooth,-61
