Distance,10.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-62
0.001,Bluetooth,-62
0.036,Bluetooth,-64
0.037,Bluetooth,-64
0.099,Bluetooth,-62
0.100,Bluetooth,-62
0.129,Bluetooth,-65
0.130,Bluetooth,-65
0.220,Bluetooth,-62
0.221,Bluetooth,-63
0.253,Bluetooth,-66
0.255,Bluetooth,-64
0.288,Bluetooth,-63
0.289,Bluetooth,-61
0.384,Bluetooth,-62
0.445,Bluetooth,-64
0.447,Bluetooth,-65
0.510,Bluetooth,-62
0.511,Bluetooth,-62
0.540,Bluetooth,-65
0.541,Bluetooth,-65
0.607,Bluetooth,-62
0.608,Bluetooth,-62
0.638,Bluetooth,-66
0.639,Bluetooth,-66
0.701,Bluetooth,-63
0.702,Bluetooth,-62
0.731,Bluetooth,-65
0.732,Bluetooth,-65
0.798,Bluetooth,-62
0.799,Bluetooth,-63
0.828,Bluetooth,-65
0.829,Bluetooth,-65
0.872,Bluetooth,-70
0.894,Bluetooth,-62
0.895,Bluetooth,-62
0.926,Bluetooth,-65
0.927,Bluetooth,-65
0.956,Bluetooth,-66
0.958,Bluetooth,-66
0.988,Bluetooth,-62
0.989,Bluetooth,-62
1.047,Bluetooth,-65
1.048,Bluetooth,-65
1.143,Bluetooth,-65
1.144,Bluetooth,-66
1.207,Bluetooth,-62
1.208,Bluetooth,-61
1.237,Bluetooth,-66
1.238,Bluetooth,-66
1.301,Bluetooth,-63
1.302,Bluetooth,-62
1.332,Bluetooth,-66
1.333,Bluetooth,-66
1.393,Bluetooth,-61
1.394,Bluetooth,-62
1.423,Bluetooth,-66
1.424,Bluetooth,-66
1.516,Bluetooth,-62
1.517,Bluetooth,-62
1.553,Bluetooth,-66
1.554,Bluetooth,-66
1.585,Bluetooth,-62
1.586,Bluetooth,-62
1.650,Bluetooth,-66
1.651,Bluetooth,-66
1.714,Bluetooth,-61
1.716,Bluetooth,-62
1.744,Bluetooth,-66
1.746,Bluetooth,-66
1.807,Bluetooth,-62
1.808,Bluetooth,-62
1.840,Bluetooth,-65
1.842,Bluetooth,-65
1.905,Bluetooth,-63
1.906,Bluetooth,-62
1.936,Bluetooth,-66
1.937,Bluetooth,-66
1.998,Bluetooth,-62
1.999,Bluetooth,-62
2.031,Bluetooth,-66
2.032,Bluetooth,-66
2.090,Bluetooth,-63
2.091,Bluetooth,-62
2.149,Bluetooth,-67
2.151,Bluetooth,-66
