Distance,6.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-58
0.001,Bluetooth,-58
0.072,Bluetooth,-64
0.074,Bluetooth,-65
0.110,Bluetooth,-60
0.112,Bluetooth,-60
0.146,Bluetooth,-60
0.214,Bluetooth,-64
0.215,Bluetooth,-62
0.253,Bluetooth,-62
0.256,Bluetooth,-61
0.290,Bluetooth,-61
0.292,Bluetooth,-63
0.422,Bluetooth,-64
0.460,Bluetooth,-56
0.462,Bluetooth,-57
0.498,Bluetooth,-63
0.500,Bluetooth,-65
0.566,Bluetooth,-66
0.568,Bluetooth,-66
0.626,Bluetooth,-60
0.627,Bluetooth,-60
0.660,Bluetooth,-60
0.730,Bluetooth,-59
0.768,Bluetooth,-59
0.770,Bluetooth,-57
0.806,Bluetooth,-61
0.838,Bluetooth,-64
0.840,Bluetooth,-63
0.876,Bluetooth,-58
0.877,Bluetooth,-58
0.940,Bluetooth,-61
0.942,Bluetooth,-61
0.975,Bluetooth,-61
0.977,Bluetooth,-61
1.015,Bluetooth,-58
1.017,Bluetooth,-59
1.081,Bluetooth,-56
1.083,Bluetooth,-57
1.114,Bluetooth,-61
1.181,Bluetooth,-57
1.183,Bluetooth,-58
1.211,Bluetooth,-59
1.214,Bluetooth,-61
1.283,Bluetooth,-59
1.285,Bluetooth,-58
1.314,Bluetooth,-56
1.316,Bluetooth,-57
1.352,Bluetooth,-57
1.354,Bluetooth,-56
1.422,Bluetooth,-58
1.424,Bluetooth,-59
1.568,Bluetooth,-59
1.570,Bluetooth,-60
1.743,Bluetooth,-62
1.745,Bluetooth,-63
1.774,Bluetooth,-57
1.776,Bluetooth,-58
1.808,Bluetooth,-56
1.810,Bluetooth,-56
1.846,Bluetooth,-56
1.848,Bluetooth,-56
1.945,Bluetooth,-58
2.055,Bluetooth,-59
2.057,Bluetooth,-59
2.088,Bluetooth,-58
2.193,Bluetooth,-57
2.262,Bluetooth,-56
2.264,Bluetooth,-55
2.300,Bluetooth,-59
2.302,Bluetooth,-60
2.335,Bluetooth,-58
2.337,Bluetooth,-58
2.442,Bluetooth,-58
2.444,Bluetooth,-59
2.479,Bluetooth,-56
2.481,Bluetooth,-56
2.511,Bluetooth,-59
2.514,Bluetooth,-59
2.540,Bluetooth,-56
2.580,Bluetooth,-59
2.583,Bluetooth,-59
2.622,Bluetooth,-60
2.622,Bluetooth,-59
2.729,Bluetooth,-60
2.731,Bluetooth,-60
2.768,Bluetooth,-55
2.770,Bluetooth,-56
2.845,Bluetooth,-60
2.877,Bluetooth,-60
2.879,Bluetooth,-60
2.907,Bluetooth,-60
2.937,Bluetooth,-57
2.939,Bluetooth,-57
2.974,Bluetooth,-60
2.976,Bluetooth,-61
3.004,Bluetooth,-61
3.006,Bluetooth,-60
3.071,Bluetooth,-59
3.073,Bluetooth,-56
3.143,Bluetooth,-60
3.211,Bluetooth,-60
3.213,Bluetooth,-60
3.245,Bluetooth,-58
3.247,Bluetooth,-57
3.286,Bluetooth,-60
3.288,Bluetooth,-60
3.322,Bluetooth,-61
3.324,Bluetooth,-60
3.352,Bluetooth,-60
3.354,Bluetooth,-60
3.389,Bluetooth,-58
3.392,Bluetooth,-58
3.422,Bluetooth,-57
3.497,Bluetooth,-61
3.499,Bluetooth,-59
3.671,Bluetooth,-58
3.673,Bluetooth,-58
3.706,Bluetooth,-62
3.708,Bluetooth,-61
3.736,Bluetooth,-61
3.774,Bluetooth,-61
3.777,Bluetooth,-62
3.879,Bluetooth,-59
3.915,Bluetooth,-60
3.917,Bluetooth,-60
3.955,Bluetooth,-57
3.957,Bluetooth,-57
33.464,Bluetooth,-72
33.466,Bluetooth,-72
33.503,Bluetooth,-58
33.504,Bluetooth,-59
33.544,Bluetooth,-68
33.546,Bluetooth,-68
33.575,Bluetooth,-71
33.577,Bluetooth,-71
33.614,Bluetooth,-58
33.616,Bluetooth,-59
33.723,Bluetooth,-68
33.897,Bluetooth,-67
33.899,Bluetooth,-68
33.928,Bluetooth,-68
33.930,Bluetooth,-68
33.963,Bluetooth,-58
33.965,Bluetooth,-59
34.004,Bluetooth,-68
34.006,Bluetooth,-68
34.037,Bluetooth,-68
34.106,Bluetooth,-68
34.108,Bluetooth,-66
34.140,Bluetooth,-59
34.143,Bluetooth,-59
34.180,Bluetooth,-69
34.182,Bluetooth,-68
34.218,Bluetooth,-68
34.219,Bluetooth,-69
34.313,Bluetooth,-68
34.315,Bluetooth,-68
34.345,Bluetooth,-58
34.477,Bluetooth,-67
34.536,Bluetooth,-68
34.538,Bluetooth,-69
34.567,Bluetooth,-58
34.568,Bluetooth,-57
34.600,Bluetooth,-69
34.602,Bluetooth,-68
34.639,Bluetooth,-68
34.669,Bluetooth,-67
34.671,Bluetooth,-68
34.698,Bluetooth,-69
34.736,Bluetooth,-58
34.738,Bluetooth,-58
34.774,Bluetooth,-67
34.837,Bluetooth,-70
34.838,Bluetooth,-70
34.870,Bluetooth,-60
34.872,Bluetooth,-59
34.908,Bluetooth,-69
34.910,Bluetooth,-68
34.945,Bluetooth,-71
35.009,Bluetooth,-74
35.011,Bluetooth,-74
35.085,Bluetooth,-69
35.087,Bluetooth,-69
35.188,Bluetooth,-75
35.189,Bluetooth,-75
35.229,Bluetooth,-60
35.301,Bluetooth,-71
35.337,Bluetooth,-75
35.339,Bluetooth,-75
35.473,Bluetooth,-74
35.476,Bluetooth,-74
35.509,Bluetooth,-60
35.511,Bluetooth,-61
35.544,Bluetooth,-71
35.576,Bluetooth,-61
35.578,Bluetooth,-59
35.615,Bluetooth,-71
35.616,Bluetooth,-76
35.647,Bluetooth,-83
35.648,Bluetooth,-83
35.685,Bluetooth,-62
35.687,Bluetooth,-61
35.723,Bluetooth,-72
35.725,Bluetooth,-72
35.755,Bluetooth,-82
35.757,Bluetooth,-82
35.880,Bluetooth,-61
35.882,Bluetooth,-62
35.914,Bluetooth,-73
35.916,Bluetooth,-73
35.948,Bluetooth,-77
35.949,Bluetooth,-77
35.980,Bluetooth,-60
35.982,Bluetooth,-60
36.127,Bluetooth,-60
36.160,Bluetooth,-60
36.162,Bluetooth,-61
36.194,Bluetooth,-74
36.196,Bluetooth,-72
36.256,Bluetooth,-74
36.259,Bluetooth,-74
36.287,Bluetooth,-61
36.289,Bluetooth,-61
36.321,Bluetooth,-73
36.324,Bluetooth,-73
36.416,Bluetooth,-73
36.418,Bluetooth,-73
36.449,Bluetooth,-74
36.554,Bluetooth,-72
36.557,Bluetooth,-73
36.590,Bluetooth,-74
36.592,Bluetooth,-74
36.697,Bluetooth,-74
36.698,Bluetooth,-74
36.738,Bluetooth,-75
36.775,Bluetooth,-61
36.808,Bluetooth,-72
36.810,Bluetooth,-72
36.841,Bluetooth,-76
36.873,Bluetooth,-61
36.875,Bluetooth,-60
36.914,Bluetooth,-72
36.916,Bluetooth,-72
36.975,Bluetooth,-76
36.977,Bluetooth,-77
37.198,Bluetooth,-62
37.200,Bluetooth,-61
37.261,Bluetooth,-75
37.264,Bluetooth,-75
37.297,Bluetooth,-61
37.299,Bluetooth,-61
37.325,Bluetooth,-74
37.362,Bluetooth,-61
37.364,Bluetooth,-61
71.867,Bluetooth,-68
71.870,Bluetooth,-69
71.907,Bluetooth,-68
71.910,Bluetooth,-69
71.947,Bluetooth,-68
71.949,Bluetooth,-68
71.976,Bluetooth,-68
71.979,Bluetooth,-69
72.041,Bluetooth,-67
72.043,Bluetooth,-68
72.082,Bluetooth,-68
72.120,Bluetooth,-66
72.260,Bluetooth,-68
72.262,Bluetooth,-68
72.294,Bluetooth,-64
72.295,Bluetooth,-64
72.393,Bluetooth,-66
72.395,Bluetooth,-67
72.429,Bluetooth,-62
72.498,Bluetooth,-70
72.500,Bluetooth,-70
72.538,Bluetooth,-63
72.540,Bluetooth,-63
72.577,Bluetooth,-63
72.580,Bluetooth,-65
72.767,Bluetooth,-62
72.769,Bluetooth,-62
72.801,Bluetooth,-77
72.803,Bluetooth,-77
72.904,Bluetooth,-65
72.906,Bluetooth,-64
72.939,Bluetooth,-78
72.980,Bluetooth,-62
72.982,Bluetooth,-62
73.048,Bluetooth,-62
73.080,Bluetooth,-63
73.082,Bluetooth,-64
73.155,Bluetooth,-62
73.187,Bluetooth,-64
73.189,Bluetooth,-63
73.223,Bluetooth,-83
73.264,Bluetooth,-62
73.266,Bluetooth,-63
73.297,Bluetooth,-63
73.298,Bluetooth,-63
73.331,Bluetooth,-62
73.369,Bluetooth,-63
73.371,Bluetooth,-63
73.473,Bluetooth,-63
73.546,Bluetooth,-62
73.575,Bluetooth,-68
73.577,Bluetooth,-67
73.617,Bluetooth,-66
73.682,Bluetooth,-67
73.758,Bluetooth,-68
73.759,Bluetooth,-69
73.794,Bluetooth,-67
73.834,Bluetooth,-64
73.837,Bluetooth,-62
73.873,Bluetooth,-68
73.876,Bluetooth,-68
73.908,Bluetooth,-67
73.978,Bluetooth,-67
73.980,Bluetooth,-67
74.008,Bluetooth,-62
74.009,Bluetooth,-64
74.081,Bluetooth,-67
74.084,Bluetooth,-67
74.114,Bluetooth,-63
74.116,Bluetooth,-63
74.182,Bluetooth,-68
74.219,Bluetooth,-68
74.358,Bluetooth,-68
74.360,Bluetooth,-68
74.422,Bluetooth,-63
74.424,Bluetooth,-64
74.457,Bluetooth,-67
74.528,Bluetooth,-69
74.564,Bluetooth,-67
74.566,Bluetooth,-67
74.604,Bluetooth,-63
74.606,Bluetooth,-63
74.639,Bluetooth,-68
74.641,Bluetooth,-68
74.740,Bluetooth,-63
74.743,Bluetooth,-63
74.769,Bluetooth,-67
74.771,Bluetooth,-67
74.833,Bluetooth,-68
74.863,Bluetooth,-67
74.865,Bluetooth,-67
74.902,Bluetooth,-69
74.903,Bluetooth,-68
74.975,Bluetooth,-67
74.977,Bluetooth,-66
75.046,Bluetooth,-68
75.048,Bluetooth,-67
75.075,Bluetooth,-63
75.104,Bluetooth,-68
75.104,Bluetooth,-67
75.141,Bluetooth,-64
75.171,Bluetooth,-67
75.203,Bluetooth,-67
75.204,Bluetooth,-66
75.340,Bluetooth,-67
75.379,Bluetooth,-64
75.381,Bluetooth,-63
75.418,Bluetooth,-69
75.419,Bluetooth,-68
75.451,Bluetooth,-68
75.486,Bluetooth,-69
75.488,Bluetooth,-68
75.557,Bluetooth,-63
75.559,Bluetooth,-63
75.587,Bluetooth,-68
75.628,Bluetooth,-66
75.629,Bluetooth,-67
75.660,Bluetooth,-63
75.662,Bluetooth,-63
75.731,Bluetooth,-67
75.834,Bluetooth,-63
75.836,Bluetooth,-63
111.865,Bluetooth,-72
111.867,Bluetooth,-73
111.940,Bluetooth,-72
111.942,Bluetooth,-72
111.977,Bluetooth,-70
111.979,Bluetooth,-71
112.015,Bluetooth,-72
112.018,Bluetooth,-71
112.084,Bluetooth,-72
112.085,Bluetooth,-73
112.118,Bluetooth,-73
112.119,Bluetooth,-75
112.197,Bluetooth,-69
112.199,Bluetooth,-70
112.274,Bluetooth,-65
112.276,Bluetooth,-66
112.298,Bluetooth,-70
112.300,Bluetooth,-71
112.337,Bluetooth,-78
112.372,Bluetooth,-75
112.374,Bluetooth,-75
112.405,Bluetooth,-74
112.407,Bluetooth,-73
112.445,Bluetooth,-68
112.447,Bluetooth,-67
112.542,Bluetooth,-72
112.544,Bluetooth,-72
112.610,Bluetooth,-76
112.612,Bluetooth,-77
112.641,Bluetooth,-69
112.671,Bluetooth,-75
112.673,Bluetooth,-75
112.709,Bluetooth,-70
112.711,Bluetooth,-71
112.746,Bluetooth,-69
112.749,Bluetooth,-69
112.882,Bluetooth,-70
112.885,Bluetooth,-69
112.914,Bluetooth,-76
112.917,Bluetooth,-77
112.948,Bluetooth,-69
112.980,Bluetooth,-79
112.983,Bluetooth,-79
113.009,Bluetooth,-70
113.012,Bluetooth,-70
113.051,Bluetooth,-69
113.053,Bluetooth,-69
113.120,Bluetooth,-70
113.122,Bluetooth,-70
113.228,Bluetooth,-76
113.295,Bluetooth,-73
113.298,Bluetooth,-72
113.393,Bluetooth,-70
113.395,Bluetooth,-71
113.498,Bluetooth,-70
113.531,Bluetooth,-66
113.563,Bluetooth,-71
113.564,Bluetooth,-70
113.598,Bluetooth,-72
113.601,Bluetooth,-73
113.742,Bluetooth,-74
113.781,Bluetooth,-69
113.783,Bluetooth,-68
113.844,Bluetooth,-71
113.921,Bluetooth,-75
113.959,Bluetooth,-70
113.961,Bluetooth,-70
113.990,Bluetooth,-72
113.993,Bluetooth,-71
114.024,Bluetooth,-73
114.026,Bluetooth,-73
114.062,Bluetooth,-72
114.065,Bluetooth,-71
114.122,Bluetooth,-74
114.161,Bluetooth,-72
114.164,Bluetooth,-71
114.236,Bluetooth,-74
114.238,Bluetooth,-74
114.273,Bluetooth,-74
114.275,Bluetooth,-74
114.375,Bluetooth,-75
114.378,Bluetooth,-75
114.413,Bluetooth,-78
114.414,Bluetooth,-79
114.448,Bluetooth,-75
114.514,Bluetooth,-81
114.515,Bluetooth,-81
114.544,Bluetooth,-76
114.547,Bluetooth,-76
114.581,Bluetooth,-77
114.583,Bluetooth,-76
114.621,Bluetooth,-80
114.624,Bluetooth,-80
114.695,Bluetooth,-67
114.698,Bluetooth,-67
114.766,Bluetooth,-76
114.768,Bluetooth,-78
114.802,Bluetooth,-67
114.804,Bluetooth,-68
114.844,Bluetooth,-72
114.846,Bluetooth,-73
114.877,Bluetooth,-80
114.879,Bluetooth,-80
115.231,Bluetooth,-71
115.233,Bluetooth,-70
115.265,Bluetooth,-69
115.267,Bluetooth,-68
115.303,Bluetooth,-80
115.334,Bluetooth,-71
115.369,Bluetooth,-77
115.372,Bluetooth,-78
115.403,Bluetooth,-69
115.406,Bluetooth,-70
115.434,Bluetooth,-78
115.436,Bluetooth,-77
115.502,Bluetooth,-83
115.505,Bluetooth,-82
115.540,Bluetooth,-67
115.542,Bluetooth,-67
115.622,Bluetooth,-74
215.026,Bluetooth,-60
215.029,Bluetooth,-61
215.061,Bluetooth,-64
215.102,Bluetooth,-66
215.103,Bluetooth,-66
215.176,Bluetooth,-61
215.179,Bluetooth,-59
215.250,Bluetooth,-60
215.320,Bluetooth,-63
215.322,Bluetooth,-63
215.355,Bluetooth,-59
215.357,Bluetooth,-59
215.395,Bluetooth,-67
215.397,Bluetooth,-69
215.493,Bluetooth,-65
215.496,Bluetooth,-65
215.558,Bluetooth,-64
