Distance,4.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-75
0.002,Bluetooth,-75
0.032,Bluetooth,-66
0.033,Bluetooth,-67
0.067,Bluetooth,-75
0.068,Bluetooth,-74
0.128,Bluetooth,-74
0.129,Bluetooth,-74
0.158,Bluetooth,-68
0.159,Bluetooth,-67
0.192,Bluetooth,-76
0.192,Bluetooth,-75
0.222,Bluetooth,-75
0.223,Bluetooth,-75
0.255,Bluetooth,-67
0.256,Bluetooth,-68
0.290,Bluetooth,-66
0.291,Bluetooth,-66
0.321,Bluetooth,-74
0.322,Bluetooth,-74
0.355,Bluetooth,-74
0.356,Bluetooth,-75
0.387,Bluetooth,-67
0.388,Bluetooth,-67
0.419,Bluetooth,-75
0.421,Bluetooth,-73
0.483,Bluetooth,-76
0.485,Bluetooth,-75
0.515,Bluetooth,-68
0.516,Bluetooth,-67
0.550,Bluetooth,-74
0.551,Bluetooth,-74
0.579,Bluetooth,-75
0.580,Bluetooth,-75
0.613,Bluetooth,-75
0.614,Bluetooth,-74
0.646,Bluetooth,-66
0.647,Bluetooth,-66
0.678,Bluetooth,-73
0.679,Bluetooth,-73
0.706,Bluetooth,-74
0.708,Bluetooth,-76
0.740,Bluetooth,-67
0.741,Bluetooth,-67
0.773,Bluetooth,-67
0.776,Bluetooth,-67
0.803,Bluetooth,-74
0.804,Bluetooth,-73
0.832,Bluetooth,-74
0.833,Bluetooth,-75
0.863,Bluetooth,-66
0.864,Bluetooth,-67
0.894,Bluetooth,-67
0.895,Bluetooth,-67
0.924,Bluetooth,-74
0.925,Bluetooth,-73
0.953,Bluetooth,-75
0.954,Bluetooth,-75
0.991,Bluetooth,-67
0.992,Bluetooth,-67
1.026,Bluetooth,-74
1.027,Bluetooth,-73
1.091,Bluetooth,-75
1.092,Bluetooth,-76
1.120,Bluetooth,-66
1.121,Bluetooth,-67
1.150,Bluetooth,-74
1.151,Bluetooth,-72
1.182,Bluetooth,-75
1.183,Bluetooth,-75
1.212,Bluetooth,-76
1.213,Bluetooth,-74
1.242,Bluetooth,-67
1.244,Bluetooth,-66
1.276,Bluetooth,-75
1.277,Bluetooth,-74
1.304,Bluetooth,-74
1.305,Bluetooth,-75
1.338,Bluetooth,-67
1.341,Bluetooth,-67
1.370,Bluetooth,-67
1.371,Bluetooth,-66
1.406,Bluetooth,-72
1.408,Bluetooth,-73
1.434,Bluetooth,-75
1.436,Bluetooth,-74
1.467,Bluetooth,-67
1.468,Bluetooth,-67
1.500,Bluetooth,-73
1.502,Bluetooth,-74
1.531,Bluetooth,-73
1.532,Bluetooth,-73
1.561,Bluetooth,-77
1.562,Bluetooth,-76
1.595,Bluetooth,-67
1.595,Bluetooth,-66
1.629,Bluetooth,-75
1.631,Bluetooth,-74
1.660,Bluetooth,-75
1.661,Bluetooth,-75
1.725,Bluetooth,-66
1.725,Bluetooth,-66
1.756,Bluetooth,-73
1.757,Bluetooth,-73
1.788,Bluetooth,-74
1.789,Bluetooth,-75
1.819,Bluetooth,-67
1.819,Bluetooth,-67
1.849,Bluetooth,-67
1.849,Bluetooth,-66
1.880,Bluetooth,-73
1.880,Bluetooth,-73
1.910,Bluetooth,-76
1.911,Bluetooth,-76
1.946,Bluetooth,-66
1.947,Bluetooth,-68
1.981,Bluetooth,-73
1.982,Bluetooth,-73
2.011,Bluetooth,-73
2.012,Bluetooth,-74
2.045,Bluetooth,-76
