Distance,4.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-75
0.001,Bluetooth,-74
0.030,Bluetooth,-68
0.031,Bluetooth,-67
0.064,Bluetooth,-77
0.064,Bluetooth,-75
0.094,Bluetooth,-75
0.095,Bluetooth,-75
0.127,Bluetooth,-67
0.128,Bluetooth,-67
0.162,Bluetooth,-67
0.163,Bluetooth,-66
0.193,Bluetooth,-73
0.194,Bluetooth,-73
0.227,Bluetooth,-76
0.228,Bluetooth,-75
0.259,Bluetooth,-67
0.260,Bluetooth,-68
0.291,Bluetooth,-74
0.293,Bluetooth,-73
0.355,Bluetooth,-75
0.357,Bluetooth,-75
0.387,Bluetooth,-67
0.388,Bluetooth,-67
0.422,Bluetooth,-74
0.423,Bluetooth,-74
0.451,Bluetooth,-74
0.452,Bluetooth,-74
0.485,Bluetooth,-75
0.486,Bluetooth,-75
0.518,Bluetooth,-66
0.519,Bluetooth,-66
0.550,Bluetooth,-75
0.551,Bluetooth,-73
0.578,Bluetooth,-75
0.580,Bluetooth,-75
0.612,Bluetooth,-66
0.613,Bluetooth,-67
0.645,Bluetooth,-67
0.648,Bluetooth,-68
0.675,Bluetooth,-75
0.676,Bluetooth,-73
0.704,Bluetooth,-75
0.705,Bluetooth,-75
0.735,Bluetooth,-66
0.736,Bluetooth,-67
0.766,Bluetooth,-66
0.767,Bluetooth,-67
0.796,Bluetooth,-74
0.797,Bluetooth,-74
0.825,Bluetooth,-74
0.826,Bluetooth,-75
0.863,Bluetooth,-66
0.864,Bluetooth,-68
0.898,Bluetooth,-75
0.899,Bluetooth,-73
0.963,Bluetooth,-76
0.964,Bluetooth,-76
0.992,Bluetooth,-67
0.993,Bluetooth,-68
1.022,Bluetooth,-73
1.023,Bluetooth,-72
1.054,Bluetooth,-75
1.055,Bluetooth,-75
1.084,Bluetooth,-75
1.085,Bluetooth,-76
1.114,Bluetooth,-66
1.116,Bluetooth,-66
1.148,Bluetooth,-73
1.149,Bluetooth,-73
1.176,Bluetooth,-75
1.177,Bluetooth,-76
1.210,Bluetooth,-67
1.213,Bluetooth,-66
1.242,Bluetooth,-67
1.243,Bluetooth,-67
1.278,Bluetooth,-73
1.280,Bluetooth,-73
1.306,Bluetooth,-75
1.308,Bluetooth,-76
1.339,Bluetooth,-67
1.340,Bluetooth,-67
1.372,Bluetooth,-72
1.374,Bluetooth,-74
1.403,Bluetooth,-72
1.404,Bluetooth,-73
1.433,Bluetooth,-75
1.434,Bluetooth,-75
1.467,Bluetooth,-67
1.467,Bluetooth,-67
1.501,Bluetooth,-75
1.503,Bluetooth,-72
1.532,Bluetooth,-75
1.533,Bluetooth,-75
1.597,Bluetooth,-67
1.597,Bluetooth,-66
1.628,Bluetooth,-73
1.629,Bluetooth,-73
1.660,Bluetooth,-75
1.661,Bluetooth,-75
1.691,Bluetooth,-67
1.691,Bluetooth,-67
1.721,Bluetooth,-68
1.721,Bluetooth,-65
1.752,Bluetooth,-74
1.752,Bluetooth,-72
1.782,Bluetooth,-75
1.783,Bluetooth,-75
1.818,Bluetooth,-68
1.819,Bluetooth,-66
1.853,Bluetooth,-72
1.854,Bluetooth,-72
1.883,Bluetooth,-72
1.884,Bluetooth,-74
1.917,Bluetooth,-76
1.918,Bluetooth,-76
