Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-58
0.002,Bluetooth,-57
0.032,Bluetooth,-59
0.034,Bluetooth,-57
0.070,Bluetooth,-59
0.072,Bluetooth,-59
0.135,Bluetooth,-58
0.170,Bluetooth,-59
0.172,Bluetooth,-58
0.206,Bluetooth,-57
0.245,Bluetooth,-59
0.247,Bluetooth,-59
0.283,Bluetooth,-58
0.285,Bluetooth,-57
0.316,Bluetooth,-59
0.319,Bluetooth,-58
0.352,Bluetooth,-58
0.354,Bluetooth,-59
0.492,Bluetooth,-60
0.573,Bluetooth,-58
0.610,Bluetooth,-58
0.612,Bluetooth,-58
0.680,Bluetooth,-59
0.682,Bluetooth,-59
0.711,Bluetooth,-57
0.743,Bluetooth,-59
0.745,Bluetooth,-57
0.783,Bluetooth,-59
0.785,Bluetooth,-59
0.813,Bluetooth,-58
0.815,Bluetooth,-57
0.881,Bluetooth,-57
0.883,Bluetooth,-58
0.937,Bluetooth,-59
0.940,Bluetooth,-58
0.981,Bluetooth,-57
0.983,Bluetooth,-57
1.049,Bluetooth,-57
1.052,Bluetooth,-59
1.079,Bluetooth,-59
1.117,Bluetooth,-58
1.152,Bluetooth,-58
1.154,Bluetooth,-58
1.190,Bluetooth,-60
1.192,Bluetooth,-59
1.222,Bluetooth,-58
1.224,Bluetooth,-59
1.257,Bluetooth,-59
1.259,Bluetooth,-57
1.288,Bluetooth,-59
1.290,Bluetooth,-59
1.358,Bluetooth,-60
1.359,Bluetooth,-60
1.391,Bluetooth,-58
1.393,Bluetooth,-58
1.496,Bluetooth,-59
1.498,Bluetooth,-59
1.533,Bluetooth,-59
1.535,Bluetooth,-58
1.566,Bluetooth,-58
1.568,Bluetooth,-58
1.601,Bluetooth,-59
1.603,Bluetooth,-59
1.636,Bluetooth,-58
1.639,Bluetooth,-59
1.711,Bluetooth,-59
1.748,Bluetooth,-58
1.751,Bluetooth,-58
1.825,Bluetooth,-59
1.853,Bluetooth,-58
1.854,Bluetooth,-58
1.891,Bluetooth,-59
1.891,Bluetooth,-59
1.930,Bluetooth,-60
1.931,Bluetooth,-59
2.001,Bluetooth,-60
2.108,Bluetooth,-59
2.110,Bluetooth,-59
2.140,Bluetooth,-60
2.143,Bluetooth,-60
2.285,Bluetooth,-60
2.287,Bluetooth,-61
2.321,Bluetooth,-60
2.353,Bluetooth,-58
2.354,Bluetooth,-58
2.386,Bluetooth,-60
2.389,Bluetooth,-60
2.421,Bluetooth,-60
2.423,Bluetooth,-60
2.450,Bluetooth,-58
2.452,Bluetooth,-58
2.615,Bluetooth,-58
2.645,Bluetooth,-58
2.647,Bluetooth,-58
2.684,Bluetooth,-60
2.686,Bluetooth,-61
2.718,Bluetooth,-58
2.720,Bluetooth,-60
2.753,Bluetooth,-58
2.754,Bluetooth,-57
2.789,Bluetooth,-60
2.790,Bluetooth,-60
2.895,Bluetooth,-57
2.928,Bluetooth,-57
2.930,Bluetooth,-56
2.994,Bluetooth,-62
2.995,Bluetooth,-62
3.103,Bluetooth,-61
3.103,Bluetooth,-63
3.140,Bluetooth,-67
3.142,Bluetooth,-68
3.175,Bluetooth,-64
3.177,Bluetooth,-63
3.209,Bluetooth,-69
3.249,Bluetooth,-63
3.251,Bluetooth,-63
3.286,Bluetooth,-61
3.288,Bluetooth,-60
3.319,Bluetooth,-71
3.321,Bluetooth,-71
3.423,Bluetooth,-61
3.425,Bluetooth,-61
3.460,Bluetooth,-68
3.462,Bluetooth,-68
3.557,Bluetooth,-60
3.559,Bluetooth,-60
3.602,Bluetooth,-63
3.603,Bluetooth,-62
3.630,Bluetooth,-66
3.632,Bluetooth,-64
3.704,Bluetooth,-58
3.706,Bluetooth,-58
3.735,Bluetooth,-65
3.737,Bluetooth,-66
3.772,Bluetooth,-61
3.773,Bluetooth,-61
3.805,Bluetooth,-59
3.836,Bluetooth,-61
3.838,Bluetooth,-63
3.869,Bluetooth,-60
3.871,Bluetooth,-60
3.935,Bluetooth,-72
3.936,Bluetooth,-71
3.965,Bluetooth,-64
3.967,Bluetooth,-63
20.010,Bluetooth,-76
20.078,Bluetooth,-74
20.080,Bluetooth,-74
20.112,Bluetooth,-67
20.114,Bluetooth,-67
20.143,Bluetooth,-74
20.146,Bluetooth,-73
20.177,Bluetooth,-71
20.179,Bluetooth,-72
20.208,Bluetooth,-72
20.209,Bluetooth,-72
20.242,Bluetooth,-68
20.244,Bluetooth,-67
20.320,Bluetooth,-66
20.356,Bluetooth,-71
20.424,Bluetooth,-70
20.426,Bluetooth,-69
20.464,Bluetooth,-70
20.560,Bluetooth,-66
20.596,Bluetooth,-66
20.694,Bluetooth,-68
20.695,Bluetooth,-69
20.756,Bluetooth,-65
20.758,Bluetooth,-66
20.980,Bluetooth,-66
20.982,Bluetooth,-66
21.018,Bluetooth,-68
21.053,Bluetooth,-64
21.055,Bluetooth,-64
21.117,Bluetooth,-67
21.119,Bluetooth,-67
21.250,Bluetooth,-63
21.253,Bluetooth,-62
21.355,Bluetooth,-70
21.395,Bluetooth,-61
21.397,Bluetooth,-63
21.431,Bluetooth,-66
21.433,Bluetooth,-66
21.499,Bluetooth,-70
21.532,Bluetooth,-62
21.573,Bluetooth,-67
21.575,Bluetooth,-66
21.611,Bluetooth,-70
21.613,Bluetooth,-70
21.682,Bluetooth,-63
21.684,Bluetooth,-63
21.715,Bluetooth,-65
21.751,Bluetooth,-68
21.816,Bluetooth,-65
21.845,Bluetooth,-65
21.848,Bluetooth,-65
21.882,Bluetooth,-66
21.885,Bluetooth,-66
21.918,Bluetooth,-67
22.134,Bluetooth,-69
22.136,Bluetooth,-68
22.275,Bluetooth,-70
22.277,Bluetooth,-70
22.350,Bluetooth,-66
22.352,Bluetooth,-66
22.416,Bluetooth,-65
22.457,Bluetooth,-70
22.489,Bluetooth,-68
22.490,Bluetooth,-70
22.526,Bluetooth,-65
22.528,Bluetooth,-64
22.557,Bluetooth,-70
22.558,Bluetooth,-70
22.665,Bluetooth,-66
22.702,Bluetooth,-70
22.734,Bluetooth,-70
22.736,Bluetooth,-70
22.772,Bluetooth,-67
22.774,Bluetooth,-67
22.986,Bluetooth,-67
22.988,Bluetooth,-69
23.020,Bluetooth,-68
23.055,Bluetooth,-68
23.088,Bluetooth,-66
23.090,Bluetooth,-67
23.129,Bluetooth,-65
23.132,Bluetooth,-64
23.166,Bluetooth,-67
23.203,Bluetooth,-66
23.205,Bluetooth,-66
23.243,Bluetooth,-64
23.245,Bluetooth,-64
23.273,Bluetooth,-67
23.275,Bluetooth,-67
23.306,Bluetooth,-65
23.341,Bluetooth,-68
23.343,Bluetooth,-67
23.381,Bluetooth,-66
23.383,Bluetooth,-66
23.415,Bluetooth,-63
23.453,Bluetooth,-68
23.455,Bluetooth,-68
23.529,Bluetooth,-64
23.591,Bluetooth,-70
23.594,Bluetooth,-70
23.689,Bluetooth,-71
23.691,Bluetooth,-72
23.719,Bluetooth,-66
23.721,Bluetooth,-66
23.860,Bluetooth,-68
23.862,Bluetooth,-69
23.897,Bluetooth,-73
23.969,Bluetooth,-70
23.972,Bluetooth,-71
53.310,Bluetooth,-59
53.413,Bluetooth,-70
53.416,Bluetooth,-71
53.451,Bluetooth,-80
53.453,Bluetooth,-81
53.514,Bluetooth,-68
53.516,Bluetooth,-68
53.770,Bluetooth,-59
53.772,Bluetooth,-58
53.801,Bluetooth,-70
53.841,Bluetooth,-86
53.843,Bluetooth,-85
53.883,Bluetooth,-59
53.884,Bluetooth,-60
53.916,Bluetooth,-84
53.950,Bluetooth,-59
53.951,Bluetooth,-59
53.981,Bluetooth,-71
53.983,Bluetooth,-71
