Distance,10.0
TXDevice,iPhone11_Pro
TXPower,7
RXDevice,iPhoneXR
0.000,Bluetooth,-72
0.002,Bluetooth,-72
0.068,Bluetooth,-70
0.069,Bluetooth,-70
0.144,Bluetooth,-80
0.146,Bluetooth,-81
0.180,Bluetooth,-60
0.181,Bluetooth,-59
0.214,Bluetooth,-63
0.216,Bluetooth,-63
0.254,Bluetooth,-68
0.256,Bluetooth,-69
0.298,Bluetooth,-61
0.299,Bluetooth,-61
0.362,Bluetooth,-72
0.364,Bluetooth,-73
0.427,Bluetooth,-58
0.429,Bluetooth,-57
0.462,Bluetooth,-61
0.463,Bluetooth,-60
0.501,Bluetooth,-72
0.502,Bluetooth,-73
0.539,Bluetooth,-57
0.540,Bluetooth,-59
0.645,Bluetooth,-57
0.647,Bluetooth,-58
0.677,Bluetooth,-61
0.678,Bluetooth,-61
0.718,Bluetooth,-68
0.719,Bluetooth,-66
0.749,Bluetooth,-65
0.750,Bluetooth,-67
0.779,Bluetooth,-58
0.780,Bluetooth,-57
0.814,Bluetooth,-66
0.816,Bluetooth,-66
0.854,Bluetooth,-71
0.856,Bluetooth,-70
0.884,Bluetooth,-58
0.885,Bluetooth,-61
0.918,Bluetooth,-66
0.919,Bluetooth,-68
0.956,Bluetooth,-75
0.957,Bluetooth,-76
0.989,Bluetooth,-74
0.990,Bluetooth,-75
1.064,Bluetooth,-68
1.066,Bluetooth,-68
1.099,Bluetooth,-70
1.101,Bluetooth,-70
1.135,Bluetooth,-71
1.136,Bluetooth,-71
1.175,Bluetooth,-65
1.177,Bluetooth,-65
1.211,Bluetooth,-70
1.213,Bluetooth,-70
1.289,Bluetooth,-70
1.291,Bluetooth,-72
1.327,Bluetooth,-68
1.329,Bluetooth,-69
1.362,Bluetooth,-74
1.364,Bluetooth,-73
1.400,Bluetooth,-73
1.400,Bluetooth,-71
1.503,Bluetooth,-71
1.505,Bluetooth,-71
1.538,Bluetooth,-70
1.570,Bluetooth,-71
1.571,Bluetooth,-73
1.601,Bluetooth,-71
1.603,Bluetooth,-71
1.640,Bluetooth,-62
1.642,Bluetooth,-64
1.670,Bluetooth,-64
1.672,Bluetooth,-64
1.708,Bluetooth,-75
1.710,Bluetooth,-77
1.739,Bluetooth,-63
1.740,Bluetooth,-62
1.773,Bluetooth,-61
1.775,Bluetooth,-61
1.806,Bluetooth,-68
1.807,Bluetooth,-68
1.844,Bluetooth,-57
1.846,Bluetooth,-57
1.881,Bluetooth,-57
1.883,Bluetooth,-56
1.922,Bluetooth,-61
1.923,Bluetooth,-61
2.101,Bluetooth,-68
2.102,Bluetooth,-68
2.137,Bluetooth,-61
2.173,Bluetooth,-60
2.175,Bluetooth,-59
2.206,Bluetooth,-75
2.247,Bluetooth,-61
2.288,Bluetooth,-60
2.289,Bluetooth,-59
2.323,Bluetooth,-64
2.364,Bluetooth,-62
2.365,Bluetooth,-62
2.397,Bluetooth,-56
2.398,Bluetooth,-56
2.430,Bluetooth,-55
2.431,Bluetooth,-56
2.499,Bluetooth,-66
2.500,Bluetooth,-66
2.531,Bluetooth,-58
2.532,Bluetooth,-58
2.563,Bluetooth,-62
2.565,Bluetooth,-62
2.599,Bluetooth,-60
2.600,Bluetooth,-60
2.667,Bluetooth,-60
2.668,Bluetooth,-60
2.704,Bluetooth,-60
2.706,Bluetooth,-61
2.741,Bluetooth,-59
2.743,Bluetooth,-59
2.772,Bluetooth,-59
2.773,Bluetooth,-59
2.805,Bluetooth,-60
2.807,Bluetooth,-59
2.878,Bluetooth,-61
2.880,Bluetooth,-59
2.948,Bluetooth,-59
2.950,Bluetooth,-59
2.988,Bluetooth,-58
2.989,Bluetooth,-58
3.025,Bluetooth,-60
3.026,Bluetooth,-60
3.100,Bluetooth,-58
3.101,Bluetooth,-58
3.173,Bluetooth,-59
3.175,Bluetooth,-60
3.207,Bluetooth,-58
3.208,Bluetooth,-58
3.245,Bluetooth,-59
3.247,Bluetooth,-61
3.352,Bluetooth,-59
3.353,Bluetooth,-59
3.426,Bluetooth,-59
3.427,Bluetooth,-59
3.464,Bluetooth,-57
3.466,Bluetooth,-59
3.496,Bluetooth,-62
3.497,Bluetooth,-61
3.525,Bluetooth,-59
3.526,Bluetooth,-58
3.559,Bluetooth,-58
3.560,Bluetooth,-60
3.598,Bluetooth,-62
3.599,Bluetooth,-62
3.627,Bluetooth,-62
3.629,Bluetooth,-62
3.667,Bluetooth,-58
3.668,Bluetooth,-60
3.698,Bluetooth,-59
3.734,Bluetooth,-60
3.735,Bluetooth,-60
3.803,Bluetooth,-61
3.803,Bluetooth,-61
3.845,Bluetooth,-59
3.847,Bluetooth,-58
3.939,Bluetooth,-66
3.941,Bluetooth,-66
89.689,Bluetooth,-58
89.691,Bluetooth,-59
89.756,Bluetooth,-58
89.758,Bluetooth,-59
89.786,Bluetooth,-59
89.788,Bluetooth,-59
89.863,Bluetooth,-65
89.865,Bluetooth,-67
89.900,Bluetooth,-60
89.902,Bluetooth,-58
89.975,Bluetooth,-65
89.977,Bluetooth,-65
90.011,Bluetooth,-59
90.012,Bluetooth,-59
90.038,Bluetooth,-58
90.039,Bluetooth,-59
90.116,Bluetooth,-59
90.118,Bluetooth,-60
90.149,Bluetooth,-59
90.150,Bluetooth,-59
90.212,Bluetooth,-64
90.214,Bluetooth,-65
90.283,Bluetooth,-58
90.285,Bluetooth,-59
90.320,Bluetooth,-63
90.322,Bluetooth,-63
90.359,Bluetooth,-57
90.361,Bluetooth,-57
90.393,Bluetooth,-57
90.394,Bluetooth,-57
90.427,Bluetooth,-58
90.429,Bluetooth,-58
90.459,Bluetooth,-62
90.461,Bluetooth,-61
90.498,Bluetooth,-57
90.499,Bluetooth,-57
90.663,Bluetooth,-57
90.665,Bluetooth,-59
90.731,Bluetooth,-56
90.733,Bluetooth,-56
90.771,Bluetooth,-57
90.772,Bluetooth,-58
90.800,Bluetooth,-61
90.802,Bluetooth,-62
90.989,Bluetooth,-56
90.990,Bluetooth,-57
91.028,Bluetooth,-57
91.029,Bluetooth,-57
91.095,Bluetooth,-57
91.097,Bluetooth,-57
91.173,Bluetooth,-60
91.175,Bluetooth,-62
91.205,Bluetooth,-57
91.207,Bluetooth,-58
91.246,Bluetooth,-57
91.248,Bluetooth,-57
91.283,Bluetooth,-62
91.285,Bluetooth,-61
91.316,Bluetooth,-58
91.318,Bluetooth,-56
91.379,Bluetooth,-57
91.381,Bluetooth,-57
91.409,Bluetooth,-60
91.411,Bluetooth,-61
91.446,Bluetooth,-57
91.446,Bluetooth,-57
91.516,Bluetooth,-60
91.517,Bluetooth,-60
91.546,Bluetooth,-60
91.547,Bluetooth,-60
91.618,Bluetooth,-57
91.620,Bluetooth,-58
91.725,Bluetooth,-57
91.726,Bluetooth,-57
91.825,Bluetooth,-58
91.827,Bluetooth,-56
91.896,Bluetooth,-65
91.897,Bluetooth,-63
91.929,Bluetooth,-56
91.931,Bluetooth,-56
91.975,Bluetooth,-57
91.976,Bluetooth,-56
92.038,Bluetooth,-57
92.039,Bluetooth,-57
92.134,Bluetooth,-60
92.136,Bluetooth,-60
92.165,Bluetooth,-57
92.166,Bluetooth,-57
92.233,Bluetooth,-57
92.234,Bluetooth,-57
92.302,Bluetooth,-57
92.303,Bluetooth,-56
92.332,Bluetooth,-57
92.333,Bluetooth,-57
92.364,Bluetooth,-61
92.366,Bluetooth,-61
92.401,Bluetooth,-57
92.402,Bluetooth,-57
92.440,Bluetooth,-58
92.442,Bluetooth,-57
92.507,Bluetooth,-61
92.509,Bluetooth,-61
92.544,Bluetooth,-57
92.546,Bluetooth,-57
92.659,Bluetooth,-57
92.660,Bluetooth,-56
92.698,Bluetooth,-57
92.700,Bluetooth,-59
92.735,Bluetooth,-62
92.736,Bluetooth,-62
92.878,Bluetooth,-57
92.879,Bluetooth,-58
93.027,Bluetooth,-57
93.028,Bluetooth,-57
93.064,Bluetooth,-60
93.066,Bluetooth,-59
93.096,Bluetooth,-63
93.098,Bluetooth,-63
93.131,Bluetooth,-57
93.132,Bluetooth,-57
93.170,Bluetooth,-63
93.203,Bluetooth,-62
93.244,Bluetooth,-57
93.316,Bluetooth,-63
93.318,Bluetooth,-63
93.351,Bluetooth,-62
93.353,Bluetooth,-61
93.387,Bluetooth,-57
93.389,Bluetooth,-58
93.421,Bluetooth,-58
93.422,Bluetooth,-59
93.454,Bluetooth,-62
93.455,Bluetooth,-64
93.491,Bluetooth,-57
93.493,Bluetooth,-57
93.523,Bluetooth,-60
93.525,Bluetooth,-59
93.556,Bluetooth,-63
93.558,Bluetooth,-62
93.589,Bluetooth,-62
93.591,Bluetooth,-61
93.630,Bluetooth,-57
93.661,Bluetooth,-59
93.662,Bluetooth,-59
171.117,Bluetooth,-69
171.119,Bluetooth,-69
171.146,Bluetooth,-65
171.148,Bluetooth,-65
171.186,Bluetooth,-75
171.188,Bluetooth,-73
171.217,Bluetooth,-70
171.323,Bluetooth,-74
171.325,Bluetooth,-74
171.354,Bluetooth,-70
171.356,Bluetooth,-71
171.391,Bluetooth,-66
171.393,Bluetooth,-66
171.430,Bluetooth,-70
171.431,Bluetooth,-73
171.466,Bluetooth,-67
171.468,Bluetooth,-66
171.505,Bluetooth,-66
171.506,Bluetooth,-66
171.538,Bluetooth,-76
171.575,Bluetooth,-66
171.577,Bluetooth,-66
171.645,Bluetooth,-65
171.646,Bluetooth,-65
171.676,Bluetooth,-74
171.677,Bluetooth,-74
171.714,Bluetooth,-67
171.715,Bluetooth,-68
171.755,Bluetooth,-64
171.756,Bluetooth,-64
171.791,Bluetooth,-74
171.792,Bluetooth,-74
171.896,Bluetooth,-74
171.897,Bluetooth,-77
171.927,Bluetooth,-75
171.928,Bluetooth,-75
171.958,Bluetooth,-67
171.960,Bluetooth,-68
171.986,Bluetooth,-64
171.988,Bluetooth,-64
172.019,Bluetooth,-77
172.020,Bluetooth,-75
172.059,Bluetooth,-68
172.061,Bluetooth,-68
172.120,Bluetooth,-63
172.122,Bluetooth,-63
172.155,Bluetooth,-79
172.156,Bluetooth,-79
172.195,Bluetooth,-67
172.227,Bluetooth,-62
172.228,Bluetooth,-64
172.265,Bluetooth,-84
172.266,Bluetooth,-86
172.338,Bluetooth,-63
172.339,Bluetooth,-62
172.370,Bluetooth,-62
172.372,Bluetooth,-63
172.445,Bluetooth,-66
172.447,Bluetooth,-66
172.474,Bluetooth,-62
172.475,Bluetooth,-61
172.507,Bluetooth,-69
172.509,Bluetooth,-71
172.542,Bluetooth,-73
172.543,Bluetooth,-74
172.580,Bluetooth,-61
172.581,Bluetooth,-61
172.644,Bluetooth,-76
172.646,Bluetooth,-78
172.678,Bluetooth,-66
172.679,Bluetooth,-67
172.710,Bluetooth,-62
172.711,Bluetooth,-62
172.742,Bluetooth,-75
172.744,Bluetooth,-75
172.848,Bluetooth,-60
172.850,Bluetooth,-61
172.915,Bluetooth,-65
172.917,Bluetooth,-66
172.944,Bluetooth,-61
172.945,Bluetooth,-61
172.979,Bluetooth,-72
172.981,Bluetooth,-72
173.088,Bluetooth,-61
173.089,Bluetooth,-61
173.160,Bluetooth,-66
173.162,Bluetooth,-66
173.233,Bluetooth,-71
173.235,Bluetooth,-71
173.270,Bluetooth,-67
173.272,Bluetooth,-66
173.308,Bluetooth,-60
173.309,Bluetooth,-60
173.340,Bluetooth,-72
173.341,Bluetooth,-72
173.376,Bluetooth,-65
173.378,Bluetooth,-65
173.485,Bluetooth,-71
173.486,Bluetooth,-72
173.521,Bluetooth,-64
173.523,Bluetooth,-65
173.550,Bluetooth,-61
173.551,Bluetooth,-61
173.584,Bluetooth,-72
173.586,Bluetooth,-72
173.624,Bluetooth,-64
173.625,Bluetooth,-65
173.661,Bluetooth,-60
173.663,Bluetooth,-61
173.801,Bluetooth,-62
173.803,Bluetooth,-61
173.832,Bluetooth,-69
173.833,Bluetooth,-69
173.872,Bluetooth,-65
173.874,Bluetooth,-64
173.901,Bluetooth,-61
173.903,Bluetooth,-61
173.937,Bluetooth,-75
173.939,Bluetooth,-75
174.043,Bluetooth,-61
174.044,Bluetooth,-62
174.083,Bluetooth,-76
174.085,Bluetooth,-76
174.120,Bluetooth,-64
174.122,Bluetooth,-65
174.158,Bluetooth,-62
174.159,Bluetooth,-62
174.193,Bluetooth,-75
174.195,Bluetooth,-76
174.225,Bluetooth,-64
174.227,Bluetooth,-64
174.260,Bluetooth,-61
174.261,Bluetooth,-61
174.297,Bluetooth,-76
174.298,Bluetooth,-77
174.335,Bluetooth,-64
174.337,Bluetooth,-64
174.366,Bluetooth,-64
174.368,Bluetooth,-64
174.431,Bluetooth,-76
174.432,Bluetooth,-76
174.509,Bluetooth,-60
174.510,Bluetooth,-61
174.578,Bluetooth,-65
174.579,Bluetooth,-65
174.645,Bluetooth,-61
174.647,Bluetooth,-60
174.679,Bluetooth,-75
174.679,Bluetooth,-74
174.709,Bluetooth,-66
174.710,Bluetooth,-66
174.738,Bluetooth,-62
174.739,Bluetooth,-60
174.805,Bluetooth,-65
174.805,Bluetooth,-66
174.846,Bluetooth,-76
174.847,Bluetooth,-76
174.874,Bluetooth,-68
174.875,Bluetooth,-67
174.914,Bluetooth,-69
174.916,Bluetooth,-69
174.976,Bluetooth,-76
174.978,Bluetooth,-77
175.007,Bluetooth,-74
175.009,Bluetooth,-74
175.048,Bluetooth,-77
175.050,Bluetooth,-77
175.088,Bluetooth,-69
175.090,Bluetooth,-68
249.339,Bluetooth,-58
249.341,Bluetooth,-58
249.379,Bluetooth,-59
249.380,Bluetooth,-59
249.419,Bluetooth,-72
249.420,Bluetooth,-72
249.450,Bluetooth,-57
249.451,Bluetooth,-57
249.555,Bluetooth,-72
249.556,Bluetooth,-72
249.588,Bluetooth,-57
249.590,Bluetooth,-58
249.624,Bluetooth,-60
249.625,Bluetooth,-62
249.663,Bluetooth,-71
249.665,Bluetooth,-72
249.695,Bluetooth,-57
249.697,Bluetooth,-56
249.737,Bluetooth,-60
249.738,Bluetooth,-61
249.769,Bluetooth,-72
249.771,Bluetooth,-71
249.880,Bluetooth,-71
249.881,Bluetooth,-71
249.952,Bluetooth,-57
249.954,Bluetooth,-56
249.990,Bluetooth,-60
249.992,Bluetooth,-61
250.126,Bluetooth,-70
250.128,Bluetooth,-70
250.159,Bluetooth,-57
250.161,Bluetooth,-57
250.199,Bluetooth,-61
250.201,Bluetooth,-61
250.264,Bluetooth,-71
250.267,Bluetooth,-72
250.302,Bluetooth,-57
250.303,Bluetooth,-56
250.338,Bluetooth,-60
250.340,Bluetooth,-61
250.376,Bluetooth,-71
250.377,Bluetooth,-72
250.406,Bluetooth,-57
250.407,Bluetooth,-57
250.511,Bluetooth,-71
250.512,Bluetooth,-72
250.542,Bluetooth,-57
250.543,Bluetooth,-57
250.576,Bluetooth,-61
250.578,Bluetooth,-61
250.614,Bluetooth,-66
250.616,Bluetooth,-67
250.648,Bluetooth,-56
250.650,Bluetooth,-56
250.688,Bluetooth,-62
250.690,Bluetooth,-62
250.722,Bluetooth,-72
250.723,Bluetooth,-72
250.790,Bluetooth,-56
250.792,Bluetooth,-58
250.825,Bluetooth,-61
250.826,Bluetooth,-62
250.864,Bluetooth,-72
250.867,Bluetooth,-72
250.897,Bluetooth,-57
250.898,Bluetooth,-57
250.934,Bluetooth,-61
250.935,Bluetooth,-61
250.968,Bluetooth,-73
250.970,Bluetooth,-72
251.004,Bluetooth,-57
251.005,Bluetooth,-58
251.043,Bluetooth,-61
251.044,Bluetooth,-60
251.145,Bluetooth,-58
251.147,Bluetooth,-58
251.218,Bluetooth,-76
251.220,Bluetooth,-75
251.257,Bluetooth,-58
251.258,Bluetooth,-58
251.310,Bluetooth,-62
251.311,Bluetooth,-61
251.343,Bluetooth,-77
251.344,Bluetooth,-77
251.374,Bluetooth,-59
251.375,Bluetooth,-58
251.413,Bluetooth,-61
251.414,Bluetooth,-60
251.449,Bluetooth,-76
251.451,Bluetooth,-76
251.486,Bluetooth,-58
251.488,Bluetooth,-58
251.564,Bluetooth,-77
251.566,Bluetooth,-77
251.625,Bluetooth,-58
251.627,Bluetooth,-58
251.657,Bluetooth,-61
251.658,Bluetooth,-61
251.698,Bluetooth,-79
251.700,Bluetooth,-78
251.728,Bluetooth,-58
251.729,Bluetooth,-59
251.763,Bluetooth,-60
251.765,Bluetooth,-60
251.829,Bluetooth,-77
251.830,Bluetooth,-77
251.867,Bluetooth,-59
251.869,Bluetooth,-59
251.906,Bluetooth,-60
251.907,Bluetooth,-62
251.937,Bluetooth,-76
251.938,Bluetooth,-77
251.966,Bluetooth,-58
251.968,Bluetooth,-58
252.071,Bluetooth,-78
252.098,Bluetooth,-58
252.100,Bluetooth,-58
252.211,Bluetooth,-58
252.213,Bluetooth,-58
252.245,Bluetooth,-61
252.246,Bluetooth,-61
252.279,Bluetooth,-74
252.281,Bluetooth,-74
252.353,Bluetooth,-57
252.354,Bluetooth,-58
252.430,Bluetooth,-75
252.466,Bluetooth,-57
252.468,Bluetooth,-58
252.535,Bluetooth,-73
252.537,Bluetooth,-74
252.626,Bluetooth,-61
252.627,Bluetooth,-59
252.660,Bluetooth,-73
252.662,Bluetooth,-73
252.689,Bluetooth,-57
252.690,Bluetooth,-57
252.728,Bluetooth,-61
252.730,Bluetooth,-60
252.766,Bluetooth,-73
252.768,Bluetooth,-74
252.831,Bluetooth,-56
252.833,Bluetooth,-57
252.862,Bluetooth,-61
252.863,Bluetooth,-59
252.903,Bluetooth,-72
252.905,Bluetooth,-73
252.935,Bluetooth,-57
252.937,Bluetooth,-57
252.968,Bluetooth,-60
252.970,Bluetooth,-61
253.003,Bluetooth,-72
253.004,Bluetooth,-73
253.067,Bluetooth,-57
253.106,Bluetooth,-61
253.107,Bluetooth,-60
253.143,Bluetooth,-72
253.144,Bluetooth,-72
253.181,Bluetooth,-57
253.183,Bluetooth,-57
