Distance,6.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhoneXR
0.006,Bluetooth,-76
0.008,Bluetooth,-77
0.039,Bluetooth,-76
0.040,Bluetooth,-74
0.073,Bluetooth,-81
0.075,Bluetooth,-81
0.107,Bluetooth,-76
0.109,Bluetooth,-76
0.136,Bluetooth,-76
0.138,Bluetooth,-77
0.166,Bluetooth,-77
0.168,Bluetooth,-77
0.197,Bluetooth,-77
0.199,Bluetooth,-76
0.229,Bluetooth,-76
0.231,Bluetooth,-75
0.260,Bluetooth,-73
0.262,Bluetooth,-71
0.290,Bluetooth,-72
0.292,Bluetooth,-73
0.359,Bluetooth,-76
0.360,Bluetooth,-75
0.382,Bluetooth,-72
0.449,Bluetooth,-71
0.450,Bluetooth,-72
0.484,Bluetooth,-70
0.485,Bluetooth,-70
0.548,Bluetooth,-71
0.549,Bluetooth,-71
0.582,Bluetooth,-70
0.584,Bluetooth,-69
0.644,Bluetooth,-74
0.645,Bluetooth,-76
0.680,Bluetooth,-73
0.682,Bluetooth,-74
0.714,Bluetooth,-70
0.715,Bluetooth,-71
0.743,Bluetooth,-79
0.744,Bluetooth,-78
0.806,Bluetooth,-75
0.807,Bluetooth,-75
0.865,Bluetooth,-80
0.867,Bluetooth,-81
0.898,Bluetooth,-76
0.929,Bluetooth,-76
0.931,Bluetooth,-76
0.960,Bluetooth,-70
0.962,Bluetooth,-71
0.989,Bluetooth,-81
0.990,Bluetooth,-81
1.023,Bluetooth,-77
1.026,Bluetooth,-76
1.118,Bluetooth,-80
1.119,Bluetooth,-80
1.148,Bluetooth,-77
1.150,Bluetooth,-77
1.243,Bluetooth,-80
1.245,Bluetooth,-82
1.275,Bluetooth,-78
1.276,Bluetooth,-78
1.306,Bluetooth,-72
1.308,Bluetooth,-71
1.366,Bluetooth,-81
1.368,Bluetooth,-81
1.397,Bluetooth,-77
1.399,Bluetooth,-78
1.433,Bluetooth,-71
1.434,Bluetooth,-70
1.462,Bluetooth,-82
1.464,Bluetooth,-82
1.525,Bluetooth,-77
