Distance,15.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.000,Bluetooth,-61
0.074,Bluetooth,-59
0.075,Bluetooth,-60
0.112,Bluetooth,-62
0.143,Bluetooth,-53
0.144,Bluetooth,-52
0.241,Bluetooth,-61
0.280,Bluetooth,-54
0.281,Bluetooth,-54
0.312,Bluetooth,-53
0.346,Bluetooth,-54
0.347,Bluetooth,-53
0.418,Bluetooth,-61
0.418,Bluetooth,-61
0.457,Bluetooth,-53
0.458,Bluetooth,-53
0.491,Bluetooth,-60
0.491,Bluetooth,-60
0.569,Bluetooth,-54
0.569,Bluetooth,-53
0.609,Bluetooth,-62
0.646,Bluetooth,-54
0.647,Bluetooth,-54
0.752,Bluetooth,-54
0.782,Bluetooth,-61
0.783,Bluetooth,-60
0.848,Bluetooth,-63
0.849,Bluetooth,-63
0.959,Bluetooth,-61
0.960,Bluetooth,-62
0.996,Bluetooth,-63
0.997,Bluetooth,-63
1.062,Bluetooth,-54
1.063,Bluetooth,-53
1.094,Bluetooth,-61
1.095,Bluetooth,-61
1.162,Bluetooth,-54
1.163,Bluetooth,-53
1.199,Bluetooth,-54
1.234,Bluetooth,-54
1.235,Bluetooth,-54
1.264,Bluetooth,-60
1.265,Bluetooth,-59
1.298,Bluetooth,-61
1.299,Bluetooth,-62
1.359,Bluetooth,-60
1.360,Bluetooth,-62
1.394,Bluetooth,-55
1.395,Bluetooth,-53
1.428,Bluetooth,-59
1.429,Bluetooth,-59
1.504,Bluetooth,-58
1.541,Bluetooth,-60
1.541,Bluetooth,-61
1.581,Bluetooth,-53
1.582,Bluetooth,-53
1.615,Bluetooth,-58
1.616,Bluetooth,-59
1.646,Bluetooth,-60
1.646,Bluetooth,-59
1.679,Bluetooth,-54
1.680,Bluetooth,-53
1.784,Bluetooth,-59
1.821,Bluetooth,-59
1.822,Bluetooth,-58
1.860,Bluetooth,-53
1.861,Bluetooth,-54
2.180,Bluetooth,-54
2.180,Bluetooth,-54
2.216,Bluetooth,-57
2.217,Bluetooth,-57
2.250,Bluetooth,-59
2.250,Bluetooth,-59
2.288,Bluetooth,-55
2.289,Bluetooth,-54
2.328,Bluetooth,-57
2.329,Bluetooth,-57
2.365,Bluetooth,-59
2.366,Bluetooth,-59
2.400,Bluetooth,-57
2.470,Bluetooth,-55
2.471,Bluetooth,-55
2.505,Bluetooth,-57
2.506,Bluetooth,-56
2.536,Bluetooth,-59
2.537,Bluetooth,-59
2.642,Bluetooth,-55
2.643,Bluetooth,-56
2.679,Bluetooth,-58
2.680,Bluetooth,-56
2.710,Bluetooth,-59
2.783,Bluetooth,-59
2.784,Bluetooth,-59
2.819,Bluetooth,-54
2.820,Bluetooth,-55
2.850,Bluetooth,-57
2.851,Bluetooth,-56
2.886,Bluetooth,-60
2.887,Bluetooth,-59
2.918,Bluetooth,-55
2.919,Bluetooth,-55
2.991,Bluetooth,-55
3.026,Bluetooth,-56
3.026,Bluetooth,-56
3.062,Bluetooth,-59
3.063,Bluetooth,-60
3.188,Bluetooth,-59
3.189,Bluetooth,-59
3.221,Bluetooth,-55
3.222,Bluetooth,-55
3.260,Bluetooth,-58
3.261,Bluetooth,-57
3.294,Bluetooth,-56
3.329,Bluetooth,-58
3.330,Bluetooth,-58
3.368,Bluetooth,-58
3.369,Bluetooth,-59
3.398,Bluetooth,-58
3.399,Bluetooth,-56
3.464,Bluetooth,-60
3.465,Bluetooth,-61
3.503,Bluetooth,-59
3.504,Bluetooth,-61
3.540,Bluetooth,-63
3.541,Bluetooth,-63
3.576,Bluetooth,-58
3.577,Bluetooth,-58
3.612,Bluetooth,-61
3.725,Bluetooth,-57
3.725,Bluetooth,-58
3.765,Bluetooth,-63
3.766,Bluetooth,-62
3.840,Bluetooth,-61
3.841,Bluetooth,-61
3.906,Bluetooth,-62
3.970,Bluetooth,-59
3.971,Bluetooth,-60
47.545,Bluetooth,-62
47.546,Bluetooth,-62
47.582,Bluetooth,-59
47.583,Bluetooth,-58
47.617,Bluetooth,-64
47.618,Bluetooth,-66
47.686,Bluetooth,-67
47.718,Bluetooth,-62
47.719,Bluetooth,-60
47.757,Bluetooth,-59
47.758,Bluetooth,-57
47.962,Bluetooth,-60
47.963,Bluetooth,-60
47.993,Bluetooth,-60
48.031,Bluetooth,-61
48.032,Bluetooth,-60
48.071,Bluetooth,-61
48.072,Bluetooth,-61
48.106,Bluetooth,-61
48.107,Bluetooth,-60
48.140,Bluetooth,-59
48.141,Bluetooth,-60
48.202,Bluetooth,-63
48.203,Bluetooth,-62
48.235,Bluetooth,-60
48.236,Bluetooth,-59
48.267,Bluetooth,-55
48.268,Bluetooth,-56
48.310,Bluetooth,-65
48.346,Bluetooth,-54
48.347,Bluetooth,-53
48.378,Bluetooth,-65
48.379,Bluetooth,-66
48.448,Bluetooth,-54
48.449,Bluetooth,-54
48.489,Bluetooth,-63
48.490,Bluetooth,-63
48.518,Bluetooth,-60
48.519,Bluetooth,-60
48.558,Bluetooth,-54
48.558,Bluetooth,-54
48.596,Bluetooth,-60
48.633,Bluetooth,-54
48.634,Bluetooth,-55
48.672,Bluetooth,-62
48.673,Bluetooth,-64
48.708,Bluetooth,-63
48.709,Bluetooth,-63
48.741,Bluetooth,-63
48.741,Bluetooth,-63
48.772,Bluetooth,-63
48.772,Bluetooth,-63
48.809,Bluetooth,-56
48.809,Bluetooth,-57
48.842,Bluetooth,-57
48.843,Bluetooth,-57
48.989,Bluetooth,-70
48.989,Bluetooth,-71
49.021,Bluetooth,-65
49.022,Bluetooth,-65
49.086,Bluetooth,-62
49.086,Bluetooth,-61
49.118,Bluetooth,-63
49.119,Bluetooth,-64
49.194,Bluetooth,-62
49.263,Bluetooth,-73
49.264,Bluetooth,-73
49.369,Bluetooth,-68
49.370,Bluetooth,-68
49.405,Bluetooth,-57
49.405,Bluetooth,-56
49.444,Bluetooth,-66
49.445,Bluetooth,-66
49.485,Bluetooth,-59
49.627,Bluetooth,-61
49.628,Bluetooth,-60
49.731,Bluetooth,-61
49.732,Bluetooth,-62
49.766,Bluetooth,-55
49.767,Bluetooth,-56
49.796,Bluetooth,-59
49.837,Bluetooth,-56
49.838,Bluetooth,-57
49.867,Bluetooth,-58
49.868,Bluetooth,-59
49.898,Bluetooth,-71
49.997,Bluetooth,-57
49.998,Bluetooth,-57
50.029,Bluetooth,-58
50.030,Bluetooth,-58
50.061,Bluetooth,-69
50.062,Bluetooth,-68
50.135,Bluetooth,-67
50.136,Bluetooth,-66
50.205,Bluetooth,-58
50.206,Bluetooth,-59
50.308,Bluetooth,-56
50.309,Bluetooth,-56
50.340,Bluetooth,-59
50.341,Bluetooth,-58
50.379,Bluetooth,-64
50.380,Bluetooth,-64
50.418,Bluetooth,-65
50.419,Bluetooth,-65
50.596,Bluetooth,-66
50.597,Bluetooth,-68
50.665,Bluetooth,-58
50.666,Bluetooth,-58
50.697,Bluetooth,-58
50.731,Bluetooth,-66
50.732,Bluetooth,-66
