Distance,15.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-74
0.001,Bluetooth,-72
0.034,Bluetooth,-74
0.034,Bluetooth,-74
0.068,Bluetooth,-76
0.070,Bluetooth,-74
0.228,Bluetooth,-75
0.230,Bluetooth,-76
0.261,Bluetooth,-73
0.262,Bluetooth,-74
0.323,Bluetooth,-75
0.324,Bluetooth,-75
0.417,Bluetooth,-74
0.418,Bluetooth,-75
0.447,Bluetooth,-74
0.448,Bluetooth,-75
0.482,Bluetooth,-73
0.484,Bluetooth,-73
0.514,Bluetooth,-74
0.515,Bluetooth,-75
0.548,Bluetooth,-74
0.549,Bluetooth,-74
0.578,Bluetooth,-75
0.580,Bluetooth,-75
0.609,Bluetooth,-73
0.610,Bluetooth,-73
0.644,Bluetooth,-74
0.648,Bluetooth,-74
0.675,Bluetooth,-75
0.676,Bluetooth,-76
0.705,Bluetooth,-76
0.705,Bluetooth,-75
0.736,Bluetooth,-73
0.737,Bluetooth,-73
0.767,Bluetooth,-75
0.768,Bluetooth,-75
0.798,Bluetooth,-76
0.799,Bluetooth,-76
0.828,Bluetooth,-76
0.830,Bluetooth,-77
0.859,Bluetooth,-72
0.860,Bluetooth,-71
0.891,Bluetooth,-75
0.892,Bluetooth,-76
0.921,Bluetooth,-77
0.923,Bluetooth,-77
0.954,Bluetooth,-72
0.954,Bluetooth,-72
0.984,Bluetooth,-73
0.985,Bluetooth,-74
1.015,Bluetooth,-75
1.017,Bluetooth,-74
1.046,Bluetooth,-77
1.048,Bluetooth,-77
1.077,Bluetooth,-74
1.078,Bluetooth,-74
1.112,Bluetooth,-75
1.114,Bluetooth,-76
1.144,Bluetooth,-75
1.146,Bluetooth,-75
1.172,Bluetooth,-76
1.173,Bluetooth,-77
1.206,Bluetooth,-73
1.207,Bluetooth,-74
1.242,Bluetooth,-74
1.243,Bluetooth,-75
1.303,Bluetooth,-77
1.304,Bluetooth,-77
1.336,Bluetooth,-75
1.337,Bluetooth,-74
1.368,Bluetooth,-74
1.370,Bluetooth,-73
1.400,Bluetooth,-77
1.401,Bluetooth,-77
1.433,Bluetooth,-74
1.434,Bluetooth,-74
1.463,Bluetooth,-73
1.464,Bluetooth,-73
1.494,Bluetooth,-75
1.496,Bluetooth,-76
1.526,Bluetooth,-78
1.527,Bluetooth,-78
1.556,Bluetooth,-75
1.557,Bluetooth,-73
1.589,Bluetooth,-76
1.590,Bluetooth,-75
1.624,Bluetooth,-77
1.625,Bluetooth,-78
1.653,Bluetooth,-79
1.654,Bluetooth,-79
1.684,Bluetooth,-74
1.686,Bluetooth,-74
1.715,Bluetooth,-79
1.717,Bluetooth,-78
1.748,Bluetooth,-77
1.749,Bluetooth,-77
1.776,Bluetooth,-78
1.777,Bluetooth,-78
1.807,Bluetooth,-74
1.808,Bluetooth,-75
1.838,Bluetooth,-76
1.839,Bluetooth,-76
