Distance,10.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.012,Bluetooth,-46
0.013,Bluetooth,-45
0.045,Bluetooth,-47
0.046,Bluetooth,-46
0.076,Bluetooth,-46
0.077,Bluetooth,-46
0.111,Bluetooth,-42
0.112,Bluetooth,-43
0.183,Bluetooth,-44
0.184,Bluetooth,-43
0.222,Bluetooth,-40
0.223,Bluetooth,-40
0.287,Bluetooth,-40
0.288,Bluetooth,-40
0.325,Bluetooth,-40
0.327,Bluetooth,-40
0.388,Bluetooth,-40
0.390,Bluetooth,-38
0.429,Bluetooth,-36
0.431,Bluetooth,-36
0.462,Bluetooth,-35
0.464,Bluetooth,-34
0.531,Bluetooth,-33
0.533,Bluetooth,-34
0.563,Bluetooth,-34
0.565,Bluetooth,-35
0.673,Bluetooth,-42
0.714,Bluetooth,-44
0.715,Bluetooth,-44
0.784,Bluetooth,-42
0.786,Bluetooth,-43
0.861,Bluetooth,-44
0.862,Bluetooth,-44
0.896,Bluetooth,-41
0.898,Bluetooth,-40
0.937,Bluetooth,-63
0.938,Bluetooth,-62
1.003,Bluetooth,-45
1.005,Bluetooth,-45
1.037,Bluetooth,-45
1.038,Bluetooth,-45
1.077,Bluetooth,-42
1.078,Bluetooth,-42
1.105,Bluetooth,-47
1.106,Bluetooth,-47
1.138,Bluetooth,-49
1.139,Bluetooth,-48
1.171,Bluetooth,-51
1.171,Bluetooth,-52
1.204,Bluetooth,-66
1.205,Bluetooth,-65
1.235,Bluetooth,-55
1.236,Bluetooth,-54
1.375,Bluetooth,-48
1.376,Bluetooth,-48
1.451,Bluetooth,-46
1.452,Bluetooth,-45
1.489,Bluetooth,-45
1.490,Bluetooth,-45
1.523,Bluetooth,-47
1.524,Bluetooth,-49
1.554,Bluetooth,-44
1.555,Bluetooth,-46
1.593,Bluetooth,-42
1.595,Bluetooth,-44
1.707,Bluetooth,-52
1.708,Bluetooth,-52
1.735,Bluetooth,-44
1.736,Bluetooth,-44
1.772,Bluetooth,-45
1.773,Bluetooth,-45
1.804,Bluetooth,-54
1.805,Bluetooth,-55
1.838,Bluetooth,-51
1.839,Bluetooth,-50
1.870,Bluetooth,-51
1.871,Bluetooth,-51
1.937,Bluetooth,-57
1.967,Bluetooth,-61
1.969,Bluetooth,-60
2.005,Bluetooth,-57
2.006,Bluetooth,-56
2.042,Bluetooth,-77
2.043,Bluetooth,-77
2.078,Bluetooth,-54
2.117,Bluetooth,-51
2.118,Bluetooth,-51
2.158,Bluetooth,-60
2.159,Bluetooth,-61
2.188,Bluetooth,-58
2.189,Bluetooth,-57
2.228,Bluetooth,-52
2.230,Bluetooth,-53
2.290,Bluetooth,-63
2.291,Bluetooth,-63
2.327,Bluetooth,-59
2.329,Bluetooth,-60
2.435,Bluetooth,-58
2.436,Bluetooth,-58
2.543,Bluetooth,-52
2.545,Bluetooth,-52
2.728,Bluetooth,-51
2.729,Bluetooth,-51
2.763,Bluetooth,-58
2.764,Bluetooth,-58
2.801,Bluetooth,-54
2.802,Bluetooth,-52
2.831,Bluetooth,-50
2.833,Bluetooth,-51
2.869,Bluetooth,-57
2.870,Bluetooth,-57
2.907,Bluetooth,-51
3.009,Bluetooth,-60
3.010,Bluetooth,-59
3.101,Bluetooth,-60
3.102,Bluetooth,-59
3.175,Bluetooth,-53
3.176,Bluetooth,-54
3.211,Bluetooth,-53
3.212,Bluetooth,-53
3.383,Bluetooth,-51
3.385,Bluetooth,-52
3.520,Bluetooth,-50
3.521,Bluetooth,-51
3.591,Bluetooth,-54
3.592,Bluetooth,-55
3.630,Bluetooth,-51
3.632,Bluetooth,-52
3.663,Bluetooth,-53
3.664,Bluetooth,-52
3.700,Bluetooth,-55
3.702,Bluetooth,-55
3.773,Bluetooth,-52
3.774,Bluetooth,-50
3.892,Bluetooth,-51
3.893,Bluetooth,-52
3.930,Bluetooth,-51
3.931,Bluetooth,-51
3.962,Bluetooth,-56
3.963,Bluetooth,-56
42.470,Bluetooth,-69
42.471,Bluetooth,-68
42.511,Bluetooth,-78
42.512,Bluetooth,-79
42.621,Bluetooth,-77
42.623,Bluetooth,-76
42.687,Bluetooth,-70
42.689,Bluetooth,-70
42.725,Bluetooth,-69
42.726,Bluetooth,-69
42.761,Bluetooth,-75
42.832,Bluetooth,-70
42.833,Bluetooth,-70
42.864,Bluetooth,-74
42.865,Bluetooth,-75
42.900,Bluetooth,-71
42.901,Bluetooth,-71
43.040,Bluetooth,-73
43.041,Bluetooth,-72
43.075,Bluetooth,-76
43.076,Bluetooth,-76
43.153,Bluetooth,-72
43.154,Bluetooth,-73
43.219,Bluetooth,-72
43.220,Bluetooth,-71
43.252,Bluetooth,-71
43.254,Bluetooth,-72
43.285,Bluetooth,-72
43.287,Bluetooth,-71
43.322,Bluetooth,-72
43.323,Bluetooth,-72
43.353,Bluetooth,-74
43.355,Bluetooth,-72
43.395,Bluetooth,-72
43.396,Bluetooth,-72
43.423,Bluetooth,-70
43.541,Bluetooth,-70
43.542,Bluetooth,-70
43.576,Bluetooth,-69
43.577,Bluetooth,-69
43.614,Bluetooth,-72
43.616,Bluetooth,-72
43.649,Bluetooth,-72
43.650,Bluetooth,-72
43.687,Bluetooth,-70
43.688,Bluetooth,-70
43.723,Bluetooth,-71
43.724,Bluetooth,-72
43.787,Bluetooth,-70
43.788,Bluetooth,-71
43.817,Bluetooth,-71
43.818,Bluetooth,-72
43.928,Bluetooth,-70
43.929,Bluetooth,-70
43.960,Bluetooth,-72
43.961,Bluetooth,-72
44.078,Bluetooth,-73
44.079,Bluetooth,-74
44.120,Bluetooth,-72
44.121,Bluetooth,-73
44.151,Bluetooth,-70
44.153,Bluetooth,-69
44.233,Bluetooth,-71
44.235,Bluetooth,-70
44.263,Bluetooth,-70
44.264,Bluetooth,-72
44.363,Bluetooth,-71
44.364,Bluetooth,-72
44.397,Bluetooth,-69
44.398,Bluetooth,-68
44.437,Bluetooth,-78
44.438,Bluetooth,-78
44.471,Bluetooth,-72
44.472,Bluetooth,-71
44.502,Bluetooth,-68
44.503,Bluetooth,-69
44.577,Bluetooth,-78
44.578,Bluetooth,-79
44.647,Bluetooth,-68
44.678,Bluetooth,-78
44.710,Bluetooth,-70
44.711,Bluetooth,-70
44.854,Bluetooth,-69
44.856,Bluetooth,-69
44.988,Bluetooth,-83
44.989,Bluetooth,-82
45.028,Bluetooth,-72
45.029,Bluetooth,-71
45.060,Bluetooth,-70
45.061,Bluetooth,-70
45.096,Bluetooth,-69
45.097,Bluetooth,-70
45.160,Bluetooth,-69
45.161,Bluetooth,-69
45.263,Bluetooth,-68
45.265,Bluetooth,-69
45.295,Bluetooth,-69
45.295,Bluetooth,-69
45.371,Bluetooth,-61
45.373,Bluetooth,-63
45.512,Bluetooth,-72
45.513,Bluetooth,-73
45.547,Bluetooth,-73
45.548,Bluetooth,-72
45.582,Bluetooth,-65
45.583,Bluetooth,-63
45.617,Bluetooth,-64
45.618,Bluetooth,-65
45.650,Bluetooth,-72
45.652,Bluetooth,-71
45.725,Bluetooth,-68
45.726,Bluetooth,-68
45.761,Bluetooth,-68
45.763,Bluetooth,-68
45.801,Bluetooth,-90
45.803,Bluetooth,-88
45.835,Bluetooth,-78
45.837,Bluetooth,-78
45.910,Bluetooth,-73
45.911,Bluetooth,-74
45.980,Bluetooth,-65
46.014,Bluetooth,-63
46.015,Bluetooth,-64
46.080,Bluetooth,-70
46.081,Bluetooth,-70
46.120,Bluetooth,-63
46.121,Bluetooth,-62
46.195,Bluetooth,-67
46.196,Bluetooth,-66
46.233,Bluetooth,-62
46.234,Bluetooth,-64
46.267,Bluetooth,-76
46.268,Bluetooth,-75
46.327,Bluetooth,-72
46.329,Bluetooth,-72
46.358,Bluetooth,-65
46.360,Bluetooth,-65
46.395,Bluetooth,-73
46.396,Bluetooth,-73
88.308,Bluetooth,-56
88.309,Bluetooth,-55
88.340,Bluetooth,-66
88.342,Bluetooth,-65
88.415,Bluetooth,-60
88.416,Bluetooth,-61
88.450,Bluetooth,-56
88.451,Bluetooth,-56
88.491,Bluetooth,-67
88.492,Bluetooth,-66
88.519,Bluetooth,-60
88.520,Bluetooth,-60
88.552,Bluetooth,-56
88.554,Bluetooth,-56
88.587,Bluetooth,-66
88.589,Bluetooth,-67
88.622,Bluetooth,-61
88.623,Bluetooth,-60
88.651,Bluetooth,-61
88.653,Bluetooth,-61
88.691,Bluetooth,-57
