Distance,10.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.000,Bluetooth,-53
0.001,Bluetooth,-54
0.101,Bluetooth,-53
0.101,Bluetooth,-53
0.137,Bluetooth,-54
0.138,Bluetooth,-53
0.206,Bluetooth,-53
0.207,Bluetooth,-53
0.306,Bluetooth,-55
0.306,Bluetooth,-54
0.405,Bluetooth,-53
0.406,Bluetooth,-53
0.435,Bluetooth,-53
0.436,Bluetooth,-53
0.472,Bluetooth,-49
0.473,Bluetooth,-49
0.510,Bluetooth,-53
0.511,Bluetooth,-53
0.545,Bluetooth,-53
0.614,Bluetooth,-52
0.615,Bluetooth,-53
0.645,Bluetooth,-49
0.646,Bluetooth,-49
0.720,Bluetooth,-52
0.720,Bluetooth,-52
0.838,Bluetooth,-52
0.877,Bluetooth,-53
0.878,Bluetooth,-53
0.909,Bluetooth,-52
0.910,Bluetooth,-52
0.980,Bluetooth,-53
0.981,Bluetooth,-53
1.083,Bluetooth,-49
1.084,Bluetooth,-49
1.119,Bluetooth,-53
1.120,Bluetooth,-52
1.198,Bluetooth,-53
1.199,Bluetooth,-51
1.335,Bluetooth,-52
1.336,Bluetooth,-53
1.367,Bluetooth,-49
1.367,Bluetooth,-49
1.404,Bluetooth,-53
1.405,Bluetooth,-54
1.443,Bluetooth,-53
1.513,Bluetooth,-53
1.514,Bluetooth,-54
1.588,Bluetooth,-53
1.589,Bluetooth,-53
1.618,Bluetooth,-56
1.619,Bluetooth,-54
1.657,Bluetooth,-50
1.658,Bluetooth,-48
1.729,Bluetooth,-55
1.764,Bluetooth,-54
1.765,Bluetooth,-54
2.039,Bluetooth,-50
2.071,Bluetooth,-54
2.072,Bluetooth,-53
2.103,Bluetooth,-54
2.104,Bluetooth,-55
2.249,Bluetooth,-54
2.250,Bluetooth,-53
2.281,Bluetooth,-53
2.281,Bluetooth,-52
2.319,Bluetooth,-50
2.320,Bluetooth,-49
2.352,Bluetooth,-55
2.383,Bluetooth,-49
2.384,Bluetooth,-50
2.426,Bluetooth,-54
2.427,Bluetooth,-54
2.456,Bluetooth,-52
2.457,Bluetooth,-51
2.493,Bluetooth,-49
2.494,Bluetooth,-49
2.559,Bluetooth,-51
2.560,Bluetooth,-50
2.588,Bluetooth,-50
2.591,Bluetooth,-51
2.660,Bluetooth,-48
2.661,Bluetooth,-49
2.808,Bluetooth,-49
2.809,Bluetooth,-49
2.845,Bluetooth,-53
2.846,Bluetooth,-52
2.881,Bluetooth,-51
2.882,Bluetooth,-51
2.921,Bluetooth,-49
2.922,Bluetooth,-49
2.949,Bluetooth,-49
2.980,Bluetooth,-49
2.980,Bluetooth,-49
3.018,Bluetooth,-53
3.019,Bluetooth,-53
3.090,Bluetooth,-49
3.091,Bluetooth,-49
3.164,Bluetooth,-51
3.165,Bluetooth,-50
3.198,Bluetooth,-49
3.199,Bluetooth,-49
3.232,Bluetooth,-53
3.265,Bluetooth,-49
3.265,Bluetooth,-49
3.303,Bluetooth,-53
3.304,Bluetooth,-52
3.340,Bluetooth,-50
3.341,Bluetooth,-50
3.412,Bluetooth,-51
3.413,Bluetooth,-51
3.447,Bluetooth,-49
3.448,Bluetooth,-49
3.488,Bluetooth,-52
3.490,Bluetooth,-53
3.524,Bluetooth,-51
3.562,Bluetooth,-51
3.563,Bluetooth,-50
3.623,Bluetooth,-49
3.623,Bluetooth,-49
3.661,Bluetooth,-52
3.662,Bluetooth,-52
3.699,Bluetooth,-51
3.700,Bluetooth,-51
3.799,Bluetooth,-51
3.800,Bluetooth,-50
3.828,Bluetooth,-50
3.989,Bluetooth,-50
3.990,Bluetooth,-50
93.804,Bluetooth,-51
93.804,Bluetooth,-51
93.837,Bluetooth,-49
93.872,Bluetooth,-51
93.873,Bluetooth,-50
93.946,Bluetooth,-52
93.948,Bluetooth,-52
93.986,Bluetooth,-51
93.987,Bluetooth,-52
94.053,Bluetooth,-49
94.054,Bluetooth,-49
94.085,Bluetooth,-52
94.086,Bluetooth,-50
94.122,Bluetooth,-51
94.123,Bluetooth,-51
94.153,Bluetooth,-51
94.263,Bluetooth,-51
94.264,Bluetooth,-51
94.301,Bluetooth,-50
94.370,Bluetooth,-49
94.372,Bluetooth,-49
94.406,Bluetooth,-51
94.408,Bluetooth,-50
94.476,Bluetooth,-48
94.477,Bluetooth,-49
94.511,Bluetooth,-51
94.512,Bluetooth,-50
94.542,Bluetooth,-49
94.543,Bluetooth,-51
94.580,Bluetooth,-48
94.581,Bluetooth,-47
94.651,Bluetooth,-49
94.652,Bluetooth,-49
94.688,Bluetooth,-49
94.689,Bluetooth,-51
94.750,Bluetooth,-49
94.783,Bluetooth,-51
94.784,Bluetooth,-51
94.847,Bluetooth,-53
94.848,Bluetooth,-53
94.921,Bluetooth,-51
94.922,Bluetooth,-51
95.029,Bluetooth,-50
