Distance,6.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-76
0.001,Bluetooth,-75
0.035,Bluetooth,-79
0.037,Bluetooth,-79
0.096,Bluetooth,-79
0.097,Bluetooth,-79
0.132,Bluetooth,-77
0.133,Bluetooth,-77
0.166,Bluetooth,-79
0.167,Bluetooth,-78
0.195,Bluetooth,-79
0.196,Bluetooth,-80
0.228,Bluetooth,-76
0.229,Bluetooth,-76
0.261,Bluetooth,-76
0.262,Bluetooth,-76
0.295,Bluetooth,-78
0.324,Bluetooth,-79
0.325,Bluetooth,-79
0.524,Bluetooth,-78
0.525,Bluetooth,-79
0.553,Bluetooth,-79
0.555,Bluetooth,-79
0.586,Bluetooth,-77
0.587,Bluetooth,-76
0.617,Bluetooth,-78
0.618,Bluetooth,-77
0.648,Bluetooth,-79
0.649,Bluetooth,-79
0.768,Bluetooth,-79
0.769,Bluetooth,-78
0.796,Bluetooth,-78
0.797,Bluetooth,-79
0.828,Bluetooth,-77
0.829,Bluetooth,-77
0.858,Bluetooth,-77
0.859,Bluetooth,-77
0.891,Bluetooth,-78
0.893,Bluetooth,-77
0.922,Bluetooth,-79
0.924,Bluetooth,-78
0.953,Bluetooth,-77
0.954,Bluetooth,-77
1.017,Bluetooth,-78
1.018,Bluetooth,-79
1.049,Bluetooth,-78
1.050,Bluetooth,-79
1.079,Bluetooth,-78
1.080,Bluetooth,-76
1.109,Bluetooth,-78
1.110,Bluetooth,-78
1.140,Bluetooth,-78
1.141,Bluetooth,-77
1.172,Bluetooth,-79
1.174,Bluetooth,-79
1.207,Bluetooth,-77
1.208,Bluetooth,-78
1.237,Bluetooth,-79
1.238,Bluetooth,-78
1.266,Bluetooth,-79
1.267,Bluetooth,-79
1.297,Bluetooth,-78
1.298,Bluetooth,-79
1.329,Bluetooth,-78
1.331,Bluetooth,-77
1.360,Bluetooth,-78
1.361,Bluetooth,-78
1.390,Bluetooth,-78
1.391,Bluetooth,-78
1.423,Bluetooth,-79
1.424,Bluetooth,-79
1.453,Bluetooth,-77
1.454,Bluetooth,-77
1.485,Bluetooth,-77
1.486,Bluetooth,-78
1.513,Bluetooth,-79
1.514,Bluetooth,-79
1.544,Bluetooth,-79
