Distance,10.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
0.000,Bluetooth,-77
0.002,Bluetooth,-77
0.032,Bluetooth,-77
0.034,Bluetooth,-77
0.102,Bluetooth,-77
0.102,Bluetooth,-76
0.132,Bluetooth,-76
0.132,Bluetooth,-77
0.196,Bluetooth,-75
0.197,Bluetooth,-76
0.228,Bluetooth,-76
0.228,Bluetooth,-76
0.262,Bluetooth,-75
0.262,Bluetooth,-76
0.294,Bluetooth,-75
0.295,Bluetooth,-76
0.327,Bluetooth,-75
0.327,Bluetooth,-76
0.360,Bluetooth,-76
0.361,Bluetooth,-76
0.393,Bluetooth,-76
0.393,Bluetooth,-76
0.426,Bluetooth,-74
0.427,Bluetooth,-74
0.459,Bluetooth,-76
0.459,Bluetooth,-75
0.489,Bluetooth,-77
0.490,Bluetooth,-76
0.520,Bluetooth,-75
0.521,Bluetooth,-75
0.554,Bluetooth,-75
0.554,Bluetooth,-76
0.584,Bluetooth,-76
0.585,Bluetooth,-76
0.617,Bluetooth,-74
0.617,Bluetooth,-74
0.649,Bluetooth,-74
0.650,Bluetooth,-73
0.678,Bluetooth,-74
0.678,Bluetooth,-74
0.711,Bluetooth,-76
0.711,Bluetooth,-74
0.743,Bluetooth,-74
0.744,Bluetooth,-76
0.775,Bluetooth,-74
0.776,Bluetooth,-73
0.808,Bluetooth,-76
0.809,Bluetooth,-76
0.838,Bluetooth,-75
0.839,Bluetooth,-76
0.867,Bluetooth,-74
0.868,Bluetooth,-74
0.898,Bluetooth,-72
0.898,Bluetooth,-74
0.927,Bluetooth,128
0.964,Bluetooth,-75
0.965,Bluetooth,-75
0.992,Bluetooth,-75
0.993,Bluetooth,-75
1.055,Bluetooth,-74
1.056,Bluetooth,-75
1.117,Bluetooth,-74
1.119,Bluetooth,-74
1.147,Bluetooth,-74
1.148,Bluetooth,-72
1.178,Bluetooth,-76
1.179,Bluetooth,-76
1.242,Bluetooth,-74
1.244,Bluetooth,-75
1.272,Bluetooth,-74
1.273,Bluetooth,-74
1.307,Bluetooth,-76
1.308,Bluetooth,-75
1.336,Bluetooth,-75
1.337,Bluetooth,-75
1.366,Bluetooth,-76
1.368,Bluetooth,-76
1.429,Bluetooth,-75
1.430,Bluetooth,-75
1.461,Bluetooth,-75
1.463,Bluetooth,-75
1.619,Bluetooth,-74
1.622,Bluetooth,-74
1.713,Bluetooth,-76
1.714,Bluetooth,-76
1.812,Bluetooth,-77
1.813,Bluetooth,-77
1.936,Bluetooth,-77
1.937,Bluetooth,-76
2.034,Bluetooth,-76
2.036,Bluetooth,-75
2.064,Bluetooth,-77
2.065,Bluetooth,-76
2.099,Bluetooth,-76
2.101,Bluetooth,-75
2.129,Bluetooth,-75
2.130,Bluetooth,-74
2.159,Bluetooth,-75
2.160,Bluetooth,-74
2.188,Bluetooth,-77
2.188,Bluetooth,-76
2.222,Bluetooth,-75
2.223,Bluetooth,-76
2.259,Bluetooth,-74
2.260,Bluetooth,-74
2.289,Bluetooth,-76
2.290,Bluetooth,-77
2.319,Bluetooth,-79
2.321,Bluetooth,-77
2.350,Bluetooth,-77
2.352,Bluetooth,-75
2.384,Bluetooth,-75
2.385,Bluetooth,-74
2.413,Bluetooth,-78
2.414,Bluetooth,-77
2.476,Bluetooth,-76
2.477,Bluetooth,-74
2.539,Bluetooth,-77
2.540,Bluetooth,-77
2.572,Bluetooth,127
2.606,Bluetooth,-76
2.607,Bluetooth,-75
2.637,Bluetooth,-75
2.638,Bluetooth,-74
2.669,Bluetooth,-76
2.670,Bluetooth,-76
2.700,Bluetooth,-75
2.703,Bluetooth,-74
2.730,Bluetooth,-75
2.731,Bluetooth,-75
2.764,Bluetooth,-76
2.766,Bluetooth,-75
2.798,Bluetooth,-78
2.799,Bluetooth,-77
2.829,Bluetooth,-76
2.830,Bluetooth,-75
2.861,Bluetooth,-77
2.862,Bluetooth,-77
2.889,Bluetooth,-77
2.890,Bluetooth,-77
2.919,Bluetooth,-77
2.920,Bluetooth,-77
2.950,Bluetooth,-74
2.952,Bluetooth,-74
2.982,Bluetooth,-74
2.983,Bluetooth,-74
3.013,Bluetooth,-76
3.014,Bluetooth,-76
3.081,Bluetooth,-74
3.083,Bluetooth,-73
3.119,Bluetooth,-74
3.120,Bluetooth,-75
3.147,Bluetooth,-78
3.148,Bluetooth,-76
3.179,Bluetooth,-74
3.180,Bluetooth,-74
3.210,Bluetooth,-75
3.212,Bluetooth,-76
3.239,Bluetooth,-75
3.240,Bluetooth,-77
3.273,Bluetooth,-78
3.274,Bluetooth,-79
3.304,Bluetooth,-76
3.305,Bluetooth,-76
3.334,Bluetooth,-76
3.336,Bluetooth,-76
3.364,Bluetooth,-76
3.366,Bluetooth,-75
3.393,Bluetooth,-77
3.394,Bluetooth,-77
3.429,Bluetooth,-76
3.430,Bluetooth,-76
3.464,Bluetooth,-76
3.465,Bluetooth,-76
3.497,Bluetooth,-76
3.498,Bluetooth,-76
3.557,Bluetooth,-77
3.558,Bluetooth,-75
3.592,Bluetooth,-74
3.593,Bluetooth,-76
3.622,Bluetooth,-78
3.623,Bluetooth,-77
3.652,Bluetooth,-77
3.653,Bluetooth,-76
3.689,Bluetooth,-74
3.690,Bluetooth,-75
3.722,Bluetooth,-75
3.723,Bluetooth,-75
3.751,Bluetooth,-76
3.752,Bluetooth,-75
3.785,Bluetooth,-76
