Distance,4.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-58
0.002,Bluetooth,-57
0.035,Bluetooth,-63
0.036,Bluetooth,-62
0.065,Bluetooth,-57
0.066,Bluetooth,-58
0.099,Bluetooth,-59
0.100,Bluetooth,-59
0.198,Bluetooth,-58
0.199,Bluetooth,-58
0.231,Bluetooth,-59
0.232,Bluetooth,-59
0.267,Bluetooth,-68
0.267,Bluetooth,-68
0.297,Bluetooth,-61
0.298,Bluetooth,-60
0.388,Bluetooth,-62
0.390,Bluetooth,-61
0.424,Bluetooth,-60
0.425,Bluetooth,-60
0.487,Bluetooth,-62
0.487,Bluetooth,-62
0.516,Bluetooth,-55
0.517,Bluetooth,-56
0.549,Bluetooth,-58
0.550,Bluetooth,-57
0.612,Bluetooth,-58
0.613,Bluetooth,-58
0.644,Bluetooth,-55
0.646,Bluetooth,-55
0.676,Bluetooth,-57
0.677,Bluetooth,-58
0.707,Bluetooth,-60
0.709,Bluetooth,-59
0.743,Bluetooth,-55
0.744,Bluetooth,-56
0.808,Bluetooth,-63
0.809,Bluetooth,-64
0.836,Bluetooth,-65
0.836,Bluetooth,-64
0.929,Bluetooth,-63
0.930,Bluetooth,-63
0.959,Bluetooth,-61
0.961,Bluetooth,-61
0.996,Bluetooth,-60
0.997,Bluetooth,-59
1.030,Bluetooth,-65
1.031,Bluetooth,-64
1.059,Bluetooth,-58
1.060,Bluetooth,-60
1.123,Bluetooth,-60
1.125,Bluetooth,-59
1.157,Bluetooth,-62
1.158,Bluetooth,-62
1.186,Bluetooth,-60
1.188,Bluetooth,-60
1.220,Bluetooth,-58
1.251,Bluetooth,-58
1.251,Bluetooth,-58
1.282,Bluetooth,-60
1.283,Bluetooth,-61
1.315,Bluetooth,-58
1.316,Bluetooth,-58
1.351,Bluetooth,-57
1.352,Bluetooth,-59
1.384,Bluetooth,-62
1.385,Bluetooth,-61
1.445,Bluetooth,-58
1.446,Bluetooth,-58
1.478,Bluetooth,-57
1.480,Bluetooth,-57
1.516,Bluetooth,-60
1.516,Bluetooth,-60
1.543,Bluetooth,-58
1.544,Bluetooth,-58
1.610,Bluetooth,-57
1.611,Bluetooth,-57
1.674,Bluetooth,-62
1.675,Bluetooth,-62
1.705,Bluetooth,-59
1.706,Bluetooth,-58
1.738,Bluetooth,-56
1.739,Bluetooth,-57
1.831,Bluetooth,-58
1.832,Bluetooth,-58
1.861,Bluetooth,-57
1.862,Bluetooth,-58
1.893,Bluetooth,-61
1.894,Bluetooth,-63
1.958,Bluetooth,-59
1.959,Bluetooth,-59
1.987,Bluetooth,-56
1.989,Bluetooth,-57
2.022,Bluetooth,-61
2.024,Bluetooth,-61
2.058,Bluetooth,-57
2.059,Bluetooth,-57
2.123,Bluetooth,-57
2.125,Bluetooth,-57
2.188,Bluetooth,-58
2.190,Bluetooth,-58
2.220,Bluetooth,-57
2.222,Bluetooth,-56
2.315,Bluetooth,-58
2.316,Bluetooth,-57
2.347,Bluetooth,-56
2.348,Bluetooth,-56
2.379,Bluetooth,-64
2.380,Bluetooth,-63
2.441,Bluetooth,-57
2.442,Bluetooth,-57
2.474,Bluetooth,-57
2.475,Bluetooth,-57
2.508,Bluetooth,-60
2.508,Bluetooth,-61
2.535,Bluetooth,-58
2.536,Bluetooth,-58
2.668,Bluetooth,-57
2.668,Bluetooth,-57
2.698,Bluetooth,-57
2.699,Bluetooth,-57
2.763,Bluetooth,-60
2.764,Bluetooth,-60
2.795,Bluetooth,-57
2.796,Bluetooth,-57
2.824,Bluetooth,-56
2.825,Bluetooth,-57
2.857,Bluetooth,-61
2.859,Bluetooth,-61
2.948,Bluetooth,-57
2.950,Bluetooth,-59
2.980,Bluetooth,-58
3.076,Bluetooth,-58
3.077,Bluetooth,-57
3.111,Bluetooth,-60
3.112,Bluetooth,-59
3.146,Bluetooth,-61
3.147,Bluetooth,-62
3.176,Bluetooth,-57
3.178,Bluetooth,-57
3.209,Bluetooth,-58
3.210,Bluetooth,-58
3.241,Bluetooth,-59
3.242,Bluetooth,-59
3.275,Bluetooth,-62
3.276,Bluetooth,-62
3.304,Bluetooth,-59
3.305,Bluetooth,-58
3.365,Bluetooth,-59
3.367,Bluetooth,-58
3.396,Bluetooth,-59
3.398,Bluetooth,-60
3.430,Bluetooth,-58
3.431,Bluetooth,-58
3.460,Bluetooth,-57
3.462,Bluetooth,-57
3.525,Bluetooth,-61
3.526,Bluetooth,-60
3.559,Bluetooth,-59
3.559,Bluetooth,-59
3.588,Bluetooth,-59
3.589,Bluetooth,-59
3.687,Bluetooth,-58
3.689,Bluetooth,-58
3.720,Bluetooth,-59
3.721,Bluetooth,-60
3.755,Bluetooth,-61
3.756,Bluetooth,-61
3.783,Bluetooth,-58
3.784,Bluetooth,-58
3.848,Bluetooth,-60
3.849,Bluetooth,-61
3.878,Bluetooth,-62
3.880,Bluetooth,-62
3.910,Bluetooth,-58
3.911,Bluetooth,-59
3.941,Bluetooth,-62
3.942,Bluetooth,-63
90.121,Bluetooth,-74
90.122,Bluetooth,-75
90.182,Bluetooth,-75
90.184,Bluetooth,-76
90.214,Bluetooth,-69
90.215,Bluetooth,-69
90.249,Bluetooth,-74
90.250,Bluetooth,-76
90.277,Bluetooth,-77
90.278,Bluetooth,-77
90.344,Bluetooth,-68
90.345,Bluetooth,-67
90.376,Bluetooth,-75
90.378,Bluetooth,-76
90.408,Bluetooth,-79
90.410,Bluetooth,-79
90.442,Bluetooth,-67
90.443,Bluetooth,-68
90.476,Bluetooth,-75
90.477,Bluetooth,-75
90.539,Bluetooth,-80
90.539,Bluetooth,-82
90.569,Bluetooth,-67
90.572,Bluetooth,-67
90.601,Bluetooth,-75
90.603,Bluetooth,-74
90.694,Bluetooth,-67
90.695,Bluetooth,-67
90.724,Bluetooth,-73
90.725,Bluetooth,-73
90.753,Bluetooth,-83
90.822,Bluetooth,-66
90.824,Bluetooth,-67
90.853,Bluetooth,-73
90.854,Bluetooth,-73
90.887,Bluetooth,-85
90.888,Bluetooth,-86
90.920,Bluetooth,-67
90.921,Bluetooth,-67
90.986,Bluetooth,-72
90.987,Bluetooth,-72
91.018,Bluetooth,-87
91.019,Bluetooth,-86
91.082,Bluetooth,-72
91.083,Bluetooth,-72
91.142,Bluetooth,-84
91.143,Bluetooth,-84
91.175,Bluetooth,-67
91.176,Bluetooth,-67
91.268,Bluetooth,-83
91.269,Bluetooth,-83
91.301,Bluetooth,-67
91.363,Bluetooth,-70
91.364,Bluetooth,-70
91.395,Bluetooth,-82
91.396,Bluetooth,-83
91.425,Bluetooth,-66
91.426,Bluetooth,-67
91.552,Bluetooth,-65
91.588,Bluetooth,-71
91.617,Bluetooth,-80
91.647,Bluetooth,-82
91.648,Bluetooth,-80
91.717,Bluetooth,-71
91.718,Bluetooth,-70
91.783,Bluetooth,-66
91.784,Bluetooth,-66
91.847,Bluetooth,-70
91.848,Bluetooth,-70
91.877,Bluetooth,-81
91.878,Bluetooth,-80
91.908,Bluetooth,-66
91.909,Bluetooth,-66
91.941,Bluetooth,-69
91.942,Bluetooth,-70
92.036,Bluetooth,-65
92.038,Bluetooth,-65
92.162,Bluetooth,-67
92.163,Bluetooth,-66
92.196,Bluetooth,-69
92.197,Bluetooth,-70
92.228,Bluetooth,-81
92.229,Bluetooth,-81
92.262,Bluetooth,-67
92.263,Bluetooth,-67
92.297,Bluetooth,-70
92.298,Bluetooth,-70
92.329,Bluetooth,-70
92.330,Bluetooth,-70
92.359,Bluetooth,-80
92.360,Bluetooth,-79
92.392,Bluetooth,-67
92.394,Bluetooth,-67
92.424,Bluetooth,-70
92.425,Bluetooth,-71
