Distance,6.0
TXDevice,iPhoneXS
TXPower,12
RXDevice,iPhone8
0.000,Bluetooth,-51
0.001,Bluetooth,-53
0.026,Bluetooth,-59
0.027,Bluetooth,-59
0.153,Bluetooth,-61
0.154,Bluetooth,-62
0.229,Bluetooth,-53
0.230,Bluetooth,-54
0.267,Bluetooth,-72
0.366,Bluetooth,-53
0.367,Bluetooth,-52
0.406,Bluetooth,-61
0.407,Bluetooth,-61
0.435,Bluetooth,-55
0.436,Bluetooth,-55
0.471,Bluetooth,-67
0.505,Bluetooth,-68
0.506,Bluetooth,-69
0.543,Bluetooth,-58
0.544,Bluetooth,-59
0.579,Bluetooth,-68
0.580,Bluetooth,-68
0.715,Bluetooth,-59
0.716,Bluetooth,-58
0.752,Bluetooth,-64
0.753,Bluetooth,-65
0.788,Bluetooth,-56
0.790,Bluetooth,-56
0.827,Bluetooth,-51
0.828,Bluetooth,-53
0.859,Bluetooth,-62
0.860,Bluetooth,-61
0.888,Bluetooth,-62
0.889,Bluetooth,-61
0.924,Bluetooth,-55
0.925,Bluetooth,-54
0.961,Bluetooth,-69
0.962,Bluetooth,-68
1.036,Bluetooth,-63
1.037,Bluetooth,-62
1.111,Bluetooth,-59
1.112,Bluetooth,-60
1.145,Bluetooth,-60
1.147,Bluetooth,-59
1.223,Bluetooth,-68
1.224,Bluetooth,-68
1.257,Bluetooth,-61
1.258,Bluetooth,-63
1.293,Bluetooth,-65
1.294,Bluetooth,-65
1.365,Bluetooth,-70
1.366,Bluetooth,-71
1.396,Bluetooth,-76
1.397,Bluetooth,-76
1.427,Bluetooth,-67
1.428,Bluetooth,-67
1.464,Bluetooth,-68
1.564,Bluetooth,-62
1.566,Bluetooth,-62
1.634,Bluetooth,-55
1.635,Bluetooth,-57
1.671,Bluetooth,-61
1.672,Bluetooth,-60
1.748,Bluetooth,-53
1.749,Bluetooth,-54
1.784,Bluetooth,-61
1.785,Bluetooth,-61
1.823,Bluetooth,-60
1.824,Bluetooth,-60
1.862,Bluetooth,-53
1.863,Bluetooth,-54
1.898,Bluetooth,-61
1.899,Bluetooth,-62
1.929,Bluetooth,-63
1.931,Bluetooth,-64
1.988,Bluetooth,-60
1.989,Bluetooth,-60
2.020,Bluetooth,-69
2.021,Bluetooth,-68
2.057,Bluetooth,-67
2.058,Bluetooth,-66
2.128,Bluetooth,-57
2.129,Bluetooth,-57
2.162,Bluetooth,-66
2.164,Bluetooth,-65
2.198,Bluetooth,-63
2.199,Bluetooth,-61
2.233,Bluetooth,-64
2.234,Bluetooth,-61
2.274,Bluetooth,-56
