Distance,15.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhoneXR
0.027,Bluetooth,-49
0.029,Bluetooth,-49
0.054,Bluetooth,-50
0.055,Bluetooth,-50
0.083,Bluetooth,-52
0.084,Bluetooth,-53
0.237,Bluetooth,-53
0.239,Bluetooth,-53
0.336,Bluetooth,-58
0.338,Bluetooth,-56
0.372,Bluetooth,-58
0.373,Bluetooth,-60
0.406,Bluetooth,-62
0.408,Bluetooth,-62
0.437,Bluetooth,-62
0.439,Bluetooth,-62
0.469,Bluetooth,-56
0.470,Bluetooth,-55
0.503,Bluetooth,-53
0.504,Bluetooth,-53
0.569,Bluetooth,-49
0.571,Bluetooth,-50
0.603,Bluetooth,-48
0.605,Bluetooth,-49
0.669,Bluetooth,-48
0.671,Bluetooth,-49
0.704,Bluetooth,-50
0.706,Bluetooth,-49
0.768,Bluetooth,-51
0.769,Bluetooth,-51
0.796,Bluetooth,-49
0.798,Bluetooth,-50
0.827,Bluetooth,-51
0.828,Bluetooth,-50
0.861,Bluetooth,-51
0.863,Bluetooth,-50
0.921,Bluetooth,-54
0.923,Bluetooth,-56
0.952,Bluetooth,-55
0.954,Bluetooth,-55
0.988,Bluetooth,-53
0.989,Bluetooth,-50
1.048,Bluetooth,-49
1.049,Bluetooth,-49
1.078,Bluetooth,-52
1.080,Bluetooth,-53
1.109,Bluetooth,-51
1.110,Bluetooth,-51
1.174,Bluetooth,-48
1.175,Bluetooth,-49
1.207,Bluetooth,-48
1.209,Bluetooth,-49
1.238,Bluetooth,-52
1.239,Bluetooth,-53
1.303,Bluetooth,-50
1.305,Bluetooth,-49
1.333,Bluetooth,-51
1.335,Bluetooth,-52
1.366,Bluetooth,-52
1.368,Bluetooth,-51
1.396,Bluetooth,-49
1.398,Bluetooth,-48
1.427,Bluetooth,-50
1.428,Bluetooth,-52
1.488,Bluetooth,-51
1.489,Bluetooth,-51
1.516,Bluetooth,-48
1.518,Bluetooth,-48
1.549,Bluetooth,-51
1.550,Bluetooth,-51
1.610,Bluetooth,-52
1.612,Bluetooth,-51
1.642,Bluetooth,-46
1.644,Bluetooth,-49
1.678,Bluetooth,-51
1.680,Bluetooth,-50
1.713,Bluetooth,-51
1.715,Bluetooth,-52
1.742,Bluetooth,-48
1.744,Bluetooth,-47
1.778,Bluetooth,-47
1.779,Bluetooth,-47
1.806,Bluetooth,-51
1.807,Bluetooth,-51
1.841,Bluetooth,-54
1.843,Bluetooth,-54
1.872,Bluetooth,-49
1.874,Bluetooth,-47
1.904,Bluetooth,-49
1.906,Bluetooth,-49
1.934,Bluetooth,-51
1.936,Bluetooth,-51
1.967,Bluetooth,-52
1.969,Bluetooth,-52
1.998,Bluetooth,-47
2.000,Bluetooth,-48
2.031,Bluetooth,-51
2.033,Bluetooth,-51
2.066,Bluetooth,-53
2.068,Bluetooth,-53
2.126,Bluetooth,-47
2.128,Bluetooth,-47
2.157,Bluetooth,-51
2.158,Bluetooth,-51
2.250,Bluetooth,-48
2.252,Bluetooth,-48
2.283,Bluetooth,-50
2.285,Bluetooth,-51
2.314,Bluetooth,-53
2.316,Bluetooth,-54
2.346,Bluetooth,-48
2.347,Bluetooth,-49
2.415,Bluetooth,-51
2.416,Bluetooth,-51
2.448,Bluetooth,-51
2.450,Bluetooth,-51
2.477,Bluetooth,-48
2.479,Bluetooth,-47
2.508,Bluetooth,-49
2.510,Bluetooth,-49
2.569,Bluetooth,-52
2.571,Bluetooth,-52
2.600,Bluetooth,-47
2.602,Bluetooth,-46
2.633,Bluetooth,-48
2.635,Bluetooth,-49
2.666,Bluetooth,-49
2.698,Bluetooth,-51
2.700,Bluetooth,-50
2.730,Bluetooth,-47
2.732,Bluetooth,-48
2.761,Bluetooth,-52
2.762,Bluetooth,-51
2.791,Bluetooth,-49
2.793,Bluetooth,-49
2.824,Bluetooth,-49
2.825,Bluetooth,-49
2.853,Bluetooth,-47
2.855,Bluetooth,-48
2.886,Bluetooth,-49
2.887,Bluetooth,-50
2.920,Bluetooth,-49
2.922,Bluetooth,-50
2.948,Bluetooth,-45
2.982,Bluetooth,-49
2.984,Bluetooth,-50
3.012,Bluetooth,-49
3.013,Bluetooth,-50
3.045,Bluetooth,-50
3.047,Bluetooth,-49
3.074,Bluetooth,-47
3.075,Bluetooth,-49
3.107,Bluetooth,-49
3.108,Bluetooth,-49
3.168,Bluetooth,-50
3.169,Bluetooth,-49
3.198,Bluetooth,-49
3.199,Bluetooth,-49
3.231,Bluetooth,-50
3.233,Bluetooth,-51
3.261,Bluetooth,-50
3.263,Bluetooth,-48
3.324,Bluetooth,-48
3.325,Bluetooth,-48
3.356,Bluetooth,-49
3.357,Bluetooth,-49
3.388,Bluetooth,-50
3.389,Bluetooth,-51
3.482,Bluetooth,-51
3.484,Bluetooth,-49
3.516,Bluetooth,-49
3.518,Bluetooth,-49
3.545,Bluetooth,-46
3.546,Bluetooth,-47
3.608,Bluetooth,-47
3.610,Bluetooth,-48
3.641,Bluetooth,-49
3.643,Bluetooth,-49
3.670,Bluetooth,-47
3.671,Bluetooth,-46
3.703,Bluetooth,-48
3.705,Bluetooth,-48
3.770,Bluetooth,-50
3.772,Bluetooth,-50
3.802,Bluetooth,-46
3.803,Bluetooth,-46
