Distance,6.0
TXDevice,iPhone11_Pro
TXPower,7
RXDevice,iPhoneXR
0.000,Bluetooth,-67
0.002,Bluetooth,-68
0.030,Bluetooth,-69
0.032,Bluetooth,-70
0.064,Bluetooth,-62
0.065,Bluetooth,-63
0.170,Bluetooth,-62
0.172,Bluetooth,-62
0.206,Bluetooth,-63
0.207,Bluetooth,-62
0.241,Bluetooth,-67
0.242,Bluetooth,-68
0.278,Bluetooth,-70
0.279,Bluetooth,-71
0.313,Bluetooth,-62
0.314,Bluetooth,-63
0.345,Bluetooth,-69
0.346,Bluetooth,-67
0.492,Bluetooth,-72
0.493,Bluetooth,-72
0.522,Bluetooth,-72
0.523,Bluetooth,-72
0.590,Bluetooth,-67
0.591,Bluetooth,-66
0.623,Bluetooth,-73
0.625,Bluetooth,-72
0.659,Bluetooth,-61
0.660,Bluetooth,-61
0.691,Bluetooth,-66
0.693,Bluetooth,-65
0.761,Bluetooth,-71
0.762,Bluetooth,-72
0.798,Bluetooth,-60
0.799,Bluetooth,-60
0.864,Bluetooth,-72
0.866,Bluetooth,-72
0.900,Bluetooth,-59
0.989,Bluetooth,-71
0.991,Bluetooth,-71
1.020,Bluetooth,-59
1.022,Bluetooth,-59
1.123,Bluetooth,-71
1.124,Bluetooth,-71
1.158,Bluetooth,-59
1.159,Bluetooth,-59
1.190,Bluetooth,-63
1.191,Bluetooth,-64
1.222,Bluetooth,-71
1.224,Bluetooth,-71
1.254,Bluetooth,-59
1.254,Bluetooth,-58
1.284,Bluetooth,-59
1.285,Bluetooth,-58
1.395,Bluetooth,-59
1.397,Bluetooth,-59
1.431,Bluetooth,-62
1.432,Bluetooth,-63
1.472,Bluetooth,-71
1.473,Bluetooth,-73
1.546,Bluetooth,-63
1.547,Bluetooth,-63
1.585,Bluetooth,-73
1.586,Bluetooth,-74
1.620,Bluetooth,-60
1.622,Bluetooth,-59
1.659,Bluetooth,-62
1.660,Bluetooth,-64
1.698,Bluetooth,-73
1.699,Bluetooth,-71
1.734,Bluetooth,-59
1.736,Bluetooth,-60
1.767,Bluetooth,-61
1.770,Bluetooth,-62
1.797,Bluetooth,-61
1.798,Bluetooth,-62
1.829,Bluetooth,-71
1.831,Bluetooth,-70
1.932,Bluetooth,-72
1.933,Bluetooth,-71
1.969,Bluetooth,-59
1.971,Bluetooth,-59
2.044,Bluetooth,-62
2.045,Bluetooth,-64
2.189,Bluetooth,-71
2.191,Bluetooth,-71
2.266,Bluetooth,-64
2.267,Bluetooth,-63
2.308,Bluetooth,-71
2.309,Bluetooth,-72
2.340,Bluetooth,-61
2.341,Bluetooth,-60
2.376,Bluetooth,-64
2.377,Bluetooth,-63
2.416,Bluetooth,-72
2.418,Bluetooth,-72
2.452,Bluetooth,-61
2.453,Bluetooth,-61
2.487,Bluetooth,-65
2.489,Bluetooth,-64
2.519,Bluetooth,-63
2.520,Bluetooth,-64
2.554,Bluetooth,-73
2.556,Bluetooth,-72
2.588,Bluetooth,-61
2.590,Bluetooth,-61
2.628,Bluetooth,-65
2.630,Bluetooth,-66
2.663,Bluetooth,-72
2.664,Bluetooth,-73
2.698,Bluetooth,-61
2.699,Bluetooth,-61
2.731,Bluetooth,-66
2.732,Bluetooth,-66
2.767,Bluetooth,-72
2.769,Bluetooth,-73
2.799,Bluetooth,-72
2.801,Bluetooth,-73
2.831,Bluetooth,-58
2.833,Bluetooth,-59
2.870,Bluetooth,-64
2.871,Bluetooth,-64
2.902,Bluetooth,-71
2.904,Bluetooth,-71
2.930,Bluetooth,-62
2.931,Bluetooth,-61
3.044,Bluetooth,-72
3.045,Bluetooth,-73
3.077,Bluetooth,-61
3.079,Bluetooth,-61
3.108,Bluetooth,-66
3.110,Bluetooth,-67
3.173,Bluetooth,-61
3.174,Bluetooth,-62
3.241,Bluetooth,-67
3.242,Bluetooth,-67
3.309,Bluetooth,-62
3.310,Bluetooth,-60
3.342,Bluetooth,-66
3.343,Bluetooth,-67
3.375,Bluetooth,-74
3.377,Bluetooth,-73
3.409,Bluetooth,-61
3.410,Bluetooth,-61
3.511,Bluetooth,-74
3.611,Bluetooth,-74
3.678,Bluetooth,-60
3.680,Bluetooth,-60
3.713,Bluetooth,-64
3.715,Bluetooth,-65
3.753,Bluetooth,-76
3.755,Bluetooth,-76
3.783,Bluetooth,-60
3.785,Bluetooth,-60
3.819,Bluetooth,-64
3.820,Bluetooth,-64
3.852,Bluetooth,-75
3.853,Bluetooth,-77
3.881,Bluetooth,-75
3.883,Bluetooth,-77
3.913,Bluetooth,-59
3.914,Bluetooth,-60
3.943,Bluetooth,-62
3.944,Bluetooth,-63
89.682,Bluetooth,-59
89.712,Bluetooth,-58
89.714,Bluetooth,-57
89.781,Bluetooth,-58
89.782,Bluetooth,-59
89.850,Bluetooth,-58
89.852,Bluetooth,-58
89.888,Bluetooth,-61
89.889,Bluetooth,-61
89.916,Bluetooth,-60
89.918,Bluetooth,-58
89.956,Bluetooth,-58
89.958,Bluetooth,-58
89.986,Bluetooth,-60
89.988,Bluetooth,-59
90.020,Bluetooth,-58
90.021,Bluetooth,-59
90.058,Bluetooth,-58
90.060,Bluetooth,-58
90.090,Bluetooth,-59
90.091,Bluetooth,-59
90.129,Bluetooth,-59
90.131,Bluetooth,-59
90.159,Bluetooth,-60
90.161,Bluetooth,-60
90.261,Bluetooth,-60
90.261,Bluetooth,-61
90.291,Bluetooth,-59
90.293,Bluetooth,-59
90.327,Bluetooth,-60
90.328,Bluetooth,-59
90.360,Bluetooth,-61
90.362,Bluetooth,-60
90.392,Bluetooth,-60
90.393,Bluetooth,-61
90.427,Bluetooth,-59
90.429,Bluetooth,-60
90.492,Bluetooth,-58
90.493,Bluetooth,-60
90.535,Bluetooth,-60
90.536,Bluetooth,-60
90.561,Bluetooth,-59
90.563,Bluetooth,-59
90.592,Bluetooth,-60
90.593,Bluetooth,-60
90.628,Bluetooth,-60
90.629,Bluetooth,-59
90.667,Bluetooth,-59
90.668,Bluetooth,-60
90.700,Bluetooth,-61
90.702,Bluetooth,-60
90.766,Bluetooth,-59
90.768,Bluetooth,-59
90.803,Bluetooth,-59
90.805,Bluetooth,-59
90.844,Bluetooth,-60
90.846,Bluetooth,-59
90.944,Bluetooth,-59
90.982,Bluetooth,-59
90.984,Bluetooth,-58
91.051,Bluetooth,-58
91.053,Bluetooth,-57
91.088,Bluetooth,-59
91.090,Bluetooth,-58
91.118,Bluetooth,-59
91.119,Bluetooth,-59
91.152,Bluetooth,-61
91.154,Bluetooth,-61
91.188,Bluetooth,-61
91.189,Bluetooth,-62
91.224,Bluetooth,-59
91.225,Bluetooth,-59
91.354,Bluetooth,-58
91.385,Bluetooth,-57
91.532,Bluetooth,-57
91.533,Bluetooth,-58
91.568,Bluetooth,-59
91.570,Bluetooth,-58
91.598,Bluetooth,-58
91.666,Bluetooth,-58
91.668,Bluetooth,-59
91.731,Bluetooth,-58
91.732,Bluetooth,-59
91.771,Bluetooth,-57
91.772,Bluetooth,-57
91.840,Bluetooth,-58
91.842,Bluetooth,-58
91.875,Bluetooth,-57
91.876,Bluetooth,-57
91.907,Bluetooth,-58
91.908,Bluetooth,-59
91.938,Bluetooth,-58
91.939,Bluetooth,-58
91.975,Bluetooth,-59
91.977,Bluetooth,-59
92.045,Bluetooth,-59
92.047,Bluetooth,-58
92.085,Bluetooth,-59
92.086,Bluetooth,-59
92.123,Bluetooth,-58
92.125,Bluetooth,-58
92.157,Bluetooth,-58
92.158,Bluetooth,-59
92.187,Bluetooth,-60
92.189,Bluetooth,-58
92.219,Bluetooth,-56
92.220,Bluetooth,-57
92.329,Bluetooth,-58
92.331,Bluetooth,-58
92.370,Bluetooth,-58
92.371,Bluetooth,-58
92.409,Bluetooth,-59
92.410,Bluetooth,-59
92.443,Bluetooth,-60
92.444,Bluetooth,-59
92.519,Bluetooth,-59
92.521,Bluetooth,-59
92.553,Bluetooth,-60
92.554,Bluetooth,-59
92.583,Bluetooth,-59
92.585,Bluetooth,-58
92.649,Bluetooth,-60
92.651,Bluetooth,-59
92.683,Bluetooth,-59
92.684,Bluetooth,-59
92.719,Bluetooth,-57
92.720,Bluetooth,-58
92.757,Bluetooth,-59
92.822,Bluetooth,-58
92.824,Bluetooth,-58
92.887,Bluetooth,-59
92.920,Bluetooth,-59
92.921,Bluetooth,-59
92.956,Bluetooth,-58
92.957,Bluetooth,-59
92.989,Bluetooth,-60
92.991,Bluetooth,-60
93.020,Bluetooth,-60
93.021,Bluetooth,-59
93.060,Bluetooth,-59
93.061,Bluetooth,-58
93.099,Bluetooth,-59
93.101,Bluetooth,-59
93.148,Bluetooth,-59
93.150,Bluetooth,-60
93.181,Bluetooth,-59
93.183,Bluetooth,-58
93.218,Bluetooth,-59
93.220,Bluetooth,-60
93.250,Bluetooth,-59
93.251,Bluetooth,-58
93.355,Bluetooth,-59
93.357,Bluetooth,-60
93.384,Bluetooth,-58
93.386,Bluetooth,-58
93.423,Bluetooth,-58
93.425,Bluetooth,-58
93.453,Bluetooth,-58
93.455,Bluetooth,-58
93.484,Bluetooth,-60
93.486,Bluetooth,-59
93.516,Bluetooth,-59
93.518,Bluetooth,-58
93.550,Bluetooth,-57
93.551,Bluetooth,-57
93.583,Bluetooth,-59
93.584,Bluetooth,-58
93.618,Bluetooth,-59
93.619,Bluetooth,-59
181.289,Bluetooth,-75
181.290,Bluetooth,-73
181.319,Bluetooth,-77
181.320,Bluetooth,-77
181.353,Bluetooth,-79
181.355,Bluetooth,-78
181.490,Bluetooth,-79
181.491,Bluetooth,-79
181.565,Bluetooth,-77
181.566,Bluetooth,-78
181.675,Bluetooth,-76
181.676,Bluetooth,-77
181.713,Bluetooth,-80
181.714,Bluetooth,-79
181.788,Bluetooth,-77
181.789,Bluetooth,-76
181.820,Bluetooth,-77
181.821,Bluetooth,-77
181.856,Bluetooth,-80
181.857,Bluetooth,-80
181.897,Bluetooth,-75
181.898,Bluetooth,-74
181.936,Bluetooth,-76
181.938,Bluetooth,-77
181.967,Bluetooth,-80
181.969,Bluetooth,-80
181.997,Bluetooth,-74
181.999,Bluetooth,-73
182.031,Bluetooth,-79
182.033,Bluetooth,-78
182.068,Bluetooth,-80
182.105,Bluetooth,-74
182.107,Bluetooth,-75
182.138,Bluetooth,-74
182.139,Bluetooth,-75
182.175,Bluetooth,-77
182.177,Bluetooth,-77
182.278,Bluetooth,-77
182.279,Bluetooth,-77
182.308,Bluetooth,-82
182.310,Bluetooth,-81
182.340,Bluetooth,-82
182.341,Bluetooth,-82
182.378,Bluetooth,-74
182.380,Bluetooth,-74
182.416,Bluetooth,-79
182.418,Bluetooth,-77
182.453,Bluetooth,-83
182.455,Bluetooth,-82
182.488,Bluetooth,-74
182.489,Bluetooth,-74
182.520,Bluetooth,-79
182.522,Bluetooth,-80
182.558,Bluetooth,-83
182.560,Bluetooth,-83
182.637,Bluetooth,-79
182.639,Bluetooth,-79
182.672,Bluetooth,-85
182.672,Bluetooth,-85
182.713,Bluetooth,-73
182.715,Bluetooth,-73
182.750,Bluetooth,-81
182.751,Bluetooth,-80
182.789,Bluetooth,-87
182.790,Bluetooth,-87
182.918,Bluetooth,-92
182.920,Bluetooth,-92
182.949,Bluetooth,-72
182.951,Bluetooth,-72
182.986,Bluetooth,-81
182.988,Bluetooth,-81
183.057,Bluetooth,-92
183.059,Bluetooth,-91
183.095,Bluetooth,-72
183.097,Bluetooth,-73
183.127,Bluetooth,-79
183.129,Bluetooth,-79
183.164,Bluetooth,-92
183.199,Bluetooth,-73
183.238,Bluetooth,-80
183.239,Bluetooth,-78
183.313,Bluetooth,-77
183.315,Bluetooth,-76
183.352,Bluetooth,-77
183.354,Bluetooth,-78
183.431,Bluetooth,-74
183.432,Bluetooth,-75
183.470,Bluetooth,-76
183.472,Bluetooth,-76
183.539,Bluetooth,-84
183.540,Bluetooth,-84
183.569,Bluetooth,-73
183.570,Bluetooth,-73
183.610,Bluetooth,-75
183.611,Bluetooth,-75
183.643,Bluetooth,-84
183.644,Bluetooth,-83
183.678,Bluetooth,-71
183.746,Bluetooth,-85
183.748,Bluetooth,-87
183.788,Bluetooth,-74
183.789,Bluetooth,-73
183.856,Bluetooth,-77
183.858,Bluetooth,-75
183.893,Bluetooth,-91
183.895,Bluetooth,-89
183.934,Bluetooth,-73
183.972,Bluetooth,-77
183.974,Bluetooth,-76
184.043,Bluetooth,-72
184.045,Bluetooth,-73
184.084,Bluetooth,-75
184.085,Bluetooth,-75
184.112,Bluetooth,-82
184.114,Bluetooth,-82
184.149,Bluetooth,-72
184.151,Bluetooth,-72
184.220,Bluetooth,-76
184.221,Bluetooth,-74
184.256,Bluetooth,-86
184.257,Bluetooth,-86
184.288,Bluetooth,-73
184.289,Bluetooth,-72
184.319,Bluetooth,-75
184.320,Bluetooth,-77
184.350,Bluetooth,-88
184.351,Bluetooth,-90
184.390,Bluetooth,-73
184.392,Bluetooth,-73
184.430,Bluetooth,-75
184.431,Bluetooth,-74
184.493,Bluetooth,-82
184.494,Bluetooth,-82
184.528,Bluetooth,-73
184.530,Bluetooth,-73
184.595,Bluetooth,-92
184.596,Bluetooth,-92
184.801,Bluetooth,-72
184.803,Bluetooth,-73
184.867,Bluetooth,-74
184.868,Bluetooth,-73
184.969,Bluetooth,-82
184.971,Bluetooth,-82
185.003,Bluetooth,-74
185.004,Bluetooth,-73
185.039,Bluetooth,-76
185.040,Bluetooth,-76
185.146,Bluetooth,-74
185.148,Bluetooth,-74
185.212,Bluetooth,-81
185.214,Bluetooth,-81
