Distance,10.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
0.000,Bluetooth,-62
0.001,Bluetooth,-63
0.073,Bluetooth,-64
0.076,Bluetooth,-64
0.105,Bluetooth,-63
0.136,Bluetooth,-64
0.138,Bluetooth,-64
0.169,Bluetooth,-62
0.171,Bluetooth,-62
0.209,Bluetooth,-67
0.211,Bluetooth,-66
0.272,Bluetooth,-64
0.274,Bluetooth,-64
0.312,Bluetooth,-66
0.313,Bluetooth,-66
0.420,Bluetooth,-62
0.450,Bluetooth,-61
0.452,Bluetooth,-62
0.484,Bluetooth,-63
0.524,Bluetooth,-69
0.526,Bluetooth,-70
0.554,Bluetooth,-63
0.556,Bluetooth,-63
0.591,Bluetooth,-64
0.593,Bluetooth,-64
0.626,Bluetooth,-69
0.628,Bluetooth,-68
0.658,Bluetooth,-67
0.660,Bluetooth,-65
0.694,Bluetooth,-63
0.731,Bluetooth,-66
0.771,Bluetooth,-62
0.773,Bluetooth,-64
0.876,Bluetooth,-65
0.878,Bluetooth,-66
0.911,Bluetooth,-62
0.913,Bluetooth,-63
0.948,Bluetooth,-63
0.950,Bluetooth,-63
1.093,Bluetooth,-72
1.095,Bluetooth,-72
1.123,Bluetooth,-68
1.124,Bluetooth,-67
1.156,Bluetooth,-61
1.158,Bluetooth,-63
1.190,Bluetooth,-62
1.192,Bluetooth,-62
1.271,Bluetooth,-62
1.273,Bluetooth,-62
1.299,Bluetooth,-72
1.336,Bluetooth,-65
1.338,Bluetooth,-64
1.369,Bluetooth,-63
1.371,Bluetooth,-63
1.505,Bluetooth,-73
1.507,Bluetooth,-73
1.582,Bluetooth,-63
1.614,Bluetooth,-64
1.645,Bluetooth,-67
1.647,Bluetooth,-67
1.676,Bluetooth,-74
1.678,Bluetooth,-74
1.711,Bluetooth,-74
1.714,Bluetooth,-74
1.745,Bluetooth,-70
1.747,Bluetooth,-70
1.931,Bluetooth,-66
1.933,Bluetooth,-66
1.997,Bluetooth,-65
2.000,Bluetooth,-66
2.071,Bluetooth,-66
2.073,Bluetooth,-66
2.104,Bluetooth,-66
2.105,Bluetooth,-66
2.144,Bluetooth,-65
2.147,Bluetooth,-65
2.184,Bluetooth,-59
2.186,Bluetooth,-59
2.288,Bluetooth,-65
2.290,Bluetooth,-64
2.322,Bluetooth,-68
2.324,Bluetooth,-67
2.400,Bluetooth,-67
2.402,Bluetooth,-65
2.433,Bluetooth,-59
2.435,Bluetooth,-59
2.466,Bluetooth,-73
2.468,Bluetooth,-74
2.507,Bluetooth,-71
2.542,Bluetooth,-66
2.545,Bluetooth,-65
2.581,Bluetooth,-55
2.583,Bluetooth,-55
2.615,Bluetooth,-60
2.616,Bluetooth,-60
2.794,Bluetooth,-55
2.833,Bluetooth,-69
2.835,Bluetooth,-70
2.871,Bluetooth,-56
2.873,Bluetooth,-55
2.974,Bluetooth,-57
2.975,Bluetooth,-59
3.046,Bluetooth,-64
3.048,Bluetooth,-64
3.084,Bluetooth,-60
3.086,Bluetooth,-59
3.120,Bluetooth,-60
3.188,Bluetooth,-63
3.189,Bluetooth,-62
3.227,Bluetooth,-62
3.230,Bluetooth,-62
3.264,Bluetooth,-61
3.266,Bluetooth,-63
3.396,Bluetooth,-63
3.434,Bluetooth,-56
3.436,Bluetooth,-58
3.472,Bluetooth,-64
3.474,Bluetooth,-63
3.540,Bluetooth,-66
3.542,Bluetooth,-65
3.600,Bluetooth,-60
3.601,Bluetooth,-59
3.634,Bluetooth,-61
3.704,Bluetooth,-57
3.742,Bluetooth,-58
3.744,Bluetooth,-58
3.780,Bluetooth,-62
3.812,Bluetooth,-65
3.814,Bluetooth,-64
3.850,Bluetooth,-58
3.851,Bluetooth,-58
3.914,Bluetooth,-62
3.916,Bluetooth,-61
3.949,Bluetooth,-61
3.951,Bluetooth,-61
3.989,Bluetooth,-58
3.991,Bluetooth,-58
20.593,Bluetooth,-61
20.596,Bluetooth,-61
20.633,Bluetooth,-68
20.634,Bluetooth,-68
20.666,Bluetooth,-60
20.668,Bluetooth,-61
20.707,Bluetooth,-63
20.708,Bluetooth,-62
20.746,Bluetooth,-68
20.748,Bluetooth,-68
20.774,Bluetooth,-61
20.776,Bluetooth,-63
20.815,Bluetooth,-60
20.851,Bluetooth,-62
20.852,Bluetooth,-62
20.891,Bluetooth,-62
20.893,Bluetooth,-61
20.925,Bluetooth,-67
20.926,Bluetooth,-66
20.955,Bluetooth,-62
20.956,Bluetooth,-62
20.997,Bluetooth,-61
20.999,Bluetooth,-62
21.028,Bluetooth,-68
21.031,Bluetooth,-68
21.090,Bluetooth,-61
21.092,Bluetooth,-62
21.129,Bluetooth,-63
21.131,Bluetooth,-62
21.170,Bluetooth,-61
21.171,Bluetooth,-62
21.234,Bluetooth,-66
21.236,Bluetooth,-67
21.272,Bluetooth,-61
21.303,Bluetooth,-61
21.305,Bluetooth,-62
21.344,Bluetooth,-66
21.346,Bluetooth,-66
21.411,Bluetooth,-66
21.482,Bluetooth,-64
21.484,Bluetooth,-63
21.513,Bluetooth,-61
21.551,Bluetooth,-65
21.553,Bluetooth,-65
21.583,Bluetooth,-62
21.585,Bluetooth,-61
21.623,Bluetooth,-60
21.624,Bluetooth,-61
21.655,Bluetooth,-66
21.657,Bluetooth,-66
21.721,Bluetooth,-62
21.824,Bluetooth,-64
21.826,Bluetooth,-64
21.855,Bluetooth,-63
21.857,Bluetooth,-63
21.901,Bluetooth,-59
21.903,Bluetooth,-59
21.931,Bluetooth,-65
22.125,Bluetooth,-78
22.127,Bluetooth,-79
22.165,Bluetooth,-69
22.166,Bluetooth,-69
22.204,Bluetooth,-57
22.205,Bluetooth,-58
22.280,Bluetooth,-82
22.282,Bluetooth,-82
22.315,Bluetooth,-66
22.383,Bluetooth,-59
22.385,Bluetooth,-59
22.413,Bluetooth,-63
22.416,Bluetooth,-64
22.446,Bluetooth,-71
22.448,Bluetooth,-71
22.477,Bluetooth,-70
22.479,Bluetooth,-70
22.541,Bluetooth,-63
22.543,Bluetooth,-62
22.570,Bluetooth,-68
22.572,Bluetooth,-69
22.603,Bluetooth,-68
22.642,Bluetooth,-68
22.644,Bluetooth,-69
