Distance,10.0
TXDevice,iPhone11
TXPower,8
RXDevice,iPhone11_Pro_max
0.148,Bluetooth,-48
0.149,Bluetooth,-49
0.214,Bluetooth,-48
0.214,Bluetooth,-48
0.244,Bluetooth,-48
0.245,Bluetooth,-48
0.274,Bluetooth,-49
0.450,Bluetooth,-48
0.451,Bluetooth,-48
0.480,Bluetooth,-48
0.480,Bluetooth,-48
0.523,Bluetooth,-50
0.524,Bluetooth,-48
0.659,Bluetooth,-48
0.660,Bluetooth,-49
0.694,Bluetooth,-48
0.695,Bluetooth,-49
0.723,Bluetooth,-49
0.724,Bluetooth,-49
0.860,Bluetooth,-49
0.862,Bluetooth,-49
0.896,Bluetooth,-49
0.931,Bluetooth,-48
0.933,Bluetooth,-49
1.009,Bluetooth,-49
1.010,Bluetooth,-48
1.040,Bluetooth,-49
1.041,Bluetooth,-49
1.078,Bluetooth,-50
1.080,Bluetooth,-48
1.113,Bluetooth,-49
1.113,Bluetooth,-49
1.147,Bluetooth,-48
1.148,Bluetooth,-49
1.187,Bluetooth,-49
1.218,Bluetooth,-49
1.258,Bluetooth,-48
1.260,Bluetooth,-48
1.293,Bluetooth,-50
1.294,Bluetooth,-48
1.429,Bluetooth,-49
1.430,Bluetooth,-50
1.460,Bluetooth,-49
1.461,Bluetooth,-49
1.498,Bluetooth,-49
1.602,Bluetooth,-50
1.603,Bluetooth,-49
1.631,Bluetooth,-49
1.633,Bluetooth,-49
1.667,Bluetooth,-50
1.772,Bluetooth,-49
1.773,Bluetooth,-49
1.774,Bluetooth,-50
1.809,Bluetooth,-49
1.810,Bluetooth,-49
1.846,Bluetooth,-50
1.847,Bluetooth,-48
1.912,Bluetooth,-50
1.912,Bluetooth,-48
1.942,Bluetooth,-49
1.943,Bluetooth,-50
1.979,Bluetooth,-49
1.981,Bluetooth,-48
2.016,Bluetooth,-49
2.016,Bluetooth,-49
2.051,Bluetooth,-49
2.053,Bluetooth,-49
2.086,Bluetooth,-50
2.117,Bluetooth,-49
2.119,Bluetooth,-49
2.153,Bluetooth,-49
2.154,Bluetooth,-49
2.231,Bluetooth,-48
2.232,Bluetooth,-49
2.272,Bluetooth,-49
2.273,Bluetooth,-49
2.308,Bluetooth,-49
2.309,Bluetooth,-49
2.346,Bluetooth,-49
2.347,Bluetooth,-48
2.384,Bluetooth,-48
2.421,Bluetooth,-50
2.423,Bluetooth,-49
2.501,Bluetooth,-49
2.503,Bluetooth,-49
2.539,Bluetooth,-49
2.540,Bluetooth,-50
2.573,Bluetooth,-48
2.574,Bluetooth,-49
2.674,Bluetooth,-50
2.785,Bluetooth,-48
2.786,Bluetooth,-47
2.851,Bluetooth,-49
2.852,Bluetooth,-50
2.953,Bluetooth,-49
2.955,Bluetooth,-48
2.986,Bluetooth,-49
3.065,Bluetooth,-49
3.066,Bluetooth,-49
3.136,Bluetooth,-48
3.138,Bluetooth,-47
3.177,Bluetooth,-48
3.178,Bluetooth,-49
3.210,Bluetooth,-49
3.212,Bluetooth,-50
3.281,Bluetooth,-49
3.320,Bluetooth,-49
3.321,Bluetooth,-48
3.352,Bluetooth,-47
3.352,Bluetooth,-48
3.385,Bluetooth,-48
3.386,Bluetooth,-48
3.492,Bluetooth,-48
3.493,Bluetooth,-48
3.524,Bluetooth,-48
3.525,Bluetooth,-47
3.597,Bluetooth,-48
3.633,Bluetooth,-49
3.634,Bluetooth,-48
3.664,Bluetooth,-48
3.665,Bluetooth,-48
3.704,Bluetooth,-49
3.705,Bluetooth,-49
3.778,Bluetooth,-48
3.779,Bluetooth,-48
3.852,Bluetooth,-49
3.853,Bluetooth,-49
3.886,Bluetooth,-52
3.957,Bluetooth,-51
3.958,Bluetooth,-51
107.313,Bluetooth,-52
107.314,Bluetooth,-52
107.344,Bluetooth,-52
107.345,Bluetooth,-52
107.382,Bluetooth,-52
107.487,Bluetooth,-53
107.488,Bluetooth,-53
107.669,Bluetooth,-53
107.671,Bluetooth,-53
107.773,Bluetooth,-54
107.774,Bluetooth,-52
107.852,Bluetooth,-54
107.853,Bluetooth,-54
107.890,Bluetooth,-53
107.891,Bluetooth,-53
107.923,Bluetooth,-53
107.924,Bluetooth,-53
107.990,Bluetooth,-54
108.100,Bluetooth,-53
108.101,Bluetooth,-53
108.129,Bluetooth,-54
108.130,Bluetooth,-54
108.199,Bluetooth,-55
108.200,Bluetooth,-54
108.269,Bluetooth,-54
108.270,Bluetooth,-55
108.303,Bluetooth,-54
108.337,Bluetooth,-55
108.338,Bluetooth,-54
108.371,Bluetooth,-54
108.372,Bluetooth,-53
108.411,Bluetooth,-53
108.412,Bluetooth,-53
108.446,Bluetooth,-55
108.486,Bluetooth,-55
108.487,Bluetooth,-55
108.515,Bluetooth,-54
108.516,Bluetooth,-53
108.580,Bluetooth,-54
108.610,Bluetooth,-55
108.611,Bluetooth,-53
108.648,Bluetooth,-54
108.649,Bluetooth,-54
108.687,Bluetooth,-54
108.688,Bluetooth,-52
108.793,Bluetooth,-54
108.794,Bluetooth,-53
108.825,Bluetooth,-53
108.826,Bluetooth,-52
108.861,Bluetooth,-54
108.862,Bluetooth,-54
108.895,Bluetooth,-53
108.957,Bluetooth,-53
108.958,Bluetooth,-54
108.997,Bluetooth,-54
108.998,Bluetooth,-54
109.174,Bluetooth,-54
109.314,Bluetooth,-54
109.315,Bluetooth,-54
109.355,Bluetooth,-51
109.356,Bluetooth,-52
109.386,Bluetooth,-54
109.387,Bluetooth,-53
109.425,Bluetooth,-53
109.426,Bluetooth,-54
109.462,Bluetooth,-52
109.463,Bluetooth,-51
109.502,Bluetooth,-54
109.568,Bluetooth,-54
109.569,Bluetooth,-55
109.606,Bluetooth,-53
109.607,Bluetooth,-53
109.641,Bluetooth,-52
109.642,Bluetooth,-52
109.675,Bluetooth,-54
109.675,Bluetooth,-55
109.712,Bluetooth,-53
109.713,Bluetooth,-54
109.746,Bluetooth,-52
109.747,Bluetooth,-51
109.779,Bluetooth,-53
109.808,Bluetooth,-52
109.809,Bluetooth,-52
109.871,Bluetooth,-52
109.872,Bluetooth,-54
109.902,Bluetooth,-52
109.903,Bluetooth,-53
109.936,Bluetooth,-52
109.937,Bluetooth,-52
109.973,Bluetooth,-54
109.974,Bluetooth,-53
110.013,Bluetooth,-55
110.014,Bluetooth,-54
110.076,Bluetooth,-55
110.111,Bluetooth,-53
110.112,Bluetooth,-53
110.175,Bluetooth,-54
110.176,Bluetooth,-54
110.246,Bluetooth,-54
110.247,Bluetooth,-55
110.316,Bluetooth,-55
110.317,Bluetooth,-54
110.357,Bluetooth,-54
110.357,Bluetooth,-54
110.387,Bluetooth,-54
110.425,Bluetooth,-53
110.426,Bluetooth,-53
110.463,Bluetooth,-52
110.464,Bluetooth,-53
110.626,Bluetooth,-52
110.627,Bluetooth,-52
110.698,Bluetooth,-50
110.757,Bluetooth,-50
110.758,Bluetooth,-50
110.789,Bluetooth,-54
110.790,Bluetooth,-54
110.923,Bluetooth,-55
110.924,Bluetooth,-55
110.964,Bluetooth,-57
110.964,Bluetooth,-56
110.994,Bluetooth,-56
111.029,Bluetooth,-57
111.030,Bluetooth,-58
111.067,Bluetooth,-56
111.068,Bluetooth,-56
111.128,Bluetooth,-56
111.130,Bluetooth,-56
111.194,Bluetooth,-56
111.195,Bluetooth,-57
111.225,Bluetooth,-56
111.265,Bluetooth,-56
111.266,Bluetooth,-56
210.447,Bluetooth,-60
210.448,Bluetooth,-59
210.540,Bluetooth,-50
210.542,Bluetooth,-51
210.577,Bluetooth,-61
210.612,Bluetooth,-61
210.714,Bluetooth,-49
210.715,Bluetooth,-49
210.757,Bluetooth,-58
210.758,Bluetooth,-58
210.792,Bluetooth,-50
210.793,Bluetooth,-50
210.829,Bluetooth,-52
210.830,Bluetooth,-52
210.871,Bluetooth,-57
210.872,Bluetooth,-58
210.899,Bluetooth,-51
211.038,Bluetooth,-56
211.317,Bluetooth,-52
211.455,Bluetooth,-53
211.456,Bluetooth,-54
211.489,Bluetooth,-64
211.527,Bluetooth,-68
211.528,Bluetooth,-67
211.562,Bluetooth,-57
211.562,Bluetooth,-58
211.598,Bluetooth,-52
211.599,Bluetooth,-53
211.631,Bluetooth,-67
211.632,Bluetooth,-65
211.661,Bluetooth,-64
211.661,Bluetooth,-64
211.694,Bluetooth,-64
211.695,Bluetooth,-63
211.768,Bluetooth,-63
211.769,Bluetooth,-64
211.876,Bluetooth,-78
211.877,Bluetooth,-77
211.910,Bluetooth,-60
211.911,Bluetooth,-60
211.948,Bluetooth,-61
211.949,Bluetooth,-60
211.979,Bluetooth,-68
211.980,Bluetooth,-67
212.009,Bluetooth,-65
212.010,Bluetooth,-65
212.039,Bluetooth,-65
212.040,Bluetooth,-64
212.112,Bluetooth,-60
212.113,Bluetooth,-60
212.252,Bluetooth,-63
212.253,Bluetooth,-63
212.286,Bluetooth,-56
212.287,Bluetooth,-56
212.322,Bluetooth,-63
212.323,Bluetooth,-63
212.360,Bluetooth,-66
212.361,Bluetooth,-65
212.398,Bluetooth,-64
212.428,Bluetooth,-66
212.428,Bluetooth,-68
212.463,Bluetooth,-55
212.464,Bluetooth,-56
212.533,Bluetooth,-75
212.569,Bluetooth,-56
212.570,Bluetooth,-56
212.641,Bluetooth,-58
212.642,Bluetooth,-58
212.681,Bluetooth,-58
212.714,Bluetooth,-71
212.715,Bluetooth,-71
212.811,Bluetooth,-60
212.812,Bluetooth,-60
212.914,Bluetooth,-59
212.915,Bluetooth,-59
212.955,Bluetooth,-66
212.956,Bluetooth,-66
212.993,Bluetooth,-60
213.023,Bluetooth,-63
213.024,Bluetooth,-62
213.053,Bluetooth,-56
213.054,Bluetooth,-57
213.151,Bluetooth,-64
213.152,Bluetooth,-63
213.189,Bluetooth,-60
213.190,Bluetooth,-59
213.220,Bluetooth,-58
213.221,Bluetooth,-58
213.255,Bluetooth,-59
213.256,Bluetooth,-58
213.286,Bluetooth,-58
213.321,Bluetooth,-59
213.321,Bluetooth,-60
213.356,Bluetooth,-63
213.357,Bluetooth,-64
213.388,Bluetooth,-64
213.597,Bluetooth,-60
213.701,Bluetooth,-70
213.702,Bluetooth,-71
213.742,Bluetooth,-67
213.743,Bluetooth,-67
213.814,Bluetooth,-70
213.815,Bluetooth,-71
213.891,Bluetooth,-66
213.928,Bluetooth,-59
213.930,Bluetooth,-58
213.969,Bluetooth,-56
213.971,Bluetooth,-56
214.101,Bluetooth,-54
214.102,Bluetooth,-54
214.139,Bluetooth,-63
214.140,Bluetooth,-64
214.177,Bluetooth,-61
214.250,Bluetooth,-62
214.251,Bluetooth,-62
214.358,Bluetooth,-54
214.359,Bluetooth,-53
214.420,Bluetooth,-58
214.421,Bluetooth,-59
